,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,وسپهر,سرمايه گذاري مالي سپهرصادرات,141428,265966537,3715040635302,14388,14130,13672,-716,-4.98,13968,-420,-2.92,13669,15000,1399-7-27
1,بپيوند,برق و انرژي پيوندگستر پارس,67177,16765863,373827236963,22059,21620,22609,550,2.49,22297,238,1.08,21620,23000,1399-7-27
2,ثبهساز,بهساز كاشانه تهران,66985,350334072,1332135784950,3630,3810,3800,170,4.68,3800,170,4.68,3700,3810,1399-7-27
3,دارا يكم,صندوق واسطه گري مالي يكم-سهام,52935,17232857,3424986359130,212150,209000,195080,-17070,-8.05,198750,-13400,-6.32,193650,210970,1399-7-27
4,سيتا,سرمايه گذاري سيمان تامين,52380,51716025,981337682360,19770,19250,18790,-980,-4.96,18980,-790,-4.0,18790,20100,1399-7-27
5,بگيلان,توسعه مسير برق گيلان,40543,8202224,232567160648,29424,29100,27956,-1468,-4.99,28354,-1070,-3.64,27953,29700,1399-7-27
6,گدنا,تهيه توزيع غذاي دنا آفرين فدك,37650,924404,13255028956,13657,14339,14339,682,4.99,13829,172,1.26,14339,14339,1399-7-27
7,شاروم,پتروشيمي اروميه,33869,3535058,63100785300,17000,17850,17850,850,5.0,17850,850,5.0,17850,17850,1399-7-27
8,انرژي3,سايراشخاص بورس انرژي,32134,8456697,3673702244510,420880,441920,423900,3020,0.72,434410,13530,3.21,399840,441920,1399-7-27
9,غزر,صنعتي زر ماكارون,31339,3505115,175047750300,52000,50060,49400,-2600,-5.0,49940,-2060,-3.96,49400,50500,1399-7-27
10,امين,تامين سرمايه امين,28822,20396490,250737900430,12870,12500,12230,-640,-4.97,12290,-580,-4.51,12230,13000,1399-7-27
11,آبادا,توليد نيروي برق آبادان,27060,5434089,108837150790,21000,20020,19950,-1050,-5.0,20030,-970,-4.62,19950,20830,1399-7-27
12,ولپارس,ليزينگ پارسيان,24153,1809091,8231364050,4340,4550,4550,210,4.84,4360,20,0.46,4550,4550,1399-7-27
13,آريا,پليمر آريا ساسول,22747,5276672,889498406010,177182,173500,168560,-8622,-4.87,168572,-8610,-4.86,168323,173500,1399-7-27
14,فولاد,فولاد مباركه اصفهان,21448,77129959,1256374286450,17030,16700,16180,-850,-4.99,16290,-740,-4.35,16180,16940,1399-7-27
15,وآيند,بانك  آينده,17826,200422224,6262719115153,31207,31831,30583,-624,-2.0,31248,41,0.13,30583,31831,1399-7-27
16,رافزا,رايان هم افزا,17589,107308,3583657968,31806,33396,33396,1590,5.0,31915,109,0.34,33396,33396,1399-7-27
17,فملي,ملي‌ صنايع‌ مس‌ ايران‌,17083,51608495,1349472106460,27470,26800,26100,-1370,-4.99,26150,-1320,-4.81,26100,26800,1399-7-27
18,زملارد,كشاورزي و دامپروري ملارد شير,15821,5614913,294273141759,52750,55387,50113,-2637,-5.0,52409,-341,-0.65,50113,55387,1399-7-27
19,شپنا,پالايش نفت اصفهان,14891,105099535,2060281144640,20510,19990,19490,-1020,-4.97,19600,-910,-4.44,19490,20000,1399-7-27
20,ثشاهد,سرمايه‌ گذاري‌ شاهد,14461,30432814,1192852307990,40360,42360,38350,-2010,-4.98,39200,-1160,-2.87,38350,42360,1399-7-27
21,هاي وب,داده گسترعصرنوين-هاي وب,13513,37650833,1176118363090,31010,32560,31260,250,0.81,31240,230,0.74,29460,32560,1399-7-27
22,فارس,صنايع پتروشيمي خليج فارس,13170,57070701,1718792314770,30380,30440,29810,-570,-1.88,30120,-260,-0.86,28880,31000,1399-7-27
23,غسالم,سالمين‌,11750,84386300,453551557980,5190,5440,5320,130,2.5,5370,180,3.47,5020,5440,1399-7-27
24,وبصادر,بانك صادرات ايران,11736,294508785,1235734934710,4310,4310,4100,-210,-4.87,4200,-110,-2.55,4100,4360,1399-7-27
25,وبملت,بانك ملت,10753,221584990,1266215036900,5980,5840,5690,-290,-4.85,5710,-270,-4.52,5690,5970,1399-7-27
26,صباح,ح . سرمايه گذاري صبا تامين,10607,48648287,339388683419,7336,7040,6973,-363,-4.95,6976,-360,-4.91,6970,7210,1399-7-27
27,كالا,بورس كالاي ايران,10515,17336943,915598006700,52780,54650,50890,-1890,-3.58,52810,30,0.06,50150,55410,1399-7-27
28,پترول,گروه پتروشيمي س. ايرانيان,10499,43407233,631209126460,15240,14720,14480,-760,-4.99,14540,-700,-4.59,14480,15150,1399-7-27
29,فرابورس,فرابورس ايران,10118,12644573,942415534180,76925,78200,73079,-3846,-5.0,74531,-2394,-3.11,73079,79645,1399-7-27
30,كاما,باما,9411,9128359,1817972128870,190580,193500,200100,9520,5.0,199160,8580,4.5,191010,200100,1399-7-27
31,شگويا,پتروشيمي تندگويان,9231,30176719,437723402558,15099,14900,14345,-754,-4.99,14505,-594,-3.93,14345,15200,1399-7-27
32,غگيلا,شيرپاستوريزه پگاه گيلان,8092,118228,1998053200,16096,16900,16900,804,5.0,16127,31,0.19,16900,16900,1399-7-27
33,ثاخت,بين‌المللي‌توسعه‌ساختمان,7864,90050555,431085046340,4820,4950,4600,-220,-4.56,4790,-30,-0.62,4580,5040,1399-7-27
34,شتران,پالايش نفت تهران,7730,43376135,720482545250,17480,16610,16610,-870,-4.98,16610,-870,-4.98,16610,16770,1399-7-27
35,وتجارت,بانك تجارت,7371,237850851,777902075150,3440,3270,3270,-170,-4.94,3270,-170,-4.94,3270,3300,1399-7-27
36,ثفارس,عمران‌وتوسعه‌فارس‌,6800,56860188,541906532910,9180,9570,9370,190,2.07,9530,350,3.81,9010,9630,1399-7-27
37,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,6349,46930566,689998862540,15450,14760,14680,-770,-4.98,14700,-750,-4.85,14680,15010,1399-7-27
38,فخوز,فولاد  خوزستان,6336,24427867,905605453230,38820,39250,36880,-1940,-5.0,37070,-1750,-4.51,36880,39500,1399-7-27
39,بورس,بورس اوراق بهادار تهران,6124,7060789,461252130170,66360,69550,63050,-3310,-4.99,65330,-1030,-1.55,63050,69550,1399-7-27
40,شبندر,پالايش نفت بندرعباس,5995,35641081,1425286829190,42090,39990,39990,-2100,-4.99,39990,-2100,-4.99,39990,39990,1399-7-27
41,شپلي,پلي اكريل ايران,5927,67029325,477089884059,6955,7140,7163,208,2.99,7118,163,2.34,6900,7163,1399-7-27
42,كحافظ,كاشي‌ وسراميك‌ حافظ‌,5591,19797338,440074802390,23080,21950,21940,-1140,-4.94,22230,-850,-3.68,21930,23800,1399-7-27
43,ثنوسا,نوسازي‌وساختمان‌تهران‌,5476,60242553,650103901630,10320,10790,10800,480,4.65,10790,470,4.55,10320,10830,1399-7-27
44,كدماح,ح . معدني‌ دماوند,5334,4942070,559658765040,124340,121990,111910,-12430,-10.0,113240,-11100,-8.93,111910,121990,1399-7-27
45,تاپيكو,س. نفت و گاز و پتروشيمي تأمين,5129,24215406,505322435270,21900,21500,20810,-1090,-4.98,20870,-1030,-4.7,20810,21580,1399-7-27
46,چدن,توليدي چدن سازان,4804,21228790,676134912380,30480,32000,32000,1520,4.99,31850,1370,4.49,30490,32000,1399-7-27
47,ثاميد,توسعه و عمران اميد,4798,37765528,121982655440,3390,3230,3230,-160,-4.72,3230,-160,-4.72,3230,3230,1399-7-27
48,وپارس,بانك‌پارسيان‌,4737,136059893,528289039700,4050,4030,3850,-200,-4.94,3880,-170,-4.2,3850,4150,1399-7-27
49,پترولح,ح . گروه پتروشيمي س. ايرانيان,4599,34801565,420004836590,13310,12500,11980,-1330,-9.99,12070,-1240,-9.32,11980,13170,1399-7-27
50,فروي,ذوب روي اصفهان,4579,4191137,244110521419,60607,58000,58071,-2536,-4.18,58244,-2363,-3.9,57577,60600,1399-7-27
51,ذوب,سهامي ذوب آهن  اصفهان,4274,43735552,240270604819,5743,5630,5456,-287,-5.0,5494,-249,-4.34,5456,5680,1399-7-27
52,بجهرم,توسعه مولد نيروگاهي جهرم,4226,39257302,170182506202,4529,4370,4303,-226,-4.99,4335,-194,-4.28,4303,4500,1399-7-27
53,كاوه,فولاد كاوه جنوب كيش,4177,44062579,913411415560,21440,21440,20890,-550,-2.57,20730,-710,-3.31,20370,21700,1399-7-27
54,شصدفح,ح . صنعتي دوده فام,4063,1319017,23521077522,18108,18300,17836,-272,-1.5,17832,-276,-1.52,17705,18560,1399-7-27
55,تماوند,تامين سرمايه دماوند,3965,48879521,813940540903,16393,16884,16884,491,3.0,16652,259,1.58,15902,16884,1399-7-27
56,ولساپا,ليزينگ رايان‌ سايپا,3896,68701516,257484206140,3930,3800,3740,-190,-4.83,3750,-180,-4.58,3740,3900,1399-7-27
