,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,شستا,سرمايه گذاري تامين اجتماعي,60454,153705270,3759193690240,25360,24700,24100,-1260,-4.97,24460,-900,-3.55,24100,25330,1399-10-1
1,پالايش,صندوق پالايشي يکم-سهام,53582,24842583,2223703142090,91210,89200,87800,-3410,-3.74,89510,-1700,-1.86,86520,93350,1399-10-1
2,شپنا,پالايش نفت اصفهان,52319,282833484,4048073953630,14720,14350,13990,-730,-4.96,14310,-410,-2.79,13990,15060,1399-10-1
3,خودرو,ايران‌ خودرو,48972,1059440381,3580270547500,3510,3430,3340,-170,-4.84,3380,-130,-3.7,3340,3540,1399-10-1
4,كاما,باما,45035,234574346,5015254470770,21360,20300,22420,1060,4.96,21380,20,0.09,20300,22420,1399-10-1
5,بپيوند,برق و انرژي پيوندگستر پارس,37525,44119810,1450351287402,33196,33100,32030,-1166,-3.51,32873,-323,-0.97,31530,34250,1399-10-1
6,وسپهر,سرمايه گذاري مالي سپهرصادرات,36948,80959556,909959857514,11492,11230,11103,-389,-3.38,11240,-252,-2.19,11032,11681,1399-10-1
7,وتجارت,بانك تجارت,34036,687082937,2279198517420,3390,3310,3250,-140,-4.13,3320,-70,-2.06,3240,3450,1399-10-1
8,بوعلي,پتروشيمي بوعلي سينا,30369,3762180,219297472200,55520,58290,58290,2770,4.99,58290,2770,4.99,58290,58290,1399-10-1
9,دي,بانك دي,29741,57795093,2535007116333,45555,44300,43829,-1726,-3.79,43862,-1693,-3.72,43278,45555,1399-10-1
10,دارا يكم,صندوق واسطه گري مالي يكم-سهام,29078,9571102,1673193729460,176220,174920,173640,-2580,-1.46,174820,-1400,-0.79,172300,178500,1399-10-1
11,فملي,ملي‌ صنايع‌ مس‌ ايران‌,28266,86725424,1379421938830,15900,15930,15900,0,0.0,15910,10,0.06,15500,16400,1399-10-1
12,خساپا,سايپا,26509,758732052,1882473599750,2570,2530,2450,-120,-4.67,2480,-90,-3.5,2450,2590,1399-10-1
13,زدشت,كشت و صنعت دشت خرم دره,25177,34392520,2319533464569,67948,67586,64750,-3198,-4.71,67443,-505,-0.74,63020,71380,1399-10-1
14,سيتا,سرمايه گذاري سيمان تامين,23841,33932749,571474170200,16670,16310,16720,50,0.3,16840,170,1.02,16310,17400,1399-10-1
15,بگيلان,توسعه مسير برق گيلان,23403,11424556,303263974588,25698,26100,26350,652,2.54,26545,847,3.3,25600,26982,1399-10-1
16,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,22924,393132324,1642233021950,4350,4280,4140,-210,-4.83,4180,-170,-3.91,4140,4340,1399-10-1
17,فولاد,فولاد مباركه اصفهان,22858,125040946,1791779774280,14510,14510,14150,-360,-2.48,14330,-180,-1.24,14010,14790,1399-10-1
18,امين,تامين سرمايه امين,22366,37637419,438518366590,11250,11300,11570,320,2.84,11650,400,3.56,11260,11810,1399-10-1
19,ثاميد,توسعه و عمران اميد,21478,126094201,285720922360,2280,2270,2260,-20,-0.88,2270,-10,-0.44,2220,2340,1399-10-1
