,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,دارا يكم,صندوق واسطه گري مالي يكم-سهام,84458,65613636,9292095973070,130490,143530,143280,12790,9.8,141620,11130,8.53,132000,143530,1399-11-5
1,شستا,سرمايه گذاري تامين اجتماعي,70932,330596592,7243235184030,21240,22300,22300,1060,4.99,21910,670,3.15,20810,22300,1399-11-5
2,پالايش,صندوق پالايشي يکم-سهام,55948,65808764,4893865930090,67710,74480,74480,6770,10.0,74360,6650,9.82,70150,74480,1399-11-5
3,خودرو,ايران‌ خودرو,51472,1469759589,4017601221660,2680,2810,2630,-50,-1.87,2730,50,1.87,2570,2810,1399-11-5
4,خساپا,سايپا,47318,1936460065,4277317524100,2150,2250,2150,0,0.0,2210,60,2.79,2080,2250,1399-11-5
5,چخزر,صنايع چوب خزر كاسپين,45790,13152197,719418005887,52449,55071,55071,2622,5.0,54699,2250,4.29,49827,55071,1399-11-5
6,شپنا,پالايش نفت اصفهان,41498,614411293,6471782565180,10040,10540,10540,500,4.98,10530,490,4.88,10300,10540,1399-11-5
7,فملي,ملي‌ صنايع‌ مس‌ ايران‌,38266,238362384,2663431537820,10890,11430,11430,540,4.96,11170,280,2.57,10570,11430,1399-11-5
8,وتجارت,بانك تجارت,36985,1283634734,3506240971310,2620,2750,2710,90,3.44,2730,110,4.2,2620,2750,1399-11-5
9,فولاد,فولاد مباركه اصفهان,34078,248088725,2881755388860,11210,11770,11440,230,2.05,11620,410,3.66,11160,11770,1399-11-5
10,شتران,پالايش نفت تهران,34016,378679438,3273849332860,8270,8680,8680,410,4.96,8650,380,4.59,8250,8680,1399-11-5
11,بركت,گروه دارويي بركت,33132,126849239,2599547026930,20490,21510,19500,-990,-4.83,20490,0,0.0,19470,21510,1399-11-5
12,سپيدار,سپيدار سيستم آسيا,32993,2214435,111124777170,47793,50182,50182,2389,5.0,50182,2389,5.0,50182,50182,1399-11-5
13,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,31680,802126638,2518960084490,3170,3320,3020,-150,-4.73,3140,-30,-0.95,3020,3320,1399-11-5
14,وسپهر,سرمايه گذاري مالي سپهرصادرات,31521,119127674,1242208682341,10758,10764,10222,-536,-4.98,10428,-330,-3.07,10221,10850,1399-11-5
15,وكبهمن,مديريت سرمايه گذاري كوثربهمن,29216,20930905,355576173905,17460,17450,16587,-873,-5.0,16988,-472,-2.7,16587,17830,1399-11-5
16,ثبهساز,بهساز كاشانه تهران,28265,420701682,1353511184060,3280,3370,3130,-150,-4.57,3220,-60,-1.83,3120,3420,1399-11-5
