,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,وكبهمن,مديريت سرمايه گذاري كوثربهمن,4662412,249998861,3620983502724,1000,14484,14484,13484,1348.4,14484,13484,1348.4,14484,14484,1399-9-19
1,بوعلي,پتروشيمي بوعلي سينا,4519898,341995463,14168872032090,1000,41430,41430,40430,4043.0,41430,40430,4043.0,41430,41430,1399-9-19
2,پالايش,صندوق پالايشي يکم-سهام,133114,39613764,3971587099610,101150,100710,100190,-960,-0.95,100260,-890,-0.88,100000,101990,1399-9-19
3,وسپهر,سرمايه گذاري مالي سپهرصادرات,126011,278601653,3355172584109,11660,11780,12243,583,5.0,12043,383,3.28,11510,12243,1399-9-19
4,بپيوند,برق و انرژي پيوندگستر پارس,110664,77554566,2679399814759,33921,35400,33997,76,0.22,34549,628,1.85,33100,35800,1399-9-19
5,شستا,سرمايه گذاري تامين اجتماعي,97886,185583661,5356999104470,29360,29150,29220,-140,-0.48,28870,-490,-1.67,28360,29570,1399-9-19
6,زملارد,كشاورزي و دامپروري ملارد شير,68475,5379606,237009501440,42294,42200,44408,2114,5.0,44057,1763,4.17,41100,44408,1399-9-19
7,فملي,ملي‌ صنايع‌ مس‌ ايران‌,66659,208530538,3349310452240,16100,16500,16120,20,0.12,16060,-40,-0.25,15510,16700,1399-9-19
8,آبادا,توليد نيروي برق آبادان,65098,16942960,353640194530,20040,19760,21040,1000,4.99,20870,830,4.14,19760,21040,1399-9-19
9,غزر,صنعتي زر ماكارون,62751,5855595,364545197330,62050,62650,62290,240,0.39,62260,210,0.34,60020,64000,1399-9-19
10,وتجارت,بانك تجارت,58657,1097575672,4327738619620,4040,4000,3920,-120,-2.97,3940,-100,-2.48,3880,4050,1399-9-19
11,خودرو,ايران‌ خودرو,58122,996182647,4140957230680,4170,4210,4180,10,0.24,4160,-10,-0.24,4060,4300,1399-9-19
12,دارا يكم,صندوق واسطه گري مالي يكم-سهام,54017,18274726,3491392914490,194520,194550,190250,-4270,-2.2,191050,-3470,-1.78,188770,195100,1399-9-19
13,شپنا,پالايش نفت اصفهان,53988,199790170,3490936813550,17980,17430,17470,-510,-2.84,17470,-510,-2.84,17100,18200,1399-9-19
14,پيزد,مجتمع صنايع لاستيك يزد,52149,3631594,327347710475,86937,87000,91283,4346,5.0,90139,3202,3.68,86951,91283,1399-9-19
15,امين,تامين سرمايه امين,50394,25092069,308967081990,11800,11950,12390,590,5.0,12310,510,4.32,11800,12390,1399-9-19
16,خساپا,سايپا,48739,1165809110,3737416300660,3280,3280,3200,-80,-2.44,3210,-70,-2.13,3130,3370,1399-9-19
17,گدنا,تهيه توزيع غذاي دنا آفرين فدك,47590,3854391,128170063923,31670,33253,33253,1583,5.0,33253,1583,5.0,33253,33253,1399-9-19
18,سيتا,سرمايه گذاري سيمان تامين,45916,53940094,972058315240,17390,17350,18250,860,4.95,18020,630,3.62,17350,18250,1399-9-19
19,وبصادر,بانك صادرات ايران,45700,1065796164,4044089040820,3890,3940,3740,-150,-3.86,3790,-100,-2.57,3700,3980,1399-9-19
20,فولاد,فولاد مباركه اصفهان,44818,240497564,3472594852450,14320,14200,14770,450,3.14,14440,120,0.84,14020,14850,1399-9-19
21,شاروم,پتروشيمي اروميه,43982,4475294,126171963742,26851,28193,28193,1342,5.0,28193,1342,5.0,28193,28193,1399-9-19
22,بگيلان,توسعه مسير برق گيلان,43373,5300752,152083875632,27325,28691,28691,1366,5.0,28691,1366,5.0,28691,28691,1399-9-19
23,دي,بانك دي,41314,76743849,3889044142160,49798,49000,52287,2489,5.0,50676,878,1.76,48290,52287,1399-9-19
24,بركت,گروه دارويي بركت,39645,122221297,2727422570800,21530,22600,22600,1070,4.97,22320,790,3.67,21530,22600,1399-9-19
25,ثاميد,توسعه و عمران اميد,38956,176890588,442226470000,2390,2500,2500,110,4.6,2500,110,4.6,2500,2500,1399-9-19
26,شتران,پالايش نفت تهران,37848,141848975,1925373015920,14060,13710,13650,-410,-2.92,13570,-490,-3.49,13360,14250,1399-9-19
27,آريا,پليمر آريا ساسول,36289,3888725,707573373484,186282,183020,183420,-2862,-1.54,181955,-4327,-2.32,178400,185821,1399-9-19
28,وپويا,سرمايه گذاري پويا,34381,56698855,549095114101,9231,9692,9692,461,4.99,9684,453,4.91,9510,9692,1399-9-19
29,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,33852,383622228,1905117007490,5030,5150,4960,-70,-1.39,4970,-60,-1.19,4810,5160,1399-9-19
30,چخزر,صنايع چوب خزر كاسپين,33618,224701,6155459194,26090,27394,27394,1304,5.0,26237,147,0.56,27394,27394,1399-9-19
31,رافزا,رايان هم افزا,31283,182558,6901422632,36004,37804,37804,1800,5.0,36236,232,0.64,37804,37804,1399-9-19
32,ثبهساز,بهساز كاشانه تهران,26915,76114193,235953998300,2960,3100,3100,140,4.73,3100,140,4.73,3100,3100,1399-9-19
33,شبندر,پالايش نفت بندرعباس,26661,61423854,1932627388630,31730,31950,31700,-30,-0.09,31460,-270,-0.85,30500,32440,1399-9-19
34,پترول,گروه پتروشيمي س. ايرانيان,24276,107276400,1432327869360,13030,13110,13680,650,4.99,13350,320,2.46,12940,13680,1399-9-19
35,تليسه,دامداري تليسه نمونه,23653,157126848,1279894706591,8020,7850,8230,210,2.62,8146,126,1.57,7660,8373,1399-9-19
36,وبملت,بانك ملت,22031,308950823,1641365018120,5400,5350,5300,-100,-1.85,5310,-90,-1.67,5230,5420,1399-9-19
37,ذوب,سهامي ذوب آهن  اصفهان,20963,195569044,1099817388420,5518,5477,5720,202,3.66,5624,106,1.92,5450,5760,1399-9-19
38,حكشتي,كشتيراني جمهوري اسلامي ايران,18537,53526982,1714756327100,30730,30150,32260,1530,4.98,32040,1310,4.26,30150,32260,1399-9-19
39,حسينا,توسعه خدمات دريايي وبندري سينا,17324,19446698,1839955932971,91334,94000,93800,2466,2.7,94615,3281,3.59,91334,99980,1399-9-19
40,شگويا,پتروشيمي تندگويان,16947,76760815,998372262566,12479,12370,13102,623,4.99,13006,527,4.22,12370,13102,1399-9-19
41,خزاميا,زامياد,16181,81627396,1248352509230,15220,15150,15710,490,3.22,15290,70,0.46,14710,15900,1399-9-19
42,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,15184,62876103,851477966360,13820,13420,13710,-110,-0.8,13540,-280,-2.03,13220,13900,1399-9-19
43,وپارس,بانك‌پارسيان‌,14609,285249303,1212794526890,4350,4270,4250,-100,-2.3,4250,-100,-2.3,4170,4420,1399-9-19
44,البرز,بيمه البرز,14406,306155218,1781654636460,5570,5800,5840,270,4.85,5820,250,4.49,5630,5840,1399-9-19
45,پتاير,ايران‌ تاير,14367,7778966,1393112033900,166530,169500,183180,16650,10.0,179090,12560,7.54,166690,183180,1399-9-19
46,خپارس,پارس‌ خودرو,13841,126240121,1119943431450,8590,8880,9010,420,4.89,8870,280,3.26,8500,9010,1399-9-19
47,وخارزم,سرمايه گذاري خوارزمي,13156,75136333,832899444020,10860,10690,11400,540,4.97,11090,230,2.12,10650,11400,1399-9-19
48,صبا,سرمايه گذاري صبا تامين,12590,35850205,341518802426,9262,9180,9680,418,4.51,9526,264,2.85,9100,9720,1399-9-19
49,حفاري,حفاري شمال,12441,98449141,1403685540030,13690,13350,14370,680,4.97,14260,570,4.16,13350,14370,1399-9-19
50,شبريز,پالايش نفت تبريز,12387,26753964,974192626510,36960,37750,35940,-1020,-2.76,36410,-550,-1.49,35500,37750,1399-9-19
51,فخوز,فولاد  خوزستان,12071,27956688,1132858089800,40780,40070,41280,500,1.23,40520,-260,-0.64,39800,41470,1399-9-19
52,كرمان,س. توسعه و عمران استان كرمان,11984,17112886,1545409573168,89136,89501,91800,2664,2.99,90307,1171,1.31,87010,93500,1399-9-19
53,قصفها,قنداصفهان‌,11948,3830648,982834754940,240400,254990,260520,20120,8.37,256570,16170,6.73,249390,263500,1399-9-19
54,غنوش,نوش‌ مازندران‌,11211,15243618,968944604540,65290,62030,66900,1610,2.47,63560,-1730,-2.65,62030,66900,1399-9-19
55,غگيلا,شيرپاستوريزه پگاه گيلان,11205,168301,3048604314,17252,18114,18114,862,5.0,17302,50,0.29,18114,18114,1399-9-19
56,فارس,صنايع پتروشيمي خليج فارس,11009,41325781,570359507950,14030,14030,13770,-260,-1.85,13800,-230,-1.64,13450,14300,1399-9-19
57,ساوه,سيمان ساوه,10699,2627075,171369117737,65000,65000,66000,1000,1.54,65232,232,0.36,63600,66100,1399-9-19
58,تاپيكو,س. نفت و گاز و پتروشيمي تأمين,10697,44728051,736997060650,16350,16190,16830,480,2.94,16480,130,0.8,15890,16990,1399-9-19
59,بجهرم,توسعه مولد نيروگاهي جهرم,10399,102190603,438481444557,4119,4200,4324,205,4.98,4291,172,4.18,4160,4324,1399-9-19
60,تبرك,گروه كارخانجات صنعتي تبرك,9224,20524468,558942445523,26869,27000,28211,1342,4.99,27233,364,1.35,25988,28212,1399-9-19
61,وساپا,سرمايه‌گذاري‌ سايپا,9202,54908438,571291475280,10510,10500,10500,-10,-0.1,10400,-110,-1.05,10170,10800,1399-9-19
62,داراب,پتروشيمي داراب,9197,120617937,358405144859,2992,2903,2965,-27,-0.9,2971,-21,-0.7,2903,3049,1399-9-19
63,فروي,ذوب روي اصفهان,9161,7784979,521362257197,64631,66800,67862,3231,5.0,66970,2339,3.62,64446,67862,1399-9-19
64,ونوين,بانك‌اقتصادنوين‌,9158,144319659,813671427230,5800,5800,5700,-100,-1.72,5640,-160,-2.76,5510,5810,1399-9-19
65,شيران,س. صنايع‌شيميايي‌ايران,9132,15970217,654988249780,41510,42000,40540,-970,-2.34,41010,-500,-1.2,40200,43000,1399-9-19
66,زشگزا,شير و گوشت زاگرس شهركرد,8904,3972308,634415441667,166658,170000,158450,-8208,-4.93,159710,-6948,-4.17,158326,170000,1399-9-19
67,سامان,بانك سامان,8572,106062071,1349456826739,12579,12956,12500,-79,-0.63,12723,144,1.14,12202,12956,1399-9-19
68,چكاپا,گروه صنايع كاغذ پارس,8493,57355379,386600266090,6880,6870,6790,-90,-1.31,6740,-140,-2.03,6620,6990,1399-9-19
69,هاي وب,داده گسترعصرنوين-هاي وب,8429,43661045,1345477644620,29690,29600,31170,1480,4.98,30820,1130,3.81,29510,31170,1399-9-19
70,زكوثر,سرمايه گذاري كشاورزي كوثر,8329,15166067,405341739770,26500,27220,26790,290,1.09,26730,230,0.87,26080,27400,1399-9-19
71,تپمپي,پمپ‌ سازي‌ ايران‌,8319,12316794,460167679430,36810,38100,37100,290,0.79,37360,550,1.49,35200,38650,1399-9-19
72,خمحركه,نيرو محركه‌,8211,45253388,356104805200,7710,7790,7980,270,3.5,7870,160,2.08,7610,7990,1399-9-19
73,جهرم,پتروشيمي جهرم,8003,119679527,371345995213,3074,2982,3166,92,2.99,3103,29,0.94,2982,3166,1399-9-19
74,وشهر,بانك شهر,7997,82696575,628460999300,7869,7555,7650,-219,-2.78,7600,-269,-3.42,7555,7810,1399-9-19
75,ونيرو,سرمايه‌گذاري‌نيرو,7789,85494140,421912567420,4910,4890,5050,140,2.85,4930,20,0.41,4750,5090,1399-9-19
76,لكما,كارخانجات‌مخابراتي‌ايران‌,7712,51373904,480048833690,9094,9250,9366,272,2.99,9344,250,2.75,8850,9366,1399-9-19
77,غشهداب,كشت و صنعت شهداب ناب خراسان,7703,99776755,538240053357,5172,5400,5430,258,4.99,5394,222,4.29,5220,5430,1399-9-19
78,ورنا,سرمايه‌گذاري‌ رنا(هلدينگ‌,7625,61426801,618960071510,10440,10300,9990,-450,-4.31,10080,-360,-3.45,9920,10700,1399-9-19
79,سبزوا,سيمان لار سبزوار,7600,47821052,288228926573,5868,5900,6096,228,3.89,6027,159,2.71,5800,6120,1399-9-19
80,بكهنوج,توليد برق ماهتاب كهنوج,7509,104501982,333230278068,3203,3290,3223,20,0.62,3189,-14,-0.44,3100,3290,1399-9-19
81,خصدرا,صنعتي‌ دريايي‌ ايران‌,7437,83784574,462981025618,5384,5321,5545,161,2.99,5526,142,2.64,5321,5545,1399-9-19
82,فرابورس,فرابورس ايران,7271,14181262,877546899893,59095,58500,62049,2954,5.0,61881,2786,4.71,58500,62049,1399-9-19
