,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,شستا,سرمايه گذاري تامين اجتماعي,284829,771462399,24752520735720,30990,32530,30500,-490,-1.58,32090,1100,3.55,30000,32530,1399-9-1
1,خودرو,ايران‌ خودرو,133416,3160937292,12548792745220,3990,4090,3800,-190,-4.76,3970,-20,-0.5,3800,4160,1399-9-1
2,خساپا,سايپا,85312,3768781004,10150645534090,2610,2740,2600,-10,-0.38,2690,80,3.07,2520,2740,1399-9-1
3,وسپهر,سرمايه گذاري مالي سپهرصادرات,75568,223549048,2686901097833,12437,12600,11816,-621,-4.99,12019,-418,-3.36,11816,12600,1399-9-1
4,دارا يكم,صندوق واسطه گري مالي يكم-سهام,74706,39121992,7434135206140,192970,193180,185600,-7370,-3.82,190020,-2950,-1.53,185000,194200,1399-9-1
5,فولاد,فولاد مباركه اصفهان,69792,362214809,5059526672080,14210,14700,13500,-710,-5.0,13970,-240,-1.69,13500,14700,1399-9-1
6,وتجارت,بانك تجارت,55056,2262114522,7337641563830,3000,3370,3250,250,8.33,3240,240,8.0,3210,3380,1399-9-1
7,فملي,ملي‌ صنايع‌ مس‌ ايران‌,48016,273211858,7192649309930,25170,26420,26000,830,3.3,26330,1160,4.61,25510,26420,1399-9-1
8,پيزد,مجتمع صنايع لاستيك يزد,42894,4683027,439720538199,97441,98000,92569,-4872,-5.0,93897,-3544,-3.64,92569,98000,1399-9-1
9,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,41751,690880783,2636787260250,3810,3970,3620,-190,-4.99,3820,10,0.26,3620,4000,1399-9-1
10,وبصادر,بانك صادرات ايران,40561,989013173,3294982989600,3230,3390,3250,20,0.62,3330,100,3.1,3110,3390,1399-9-1
11,سيتا,سرمايه گذاري سيمان تامين,39385,73381038,1313990531820,18290,19000,17380,-910,-4.98,17910,-380,-2.08,17380,19000,1399-9-1
12,بپيوند,برق و انرژي پيوندگستر پارس,39236,35801452,849339670211,24925,24870,22860,-2065,-8.28,23724,-1201,-4.82,22500,25099,1399-9-1
13,ثاميد,توسعه و عمران اميد,38191,351382228,858993105890,2540,2570,2420,-120,-4.72,2440,-100,-3.94,2420,2570,1399-9-1
14,شبندر,پالايش نفت بندرعباس,35754,164576994,4691896368150,27420,28790,27870,450,1.64,28510,1090,3.98,27020,28790,1399-9-1
15,وبملت,بانك ملت,35621,559807616,2944860329770,5290,5520,5090,-200,-3.78,5260,-30,-0.57,5030,5520,1399-9-1
16,شاروم,پتروشيمي اروميه,33454,14136644,268950578646,19876,19999,18883,-993,-5.0,19025,-851,-4.28,18883,19999,1399-9-1
17,ذوب,سهامي ذوب آهن  اصفهان,31631,476903139,2373409500680,4959,5206,4724,-235,-4.74,4977,18,0.36,4712,5206,1399-9-1
18,دي,بانك دي,31212,104098093,4886111918657,41944,48380,45961,4017,9.58,46938,4994,11.91,45961,50799,1399-9-1
19,زملارد,كشاورزي و دامپروري ملارد شير,28907,3030463,111628472712,37038,38750,35313,-1725,-4.66,36835,-203,-0.55,35187,38750,1399-9-1
20,امين,تامين سرمايه امين,28342,43578305,487443512470,11560,11690,10990,-570,-4.93,11190,-370,-3.2,10990,11690,1399-9-1
21,حكشتي,كشتيراني جمهوري اسلامي ايران,28158,62849457,1721810294580,27800,28970,26410,-1390,-5.0,27400,-400,-1.44,26410,28970,1399-9-1
22,پترول,گروه پتروشيمي س. ايرانيان,26732,131973043,1790579784530,13780,14150,13100,-680,-4.93,13570,-210,-1.52,13100,14170,1399-9-1
23,ثبهساز,بهساز كاشانه تهران,25503,185469377,539808723300,3010,3080,2860,-150,-4.98,2910,-100,-3.32,2860,3080,1399-9-1
24,وپويا,سرمايه گذاري پويا,25223,47484168,453469831293,9870,10040,9377,-493,-4.99,9550,-320,-3.24,9377,10050,1399-9-1
25,بگيلان,توسعه مسير برق گيلان,24554,9855032,254167062714,26583,26900,25550,-1033,-3.89,25791,-792,-2.98,25254,26900,1399-9-1
