,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,پالايش,صندوق پالايشي يکم-سهام,106262,110479812,10003518688660,96370,90000,86740,-9630,-9.99,90550,-5820,-6.04,86740,96000,1399-11-13
1,دارا يكم,صندوق واسطه گري مالي يكم-سهام,67847,53467258,8424487464880,164000,156600,150640,-13360,-8.15,157560,-6440,-3.93,148500,168000,1399-11-13
2,شستا,سرمايه گذاري تامين اجتماعي,56615,210377524,5004154022590,23790,23460,23200,-590,-2.48,23790,0,0.0,22800,24890,1399-11-13
3,وتجارت,بانك تجارت,44242,1365919154,4176781555870,3000,2990,2990,-10,-0.33,3060,60,2.0,2920,3150,1399-11-13
4,شپنا,پالايش نفت اصفهان,43055,407983897,4996012921310,12520,12170,11910,-610,-4.87,12250,-270,-2.16,11900,12980,1399-11-13
5,وكبهمن,مديريت سرمايه گذاري كوثربهمن,41883,18796144,279006615797,15513,14900,14740,-773,-4.98,14844,-669,-4.31,14738,15400,1399-11-13
6,سپيدار,سپيدار سيستم آسيا,37921,240588,13316305212,52714,55349,55349,2635,5.0,53367,653,1.24,55349,55349,1399-11-13
7,خساپا,سايپا,25342,969519406,2176283594230,2300,2260,2190,-110,-4.78,2240,-60,-2.61,2190,2360,1399-11-13
8,چخزر,صنايع چوب خزر كاسپين,20488,431564,28033534312,61865,64958,64958,3093,5.0,63440,1575,2.55,64958,64958,1399-11-13
9,غزر,صنعتي زر ماكارون,19948,11825529,339244242810,27570,26700,28940,1370,4.97,28690,1120,4.06,26600,28940,1399-11-13
10,خودرو,ايران‌ خودرو,19486,588463504,1579562926360,2770,2680,2640,-130,-4.69,2680,-90,-3.25,2640,2810,1399-11-13
11,بوعلي,پتروشيمي بوعلي سينا,19479,6464539,293157699720,46170,45990,44240,-1930,-4.18,45350,-820,-1.78,43900,47250,1399-11-13
12,شتران,پالايش نفت تهران,16041,139904254,1339476935260,9890,9520,9400,-490,-4.95,9570,-320,-3.24,9400,10090,1399-11-13
13,زملارد,كشاورزي و دامپروري ملارد شير,15820,4131383,154359161460,35940,37000,37737,1797,5.0,37363,1423,3.96,35940,37737,1399-11-13
14,وسپهر,سرمايه گذاري مالي سپهرصادرات,15597,37826053,386442080486,10715,10251,10180,-535,-4.99,10216,-499,-4.66,10180,10449,1399-11-13
15,غنوش,نوش‌ مازندران‌,13379,28178887,1502171394180,52660,50030,54000,1340,2.54,53310,650,1.23,50030,55290,1399-11-13
16,فولاد,فولاد مباركه اصفهان,13359,94614721,1111377127550,12090,12000,11490,-600,-4.96,11750,-340,-2.81,11490,12150,1399-11-13
17,سيتا,سرمايه گذاري سيمان تامين,13042,33300130,499417813280,15130,15020,15010,-120,-0.79,15000,-130,-0.86,14580,15240,1399-11-13
18,فملي,ملي‌ صنايع‌ مس‌ ايران‌,13023,105372151,1135434929020,11220,10940,10660,-560,-4.99,10780,-440,-3.92,10660,11380,1399-11-13
19,وبصادر,بانك صادرات ايران,12707,375648465,1028353893290,2800,2720,2660,-140,-5.0,2740,-60,-2.14,2660,2880,1399-11-13
20,ثاميد,توسعه و عمران اميد,12657,92773827,167874291300,1850,1810,1790,-60,-3.24,1810,-40,-2.16,1780,1880,1399-11-13
21,آبادا,توليد نيروي برق آبادان,12622,6815548,110203793660,16480,16010,16130,-350,-2.12,16170,-310,-1.88,15820,16760,1399-11-13
22,بپيوند,برق و انرژي پيوندگستر پارس,10881,15811951,250430015045,16584,16000,15755,-829,-5.0,15838,-746,-4.5,15755,16440,1399-11-13
23,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,10098,212664774,618107042490,3020,2900,2870,-150,-4.97,2910,-110,-3.64,2870,3010,1399-11-13
24,امين,تامين سرمايه امين,10045,11571300,120365653680,10410,10420,10410,0,0.0,10400,-10,-0.1,10400,10450,1399-11-13
25,آوا,صندوق س.سهام آواي معيار-س,9562,92489874,768982852068,8458,8100,8100,-358,-4.23,8314,-144,-1.7,7940,8700,1399-11-13
26,بگيلان,توسعه مسير برق گيلان,9064,2618858,56591136737,22501,21610,21505,-996,-4.43,21609,-892,-3.96,21380,22100,1399-11-13
27,آريا,پليمر آريا ساسول,8919,2964314,234590445996,80942,79000,77920,-3022,-3.73,79138,-1804,-2.23,77770,81500,1399-11-13
28,ماديرا,صنايع ماشين هاي اداري ايران,8552,52058387,571846734159,10795,10836,10640,-155,-1.44,10985,190,1.76,10550,11328,1399-11-13
29,بركت,گروه دارويي بركت,8390,29648144,606821827820,19640,20000,20620,980,4.99,20470,830,4.23,19640,20620,1399-11-13
30,رافزا,رايان هم افزا,8341,48683,2083242936,40755,42792,42792,2037,5.0,40835,80,0.2,42792,42792,1399-11-13
31,شبندر,پالايش نفت بندرعباس,8285,51263138,1143017111610,23190,22160,22040,-1150,-4.96,22300,-890,-3.84,22040,23210,1399-11-13
32,حكشتي,كشتيراني جمهوري اسلامي ايران,8239,57398801,1217750359380,20310,20490,21320,1010,4.97,21220,910,4.48,19620,21320,1399-11-13
33,خفنر,فنرسازي‌خاور,8138,39921434,1006263842590,24930,26170,24000,-930,-3.73,25210,280,1.12,23690,26170,1399-11-13
34,پترول,گروه پتروشيمي س. ايرانيان,8117,59990221,608960877850,10570,10130,10050,-520,-4.92,10150,-420,-3.97,10050,10660,1399-11-13
35,ديران,ايران‌دارو,8107,18831010,560862441690,30150,28650,30700,550,1.82,29780,-370,-1.23,28650,31250,1399-11-13
36,صبا,سرمايه گذاري صبا تامين,7828,71509142,583465267749,7801,8070,8191,390,5.0,8159,358,4.59,7801,8191,1399-11-13
37,وخارزم,سرمايه گذاري خوارزمي,7828,54964406,489919487190,9040,8700,8820,-220,-2.43,8910,-130,-1.44,8650,9250,1399-11-13
38,شگويا,پتروشيمي تندگويان,7790,51776670,453184786605,9095,8900,8643,-452,-4.97,8753,-342,-3.76,8641,9190,1399-11-13
39,زگلدشت,كشت و دام گلدشت نمونه اصفهان,7713,14605574,788160329736,54393,51674,55520,1127,2.07,53963,-430,-0.79,51674,57000,1399-11-13
40,غدام,خوراك‌  دام‌ پارس‌,7701,2615172,973636739000,375740,356960,394520,18780,5.0,372300,-3440,-0.92,356960,394520,1399-11-13
41,سدور,سيمان‌ دورود,7602,63507137,1308465418930,21520,21170,20450,-1070,-4.97,20600,-920,-4.28,20450,21490,1399-11-13
42,وبملت,بانك ملت,7543,209188762,866426241340,4260,4100,4050,-210,-4.93,4140,-120,-2.82,4050,4320,1399-11-13
43,كمرجان,بازرگاني و توليدي مرجان كار,7528,7328906,920973378693,120140,126147,126147,6007,5.0,125663,5523,4.6,120981,126147,1399-11-13
44,ثشاهد,سرمايه‌ گذاري‌ شاهد,7178,38309846,724092420230,18310,18190,19220,910,4.97,18900,590,3.22,17500,19220,1399-11-13
45,فزرين,زرين معدن آسيا,7070,38806363,832516954854,22245,22200,21133,-1112,-5.0,21453,-792,-3.56,21133,22500,1399-11-13
46,زنگان,صنعت روي زنگان,6970,4126657,512007394809,120899,121800,126943,6044,5.0,124073,3174,2.63,114855,126943,1399-11-13
47,كبافق,معادن‌ بافق‌,6633,8422256,475354053280,56510,59330,54080,-2430,-4.3,56440,-70,-0.12,53690,59330,1399-11-13
48,ثبهساز,بهساز كاشانه تهران,6497,118452952,314245227180,2780,2670,2650,-130,-4.68,2650,-130,-4.68,2650,2750,1399-11-13
49,حفارس,حمل و نقل بين المللي خليج فارس,6482,64843380,390495115370,6110,5970,5810,-300,-4.91,6020,-90,-1.47,5810,6370,1399-11-13
50,وپارس,بانك‌پارسيان‌,6476,198479378,616489182980,3210,3080,3050,-160,-4.98,3110,-100,-3.12,3050,3280,1399-11-13
51,ذوب,سهامي ذوب آهن  اصفهان,6470,75894848,336253608514,4574,4470,4346,-228,-4.98,4431,-143,-3.13,4346,4628,1399-11-13
52,گكوثر,هتل پارسيان كوثر اصفهان,6463,149755641,429593671549,2835,2694,2976,141,4.97,2869,34,1.2,2694,2976,1399-11-13
53,پيزد,مجتمع صنايع لاستيك يزد,6436,1168355,78168642313,69996,68651,66502,-3494,-4.99,66905,-3091,-4.42,66497,68651,1399-11-13
54,وپويا,سرمايه گذاري پويا,6402,11403465,61300823629,5502,5502,5260,-242,-4.4,5376,-126,-2.29,5242,5590,1399-11-13
55,سدبير,س. تدبيرگران فارس وخوزستان,6026,6758632,607114639074,88655,84223,93087,4432,5.0,89828,1173,1.32,84223,93087,1399-11-13
56,سقاين,سيمان‌ قائن‌,6024,9227973,793590154450,82420,86540,86540,4120,5.0,86000,3580,4.34,82540,86540,1399-11-13
57,دتوزيع,توزيع دارو پخش,5998,11656716,548501312336,48400,45980,45980,-2420,-5.0,47055,-1345,-2.78,45980,49970,1399-11-13
58,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,5986,45785033,549212662410,12120,11860,11630,-490,-4.04,12000,-120,-0.99,11580,12400,1399-11-13
59,كاما,باما,5907,24188646,396418524430,17190,16430,16340,-850,-4.94,16390,-800,-4.65,16340,16800,1399-11-13
60,زشگزا,شير و گوشت زاگرس شهركرد,5874,38698876,385584784895,9853,9365,10345,492,4.99,9964,111,1.13,9361,10345,1399-11-13
61,حريل,ريل پردازسير,5800,65992114,328810100975,5310,5100,4940,-370,-6.97,4983,-327,-6.16,4845,5300,1399-11-13
62,زدشت,كشت و صنعت دشت خرم دره,5789,11787867,413400730331,34660,34000,36393,1733,5.0,35070,410,1.18,32927,36393,1399-11-13
63,وتوصا,گروه س توسعه صنعتي ايران,5763,36071636,525975221230,15190,14690,14440,-750,-4.94,14580,-610,-4.02,14440,15100,1399-11-13
64,ثنور,سرمايه گذاري كوه نور,5726,57229998,700861793206,12167,11559,12775,608,5.0,12246,79,0.65,11559,12775,1399-11-13
65,وپست,پست بانك ايران,5638,33783536,638598582640,18220,17600,19130,910,4.99,18900,680,3.73,17320,19130,1399-11-13
66,خنصير,مهندسي‌نصيرماشين‌,5631,6107540,579397952780,90600,93010,95130,4530,5.0,94870,4270,4.71,91650,95130,1399-11-13
67,خفولا,خدمات فني فولاد يزد,5628,7632606,641100345274,86152,89000,81845,-4307,-5.0,83995,-2157,-2.5,81845,89000,1399-11-13
68,تليسه,دامداري تليسه نمونه,5526,68844168,301367794497,4269,4120,4482,213,4.99,4378,109,2.55,4060,4482,1399-11-13
69,ولپارس,ليزينگ پارسيان,5479,19172512,118221741680,6480,6160,6160,-320,-4.94,6170,-310,-4.78,6160,6300,1399-11-13
70,تاپيكو,س. نفت و گاز و پتروشيمي تأمين,5341,37260926,457439023460,12200,12300,11930,-270,-2.21,12280,80,0.66,11750,12780,1399-11-13
71,كترام,توليدي‌ كاشي‌ تكسرام‌,5283,11106693,465566924490,41100,41500,43150,2050,4.99,41920,820,2.0,39150,43150,1399-11-13
72,پاكشو,گروه صنعتي پاكشو,5262,6513900,519958195740,83210,83400,79050,-4160,-5.0,79820,-3390,-4.07,79050,83400,1399-11-13
73,غبهنوش,بهنوش‌ ايران‌,5179,5543816,423498897710,76600,72770,79450,2850,3.72,76390,-210,-0.27,72770,80000,1399-11-13
74,بنو,بيمه تجارت نو,5098,26497056,821883563143,29763,31251,31250,1487,5.0,31018,1255,4.22,29050,31251,1399-11-13
75,كسعدي,كاشي‌ سعدي‌,4977,16417118,330039997240,19390,19500,20350,960,4.95,20100,710,3.66,18530,20350,1399-11-13
76,زبينا,كشاورزي و دامپروري بينالود,4937,9587919,351898165165,35470,34860,37243,1773,5.0,36702,1232,3.47,34000,37243,1399-11-13
