,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,كزغال,زغال سنگ پروده طبس,158335,48490339,1568208523519,32388,31741,31902,-486,-1.5,32341,-47,-0.15,31741,33800,1399-12-16
1,اپال,فرآوري معدني اپال كاني پارس,48962,66583865,1056685937550,16190,15870,15870,-320,-1.98,15870,-320,-1.98,15870,15870,1399-12-16
2,پالايش,صندوق پالايشي يکم-سهام,43226,45450767,3655130063950,82980,82110,81410,-1570,-1.89,80420,-2560,-3.09,79670,82500,1399-12-16
3,شستا,سرمايه گذاري تامين اجتماعي,25146,84608480,1539840868360,18550,18340,18180,-370,-1.99,18200,-350,-1.89,18180,18550,1399-12-16
4,دارا يكم,صندوق واسطه گري مالي يكم-سهام,23448,15594387,2125678254930,141020,139800,136690,-4330,-3.07,136310,-4710,-3.34,135380,139800,1399-12-16
5,آبادا,توليد نيروي برق آبادان,20691,18869237,290650142290,14670,15340,15550,880,6.0,15400,730,4.98,14680,15550,1399-12-16
6,ثاميد,توسعه و عمران اميد,18587,233755616,381215759010,1550,1570,1640,90,5.81,1630,80,5.16,1540,1640,1399-12-16
7,كرمان,س. توسعه و عمران استان كرمان,17558,37306519,2119369207453,55667,59007,55000,-667,-1.2,56810,1143,2.05,54554,59007,1399-12-16
8,وكبهمن,مديريت سرمايه گذاري كوثربهمن,14845,9786724,119383739837,12363,12116,12116,-247,-2.0,12199,-164,-1.33,12116,12606,1399-12-16
9,بگيلان,توسعه مسير برق گيلان,14773,11568702,249030813268,20630,20999,21867,1237,6.0,21526,896,4.34,20400,21867,1399-12-16
10,بوعلي,پتروشيمي بوعلي سينا,14046,3477248,146121534460,42170,41630,42310,140,0.33,42020,-150,-0.36,41630,42770,1399-12-16
11,بپيوند,برق و انرژي پيوندگستر پارس,13442,17555332,264771147523,14334,14900,15194,860,6.0,15082,748,5.22,14670,15194,1399-12-16
12,شپنا,پالايش نفت اصفهان,12828,126674764,1423373165320,11450,11230,11280,-170,-1.48,11240,-210,-1.83,11230,11420,1399-12-16
13,وسپهر,سرمايه گذاري مالي سپهرصادرات,12005,32344490,326683483597,10100,10100,10100,0,0.0,10100,0,0.0,10100,10101,1399-12-16
14,وخارزم,سرمايه گذاري خوارزمي,10258,65439362,545242757960,8050,8200,8480,430,5.34,8330,280,3.48,8100,8500,1399-12-16
15,بركت,گروه دارويي بركت,9243,29221623,870544238740,28270,29000,29960,1690,5.98,29790,1520,5.38,28920,29960,1399-12-16
16,پترول,گروه پتروشيمي س. ايرانيان,9159,38278098,349128940970,8950,8940,9180,230,2.57,9120,170,1.9,8920,9290,1399-12-16
17,فولاد,فولاد مباركه اصفهان,8896,61958127,716732332870,11740,11750,11550,-190,-1.62,11570,-170,-1.45,11510,11800,1399-12-16
18,سيتا,سرمايه گذاري سيمان تامين,8015,11531586,173014677090,15010,15010,15000,-10,-0.07,15000,-10,-0.07,15000,15020,1399-12-16
19,كمند,صندوق س. با درآمد ثابت كمند,7560,304074075,3042893961183,10154,10009,10006,-148,-1.46,10007,-147,-1.45,10005,10009,1399-12-16
20,پيزد,مجتمع صنايع لاستيك يزد,7410,684013,46716367466,68164,68350,67310,-854,-1.25,68288,124,0.18,67050,70200,1399-12-16
21,امين,تامين سرمايه امين,7152,4283019,44551281760,10400,10400,10400,0,0.0,10400,0,0.0,10400,10420,1399-12-16
22,بجهرم,توسعه مولد نيروگاهي جهرم,7069,85317728,254466640643,2900,2993,2990,90,3.1,2983,83,2.86,2872,3040,1399-12-16
23,شبندر,پالايش نفت بندرعباس,6508,37187106,901539032110,24580,24200,24450,-130,-0.53,24240,-340,-1.38,24090,24980,1399-12-16
24,آريا,پليمر آريا ساسول,5922,2874095,218026085859,77382,75836,75835,-1547,-2.0,75859,-1523,-1.97,75835,77000,1399-12-16
25,شلعاب,لعابيران‌,5353,12459257,291122536870,23310,23000,22850,-460,-1.97,23370,60,0.26,22850,24500,1399-12-16
26,شگويا,پتروشيمي تندگويان,5246,21937539,173650059586,8063,7930,7910,-153,-1.9,7916,-147,-1.82,7902,8034,1399-12-16
27,ونيرو,سرمايه‌گذاري‌نيرو,5171,97426691,267410718690,2640,2710,2790,150,5.68,2740,100,3.79,2600,2790,1399-12-16
28,تملت,تامين سرمايه بانك ملت,4920,16084356,90195485220,5590,5590,5550,-40,-0.72,5610,20,0.36,5520,5780,1399-12-16
29,غالبر,لبنيات‌ كالبر,4590,12043232,225076858780,18580,18210,18440,-140,-0.75,18690,110,0.59,18210,19490,1399-12-16
30,وپست,پست بانك ايران,4286,17661491,305098545960,16920,17540,17310,390,2.3,17270,350,2.07,16750,17760,1399-12-16
31,وبملت,بانك ملت,4263,150134618,528709422470,3590,3540,3520,-70,-1.95,3520,-70,-1.95,3520,3570,1399-12-16
32,وتجارت,بانك تجارت,4093,178302291,440799916320,2520,2480,2470,-50,-1.98,2470,-50,-1.98,2470,2500,1399-12-16
33,بكهنوج,توليد برق ماهتاب كهنوج,3882,69841903,129943235547,1879,1851,1842,-37,-1.97,1861,-18,-0.96,1842,1930,1399-12-16
34,رافزا,رايان هم افزا,3793,3699038,277427850000,43143,75000,75000,31857,73.84,75000,31857,73.84,75000,75000,1399-12-16
35,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,3697,25710454,272705507080,10800,10620,10660,-140,-1.3,10610,-190,-1.76,10590,10890,1399-12-16
36,تبرك,گروه كارخانجات صنعتي تبرك,3684,8862218,153915807368,16748,17490,17050,302,1.8,17368,620,3.7,16748,17750,1399-12-16
37,شبريز,پالايش نفت تبريز,3517,13102927,365810109500,27860,27810,28770,910,3.27,27920,60,0.22,27310,28790,1399-12-16
38,امين يكم,صندوق درآمد ثابت امين يكم فردا,3498,104088232,1057053174341,10138,10148,10150,12,0.12,10155,17,0.17,10146,10160,1399-12-16
39,فملي,ملي‌ صنايع‌ مس‌ ايران‌,3097,21866933,264171947530,12320,12080,12080,-240,-1.95,12080,-240,-1.95,12080,12200,1399-12-16
40,غگيلا,شيرپاستوريزه پگاه گيلان,3017,43494,1042333710,22609,23965,23965,1356,6.0,22636,27,0.12,23965,23965,1399-12-16
41,غسالم,سالمين‌,2877,23641831,96559087820,4130,4070,4100,-30,-0.73,4080,-50,-1.21,4050,4230,1399-12-16
42,پرديس,سرمايه گذاري پرديس,2738,26486031,176534065300,6330,6300,6700,370,5.85,6670,340,5.37,6300,6700,1399-12-16
