,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,پالايش,صندوق پالايشي يکم-سهام,87889,111824321,9265213838010,90550,85500,81500,-9050,-9.99,82860,-7690,-8.49,81500,86990,1399-11-14
1,دارا يكم,صندوق واسطه گري مالي يكم-سهام,64404,54535951,7917812177210,157560,150900,141820,-15740,-9.99,145190,-12370,-7.85,141810,152970,1399-11-14
2,سپيدار,سپيدار سيستم آسيا,46573,297126,16649455410,53367,56035,56035,2668,5.0,54183,816,1.53,56035,56035,1399-11-14
3,وكبهمن,مديريت سرمايه گذاري كوثربهمن,41551,18714121,274234790769,14844,14710,14550,-294,-1.98,14654,-190,-1.28,14102,15280,1399-11-14
4,شستا,سرمايه گذاري تامين اجتماعي,35788,175805472,3997464036540,23790,23200,22610,-1180,-4.96,22740,-1050,-4.41,22610,23500,1399-11-14
5,خساپا,سايپا,35133,1586841241,3537855016280,2240,2170,2270,30,1.34,2230,-10,-0.45,2130,2340,1399-11-14
6,خودرو,ايران‌ خودرو,32794,1168691734,3094859838250,2680,2580,2650,-30,-1.12,2650,-30,-1.12,2550,2780,1399-11-14
7,شپنا,پالايش نفت اصفهان,30543,365391381,4272248156830,12250,11930,11640,-610,-4.98,11690,-560,-4.57,11640,12180,1399-11-14
8,وتجارت,بانك تجارت,26571,1022872920,3000906041930,3060,2980,2910,-150,-4.9,2930,-130,-4.25,2910,3070,1399-11-14
9,ولپارس,ليزينگ پارسيان,24495,43861089,266210409920,6170,5870,5990,-180,-2.92,6070,-100,-1.62,5870,6420,1399-11-14
10,وسپهر,سرمايه گذاري مالي سپهرصادرات,23118,87708901,902706528803,10216,10600,10143,-73,-0.71,10292,76,0.74,10011,10600,1399-11-14
11,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,21964,891048171,2648075625660,2910,2850,3050,140,4.81,2970,60,2.06,2770,3050,1399-11-14
12,حكشتي,كشتيراني جمهوري اسلامي ايران,21856,112253028,2465290518880,21220,22280,22280,1060,5.0,21960,740,3.49,20700,22280,1399-11-14
13,ثبهساز,بهساز كاشانه تهران,20650,185724842,476842306870,2650,2550,2560,-90,-3.4,2570,-80,-3.02,2520,2660,1399-11-14
14,چخزر,صنايع چوب خزر كاسپين,19685,221085,14726914020,63440,66612,66612,3172,5.0,64267,827,1.3,66612,66612,1399-11-14
15,بوعلي,پتروشيمي بوعلي سينا,19598,5429996,238256354610,45350,44000,43920,-1430,-3.15,43880,-1470,-3.24,43100,45500,1399-11-14
16,غزر,صنعتي زر ماكارون,18506,10483491,312654982810,28690,29000,30120,1430,4.98,29820,1130,3.94,28690,30120,1399-11-14
17,زملارد,كشاورزي و دامپروري ملارد شير,16541,6445206,251522472786,37363,38900,39231,1868,5.0,39025,1662,4.45,38000,39231,1399-11-14
18,فملي,ملي‌ صنايع‌ مس‌ ايران‌,15407,103850897,1069462336300,10780,10300,10370,-410,-3.8,10300,-480,-4.45,10250,10590,1399-11-14
19,شاروم,پتروشيمي اروميه,15245,13186274,256267407458,20371,19359,19353,-1018,-5.0,19434,-937,-4.6,19353,19964,1399-11-14
20,بپيوند,برق و انرژي پيوندگستر پارس,13615,13756529,219207317650,15838,15841,16160,322,2.03,15935,97,0.61,15205,16400,1399-11-14
21,شتران,پالايش نفت تهران,13313,170524881,1554705815700,9570,9100,9100,-470,-4.91,9120,-450,-4.7,9100,9350,1399-11-14
22,فولاد,فولاد مباركه اصفهان,12971,97460009,1094916595940,11750,11300,11170,-580,-4.94,11230,-520,-4.43,11170,11600,1399-11-14
23,سيتا,سرمايه گذاري سيمان تامين,12846,25005668,376027899400,15000,15010,15010,10,0.07,15040,40,0.27,15000,15230,1399-11-14
24,آبادا,توليد نيروي برق آبادان,12173,6326274,99561388160,16170,16100,15820,-350,-2.16,15740,-430,-2.66,15370,16110,1399-11-14
25,ذوب,سهامي ذوب آهن  اصفهان,12034,180148924,761043556237,4431,4230,4210,-221,-4.99,4225,-206,-4.65,4210,4340,1399-11-14
26,بگيلان,توسعه مسير برق گيلان,11305,3693253,81819661968,21609,21400,22130,521,2.41,22154,545,2.52,21400,22680,1399-11-14
27,سبهان,سيمان‌ بهبهان‌,11245,7847881,1122081514000,142670,149800,135540,-7130,-5.0,142980,310,0.22,135540,149800,1399-11-14
28,كوير,توليدي فولاد سپيد فراب كوير,10976,72663647,1796683209890,24700,24500,25930,1230,4.98,24730,30,0.12,23470,25930,1399-11-14
29,پترول,گروه پتروشيمي س. ايرانيان,9808,61789934,600187645350,10150,9760,9650,-500,-4.93,9710,-440,-4.33,9650,10040,1399-11-14
30,قشكر,شكرشاهرود,9721,209358353,894727343850,4200,4410,4110,-90,-2.14,4270,70,1.67,3990,4410,1399-11-14
31,امين,تامين سرمايه امين,9672,11832690,123100605480,10400,10400,10410,10,0.1,10400,0,0.0,10400,10450,1399-11-14
32,وبصادر,بانك صادرات ايران,9603,367478942,963013644790,2740,2650,2610,-130,-4.74,2620,-120,-4.38,2610,2700,1399-11-14
33,خزاميا,زامياد,9463,120615543,952979886700,7780,7430,8160,380,4.88,7900,120,1.54,7400,8160,1399-11-14
34,صبا,سرمايه گذاري صبا تامين,9418,62143915,493755578502,8159,8300,7880,-279,-3.42,7945,-214,-2.62,7752,8490,1399-11-14
35,اپرداز,آتيه داده پرداز,9359,10546274,234622173362,21941,21989,22940,999,4.55,22247,306,1.39,20844,23038,1399-11-14
36,رافزا,رايان هم افزا,9084,53035,2273928660,40835,42876,42876,2041,5.0,40923,88,0.22,42876,42876,1399-11-14
37,آريا,پليمر آريا ساسول,9045,2944783,227618381577,79138,76590,77780,-1358,-1.72,77295,-1843,-2.33,76190,79890,1399-11-14
38,ثشاهد,سرمايه‌ گذاري‌ شاهد,8459,35182629,684585243160,18900,19300,19840,940,4.97,19460,560,2.96,18200,19840,1399-11-14
39,خپارس,پارس‌ خودرو,8205,137933773,798265005990,5650,5400,5930,280,4.96,5790,140,2.48,5370,5930,1399-11-14
40,آوا,صندوق س.سهام آواي معيار-س,8089,75943687,612424968215,8314,8098,8009,-305,-3.67,8064,-250,-3.01,7700,8350,1399-11-14
41,شبندر,پالايش نفت بندرعباس,8086,46768232,992420527140,22300,21300,21190,-1110,-4.98,21220,-1080,-4.84,21190,21800,1399-11-14
42,ثاميد,توسعه و عمران اميد,8037,62276504,111631468710,1810,1790,1790,-20,-1.1,1790,-20,-1.1,1760,1820,1399-11-14
43,تاصيكو,سرمايه گذاري صدرتامين,7854,203208010,2299708172440,10790,11320,11320,530,4.91,11320,530,4.91,11070,11320,1399-11-14
44,وپويا,سرمايه گذاري پويا,7850,15005302,82906768882,5376,5400,5644,268,4.99,5525,149,2.77,5260,5644,1399-11-14
45,وبملت,بانك ملت,7810,184067236,728838198490,4140,3970,3950,-190,-4.59,3960,-180,-4.35,3940,4080,1399-11-14
