,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,خودرو,ايران‌ خودرو,56753,1476000023,5053730889360,3290,3470,3380,90,2.74,3420,130,3.95,3330,3580,1399-8-12
1,وسپهر,سرمايه گذاري مالي سپهرصادرات,46450,98911519,1140791828034,11863,11510,11699,-164,-1.38,11533,-330,-2.78,11301,12000,1399-8-12
2,دارا يكم,صندوق واسطه گري مالي يكم-سهام,45817,24557702,4640243024960,191180,186000,187720,-3460,-1.81,188950,-2230,-1.17,183190,193390,1399-8-12
3,بپيوند,برق و انرژي پيوندگستر پارس,41153,44124432,1085601560249,23807,23250,24501,694,2.92,24603,796,3.34,23150,25500,1399-8-12
4,خساپا,سايپا,30425,926300482,2241292097410,2410,2350,2420,10,0.41,2420,10,0.41,2330,2510,1399-8-12
5,سيتا,سرمايه گذاري سيمان تامين,25158,24968452,426219483660,16930,16510,17330,400,2.36,17070,140,0.83,16480,17500,1399-8-12
6,فولاد,فولاد مباركه اصفهان,24997,96584869,1191311312440,12510,12100,12310,-200,-1.6,12330,-180,-1.44,11910,12680,1399-8-12
7,غزر,صنعتي زر ماكارون,23866,4565551,227534579280,50050,49900,50710,660,1.32,49840,-210,-0.42,47550,52490,1399-8-12
8,فملي,ملي‌ صنايع‌ مس‌ ايران‌,22337,51699600,1078508781780,20910,20010,20880,-30,-0.14,20860,-50,-0.24,20010,21490,1399-8-12
9,وبملت,بانك ملت,22009,286148702,1358533443460,4730,4580,4790,60,1.27,4750,20,0.42,4560,4870,1399-8-12
10,امين,تامين سرمايه امين,20355,16612031,188799779050,11400,11030,11420,20,0.18,11370,-30,-0.26,10950,11690,1399-8-12
11,ثبهساز,بهساز كاشانه تهران,19803,112269141,312557492040,2910,2780,2810,-100,-3.44,2780,-130,-4.47,2770,2900,1399-8-12
12,بگيلان,توسعه مسير برق گيلان,19135,7276291,191764052056,27119,26500,26051,-1068,-3.94,26355,-764,-2.82,25893,27399,1399-8-12
13,زملارد,كشاورزي و دامپروري ملارد شير,16507,3262300,143456913762,45889,43595,43595,-2294,-5.0,43974,-1915,-4.17,43595,45695,1399-8-12
14,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,16108,296011544,1141323487670,4020,3850,3820,-200,-4.98,3860,-160,-3.98,3820,4010,1399-8-12
15,وبصادر,بانك صادرات ايران,15995,369822267,1167781663180,3260,3140,3120,-140,-4.29,3160,-100,-3.07,3100,3280,1399-8-12
16,پترول,گروه پتروشيمي س. ايرانيان,15524,79308566,923070772790,12150,11570,11590,-560,-4.61,11640,-510,-4.2,11550,12140,1399-8-12
17,آبادا,توليد نيروي برق آبادان,15371,5680979,100762723810,18590,17720,17670,-920,-4.95,17740,-850,-4.57,17670,18300,1399-8-12
18,گدنا,تهيه توزيع غذاي دنا آفرين فدك,15189,179262,2874824694,15274,16037,16037,763,5.0,15316,42,0.27,16037,16037,1399-8-12
19,آريا,پليمر آريا ساسول,12526,2000035,315512567046,157296,151720,158700,1404,0.89,157754,458,0.29,151720,160000,1399-8-12
20,ولپارس,ليزينگ پارسيان,11667,1364902,6483284500,4530,4750,4750,220,4.86,4550,20,0.44,4750,4750,1399-8-12
21,رافزا,رايان هم افزا,11145,64995,2243497410,32875,34518,34518,1643,5.0,32945,70,0.21,34518,34518,1399-8-12
22,شگويا,پتروشيمي تندگويان,10980,68385435,703813139975,10819,10279,10350,-469,-4.33,10292,-527,-4.87,10279,10540,1399-8-12
23,ذوب,سهامي ذوب آهن  اصفهان,10397,130733129,607285688186,4697,4600,4610,-87,-1.85,4645,-52,-1.11,4540,4790,1399-8-12
24,خپارس,پارس‌ خودرو,10297,105439182,635790260600,6250,6100,5940,-310,-4.96,6030,-220,-3.52,5940,6380,1399-8-12
25,گكوثر,هتل پارسيان كوثر اصفهان,9931,7034829,1054280249326,148191,150000,141300,-6891,-4.65,149866,1675,1.13,140010,157900,1399-8-12
26,كحافظ,كاشي‌ وسراميك‌ حافظ‌,9327,36067632,961657053600,25750,27030,27020,1270,4.93,26660,910,3.53,24900,27030,1399-8-12
27,صبا,سرمايه گذاري صبا تامين,9149,32256881,253930458202,8252,7903,7840,-412,-4.99,7872,-380,-4.6,7840,8200,1399-8-12
28,صباح,ح . سرمايه گذاري صبا تامين,7320,33478755,205154232119,6306,6050,6101,-205,-3.25,6128,-178,-2.82,6001,6300,1399-8-12
29,وپارس,بانك‌پارسيان‌,7059,168833548,513208056270,3150,3030,3020,-130,-4.13,3040,-110,-3.49,3000,3220,1399-8-12
30,شپنا,پالايش نفت اصفهان,6931,40593846,531779382600,13780,13100,13100,-680,-4.93,13100,-680,-4.93,13100,13100,1399-8-12
31,ونوين,بانك‌اقتصادنوين‌,6753,156177106,684910975430,4330,4290,4400,70,1.62,4390,60,1.39,4140,4530,1399-8-12
32,چكاپا,گروه صنايع كاغذ پارس,6145,57295092,297659225180,5450,5180,5200,-250,-4.59,5200,-250,-4.59,5180,5380,1399-8-12
33,نوري,پتروشيمي نوري,5960,4354552,757033550600,167080,169490,175430,8350,5.0,173850,6770,4.05,166030,175430,1399-8-12
34,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,5764,33007550,345662218850,10840,10450,10590,-250,-2.31,10470,-370,-3.41,10320,10900,1399-8-12
35,زدشت,كشت و صنعت دشت خرم دره,5475,15436180,635242610191,37852,38600,41637,3785,10.0,41153,3301,8.72,38500,41637,1399-8-12
36,زبينا,كشاورزي و دامپروري بينالود,5422,6888696,347681062147,48009,48200,49800,1791,3.73,50471,2462,5.13,48000,51999,1399-8-12
37,شتران,پالايش نفت تهران,5389,26118129,285747043620,11510,10940,10940,-570,-4.95,10940,-570,-4.95,10940,11000,1399-8-12
38,فارس,صنايع پتروشيمي خليج فارس,5284,38778838,479802913190,13020,12370,12370,-650,-4.99,12370,-650,-4.99,12370,12690,1399-8-12
39,زقيام,كشت و دام قيام اصفهان,5210,9818983,326464062749,31391,31750,32800,1409,4.49,33248,1857,5.92,31740,34420,1399-8-12
40,غگل,گلوكوزان‌,5171,48232723,217539251300,4730,4500,4500,-230,-4.86,4510,-220,-4.65,4500,4740,1399-8-12
41,تسه9907,امتياز تسهيلات مسكن مهر99,4535,111056,88683369260,824621,799700,787000,-37621,-4.56,798546,-26075,-3.16,783400,806997,1399-8-12
42,ثنوسا,نوسازي‌وساختمان‌تهران‌,4389,42056339,357141001430,8610,8180,8840,230,2.67,8490,-120,-1.39,8180,8940,1399-8-12
43,انرژي3,سايراشخاص بورس انرژي,4274,745217,265931021250,373140,360000,354490,-18650,-5.0,356850,-16290,-4.37,354490,373000,1399-8-12
44,كرازي,كارخانجات‌توليدي‌شيشه‌رازي‌,4152,19510752,329916203940,16750,15920,17500,750,4.48,16910,160,0.96,15920,17580,1399-8-12
45,غگيلا,شيرپاستوريزه پگاه گيلان,4043,87404,1501775528,16364,17182,17182,818,5.0,16387,23,0.14,17182,17182,1399-8-12
46,شبندر,پالايش نفت بندرعباس,3981,13268420,346321798170,27470,26100,26100,-1370,-4.99,26100,-1370,-4.99,26100,26300,1399-8-12
47,بركت,گروه دارويي بركت,3607,19063847,239403216950,13210,12550,12550,-660,-5.0,12560,-650,-4.92,12550,12820,1399-8-12
48,كاما,باما,3309,1769471,271841353660,158720,150990,151990,-6730,-4.24,153630,-5090,-3.21,150990,159890,1399-8-12
49,بجهرم,توسعه مولد نيروگاهي جهرم,3252,30560896,111383101745,3714,3571,3660,-54,-1.45,3645,-69,-1.86,3551,3750,1399-8-12
50,شصدفح,ح . صنعتي دوده فام,3190,1707019,30636920348,17716,17660,18000,284,1.6,17948,232,1.31,17520,18200,1399-8-12
51,فخوز,فولاد  خوزستان,3172,7519509,258152819850,34410,33030,34110,-300,-0.87,34330,-80,-0.23,33020,35440,1399-8-12
52,كمند,صندوق س. با درآمد ثابت كمند,3132,148148500,1506398186061,10168,10174,10173,5,0.05,10168,0,0.0,10160,10178,1399-8-12
53,زشگزا,شير و گوشت زاگرس شهركرد,2949,1780257,204271048471,107429,108151,116999,9570,8.91,114742,7313,6.81,107450,118100,1399-8-12
54,وپاسار,بانك  پاسارگاد,2814,52793585,460867966800,8700,8790,8760,60,0.69,8730,30,0.34,8500,8900,1399-8-12
55,فروي,ذوب روي اصفهان,2804,3479840,163948627262,47007,45519,47450,443,0.94,47114,107,0.23,45519,48800,1399-8-12
56,ولساپا,ليزينگ رايان‌ سايپا,2645,32631027,115532908690,3480,3360,3600,120,3.45,3540,60,1.72,3360,3640,1399-8-12
57,كچاد,معدني‌وصنعتي‌چادرملو,2620,12768310,193798233160,15110,15100,15310,200,1.32,15180,70,0.46,14580,15450,1399-8-12
58,زكوثر,سرمايه گذاري كشاورزي كوثر,2560,5442722,94189282170,18100,17220,17260,-840,-4.64,17310,-790,-4.36,17200,17900,1399-8-12
59,هاي وب,داده گسترعصرنوين-هاي وب,2386,7443052,162178769570,22870,21750,21730,-1140,-4.98,21790,-1080,-4.72,21730,22500,1399-8-12
60,غدام,خوراك‌  دام‌ پارس‌,2354,1405622,321653854990,220680,231710,218000,-2680,-1.21,228830,8150,3.69,209650,231710,1399-8-12
61,ماديرا,صنايع ماشين هاي اداري ايران,2341,4834812,129623395196,27929,26562,26550,-1379,-4.94,26810,-1119,-4.01,26533,27695,1399-8-12
62,وشهر,بانك شهر,2334,179987579,1402643203147,7952,7793,7793,-159,-2.0,7793,-159,-2.0,7793,7793,1399-8-12
63,قزوين,كارخانجات‌ قند قزوين‌,2329,9936413,357702452860,35430,35990,37180,1750,4.94,36000,570,1.61,33660,37200,1399-8-12
64,كاوه,فولاد كاوه جنوب كيش,2227,14002587,268425003960,19440,19000,19020,-420,-2.16,19170,-270,-1.39,18510,19730,1399-8-12
65,خاهن,آهنگري‌ تراكتورسازي‌ ايران‌,2164,7607984,234718911640,29480,29760,30950,1470,4.99,30850,1370,4.65,28060,30950,1399-8-12
66,كالا,بورس كالاي ايران,2026,3731785,149110043080,42010,39910,39910,-2100,-5.0,39960,-2050,-4.88,39910,41500,1399-8-12
67,ختوقا,قطعات‌ اتومبيل‌ ايران‌,2023,19268459,67860297720,3670,3490,3490,-180,-4.9,3520,-150,-4.09,3490,3670,1399-8-12
68,بترانس,ايران‌ ترانسفو,1974,6932395,174497487150,26480,25160,25160,-1320,-4.98,25170,-1310,-4.95,25160,25950,1399-8-12
