,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,ثبهساز,بهساز كاشانه تهران,288406,1177355388,4698850520530,3810,4000,4000,190,4.99,3990,180,4.72,3810,4000,1399-6-17
1,بگيلان,توسعه مسير برق گيلان,205785,48047621,1855777754006,36828,38669,38669,1841,5.0,38624,1796,4.88,36950,38669,1399-6-17
2,آريا,پليمر آريا ساسول,79158,11939341,1643331562697,144700,139000,137468,-7232,-5.0,137640,-7060,-4.88,137465,139950,1399-6-17
3,شاروم,پتروشيمي اروميه,56426,1713168,23009559408,12792,13431,13431,639,5.0,13067,275,2.15,13431,13431,1399-6-17
4,غزر,صنعتي زر ماكارون,47310,4917209,343910082450,73620,69940,69940,-3680,-5.0,69940,-3680,-5.0,69940,69960,1399-6-17
5,زملارد,كشاورزي و دامپروري ملارد شير,44267,1991100,63589760700,30417,31937,31937,1520,5.0,31937,1520,5.0,31937,31937,1399-6-17
6,گدنا,تهيه توزيع غذاي دنا آفرين فدك,32870,350608,2257214304,6132,6438,6438,306,4.99,6145,13,0.21,6438,6438,1399-6-17
7,رافزا,رايان هم افزا,29344,237085,6850333990,27519,28894,28894,1375,5.0,27696,177,0.64,28894,28894,1399-6-17
8,ولپارس,ليزينگ پارسيان,23009,1987007,7669847020,3680,3860,3860,180,4.89,3700,20,0.54,3860,3860,1399-6-17
9,وبصادر,بانك صادرات ايران,21154,962105533,3377718055380,3670,3650,3490,-180,-4.9,3510,-160,-4.36,3490,3660,1399-6-17
10,دارا يكم,صندوق واسطه گري مالي يكم-سهام,20543,5733044,1171370246710,224610,209910,202150,-22460,-10.0,204320,-20290,-9.03,202150,209910,1399-6-17
11,فملي,ملي‌ صنايع‌ مس‌ ايران‌,19153,63300531,2111636213930,34880,33590,33140,-1740,-4.99,33360,-1520,-4.36,33140,34290,1399-6-17
12,چكاپا,گروه صنايع كاغذ پارس,18816,171336952,1575162387390,9490,9490,9290,-200,-2.11,9190,-300,-3.16,9020,9850,1399-6-17
13,وتجارت,بانك تجارت,16526,594914212,1907817339450,3360,3260,3200,-160,-4.76,3210,-150,-4.46,3200,3290,1399-6-17
14,بپيوند,برق و انرژي پيوندگستر پارس,16384,2820823,58506689843,19754,20741,20741,987,5.0,20741,987,5.0,20741,20741,1399-6-17
15,امين,تامين سرمايه امين,13810,19043602,306634167980,16940,16100,16100,-840,-4.96,16100,-840,-4.96,16100,17780,1399-6-17
16,شصدفح,ح . صنعتي دوده فام,13711,4922423,100832281560,21561,20513,20483,-1078,-5.0,20484,-1077,-5.0,20483,20800,1399-6-17
17,فولاد,فولاد مباركه اصفهان,12780,64652211,1165487470390,18930,18120,17990,-940,-4.97,18030,-900,-4.75,17990,18400,1399-6-17
18,كمند,صندوق س. با درآمد ثابت كمند,8941,423404099,4265592153720,10050,10070,10090,40,0.4,10070,20,0.2,10060,10110,1399-6-17
19,غگيلا,شيرپاستوريزه پگاه گيلان,8677,143936,2277499328,15070,15823,15823,753,5.0,15103,33,0.22,15823,15823,1399-6-17
20,ارفعح,ح.شركت آهن و فولاد ارفع,6911,17727455,192562216121,11357,11357,10807,-550,-4.84,10862,-495,-4.36,10790,11357,1399-6-17
21,تليسه,دامداري تليسه نمونه,6415,7591648,606625704666,78494,82418,76340,-2154,-2.74,79907,1413,1.8,75000,82418,1399-6-17
22,فارس,صنايع پتروشيمي خليج فارس,6382,39586494,1076335937850,28070,28070,26670,-1400,-4.99,27190,-880,-3.14,26670,28090,1399-6-17
23,شصدف,صنعتي دوده فام,5178,321535,6102412765,18076,18979,18979,903,5.0,18180,104,0.58,18979,18979,1399-6-17
24,كاوه,فولاد كاوه جنوب كيش,4975,79766717,1568825139050,20670,19640,19810,-860,-4.16,19670,-1000,-4.84,19640,20600,1399-6-17
25,دماوند,توليد نيروي برق دماوند,4601,8233038,467111799224,59459,58700,56487,-2972,-5.0,56736,-2723,-4.58,56487,58700,1399-6-17
26,خساپا,سايپا,4550,39383422,116181094900,3100,2950,2950,-150,-4.84,2950,-150,-4.84,2950,2950,1399-6-17
27,نوري,پتروشيمي نوري,4542,5881390,960454344840,167050,167570,163000,-4050,-2.42,163300,-3750,-2.24,158700,173490,1399-6-17
28,غاذر,كشت‌وصنعت‌پياذر,4188,9002125,717518529910,80860,84900,76900,-3960,-4.9,79710,-1150,-1.42,76820,84900,1399-6-17
29,كگل,معدني و صنعتي گل گهر,3970,28162768,563018185450,20860,20000,19820,-1040,-4.99,19990,-870,-4.17,19820,21100,1399-6-17
30,وپاسار,بانك  پاسارگاد,3859,67009599,681937631470,10620,10600,10500,-120,-1.13,10180,-440,-4.14,10090,10600,1399-6-17
31,آگاس,صندوق س.هستي بخش آگاه-س,3603,1668864,474348155483,305188,288050,285000,-20188,-6.61,284234,-20954,-6.87,283000,290999,1399-6-17
32,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,3545,21523871,358017543450,17500,16630,16630,-870,-4.97,16630,-870,-4.97,16630,16790,1399-6-17
33,امين يكم,صندوق درآمد ثابت امين يكم فردا,3289,118245408,1258480281310,10640,10670,10650,10,0.09,10640,0,0.0,10600,10700,1399-6-17
34,كرازي,كارخانجات‌توليدي‌شيشه‌رازي‌,3146,10723353,225259187450,21820,22150,20730,-1090,-5.0,21010,-810,-3.71,20730,22150,1399-6-17
35,وخاور,بانك خاورميانه,3006,20078366,204873157750,10470,10000,10050,-420,-4.01,10200,-270,-2.58,10000,10860,1399-6-17
36,سمگا,گروه سرمايه گذاري ميراث فرهنگي,2998,15699710,268083515204,17873,17553,17200,-673,-3.77,17076,-797,-4.46,16980,17700,1399-6-17
37,خودرو,ايران‌ خودرو,2939,21413868,72378873840,3550,3380,3380,-170,-4.79,3430,-120,-3.38,3380,3380,1399-6-17
38,زاگرس,پتروشيمي زاگرس,2850,3491828,491488464787,144134,138000,141200,-2934,-2.04,140754,-3380,-2.35,136930,147000,1399-6-17
39,بنو,بيمه تجارت نو,2844,19642531,427033153384,20935,21981,21981,1046,5.0,21740,805,3.85,20939,21981,1399-6-17
40,سدبير,س. تدبيرگران فارس وخوزستان,2788,11557277,325627113548,27970,29368,26572,-1398,-5.0,28175,205,0.73,26572,29368,1399-6-17
41,فخوز,فولاد  خوزستان,2772,12408068,577354787040,48940,46600,46500,-2440,-4.99,46530,-2410,-4.92,46500,47070,1399-6-17
42,وبيمه,سرمايه‌ گذاري‌ صنعت‌ بيمه‌,2634,16989608,129672197550,7940,7900,7550,-390,-4.91,7630,-310,-3.9,7550,8090,1399-6-17
43,غشهداب,كشت و صنعت شهداب ناب خراسان,2621,20616565,139040533132,7082,6750,6728,-354,-5.0,6744,-338,-4.77,6728,6750,1399-6-17
44,كدماح,ح . معدني‌ دماوند,2575,3616505,284329590520,86290,84000,77660,-8630,-10.0,78620,-7670,-8.89,77660,84000,1399-6-17
45,تسه9905,امتياز تسهيلات مسكن مرداد99,2446,98769,73084801102,741955,713000,760013,18058,2.43,739957,-1998,-0.27,713000,776790,1399-6-17
46,طلا,صندوق س.پشتوانه طلاي لوتوس,2441,1324350,156930775545,114760,122100,118250,3490,3.04,118496,3736,3.26,0,0,1399-6-17
47,كچاد,معدني‌وصنعتي‌چادرملو,2421,15826624,271189889440,17930,17100,17040,-890,-4.96,17140,-790,-4.41,17040,17930,1399-6-17
48,وهور,مديريت انرژي اميد  تابان هور,2418,12519445,615784416626,51509,51509,49070,-2439,-4.74,49186,-2323,-4.51,48934,51509,1399-6-17
49,اعتماد,صندوق س.اعتماد آفرين پارسيان-د,2370,68572970,2211383338940,32222,32236,32233,11,0.03,32249,27,0.08,32233,32253,1399-6-17
50,ومعادن,توسعه‌معادن‌وفلزات‌,2330,17637987,277856520460,16530,15810,15710,-820,-4.96,15750,-780,-4.72,15710,16500,1399-6-17
51,غدام,خوراك‌  دام‌ پارس‌,2276,1229402,157954211500,128880,132020,133990,5110,3.96,128480,-400,-0.31,122440,135200,1399-6-17
52,دي,بانك دي,2273,3234076,148369704652,48291,45877,45877,-2414,-5.0,45877,-2414,-5.0,45877,45877,1399-6-17
53,ارزش,صندوق س ارزش آفرين بيدار-سهام,2238,9653650,104666031160,11550,11000,10750,-800,-6.93,10840,-710,-6.15,10720,11180,1399-6-17
54,ولصنم,ليزينگ‌صنعت‌ومعدن‌,2206,24975820,327493985680,13790,13110,13110,-680,-4.93,13110,-680,-4.93,13110,13470,1399-6-17
55,ذوب,سهامي ذوب آهن  اصفهان,2076,8214250,52562985750,6735,6399,6399,-336,-4.99,6575,-160,-2.38,6399,6399,1399-6-17
56,قرن,پديده شيمي قرن,2010,1972244,103703220730,54900,52800,52160,-2740,-4.99,52580,-2320,-4.23,52160,55900,1399-6-17
57,سرو,صندوق س سروسودمند مدبران-سهام,1938,2231408,139804304530,68320,66500,62500,-5820,-8.52,62650,-5670,-8.3,61490,66500,1399-6-17
58,پارس,پتروشيمي پارس,1831,2783635,385043157440,138540,138550,140000,1460,1.05,138320,-220,-0.16,133850,143000,1399-6-17
59,بجهرم,توسعه مولد نيروگاهي جهرم,1682,11110454,52663551960,4989,4740,4740,-249,-4.99,4740,-249,-4.99,4740,4740,1399-6-17
60,وبانك,سرمايه گذاري گروه توسعه ملي,1664,15025597,288682379550,20220,19210,19210,-1010,-5.0,19210,-1010,-5.0,19210,19500,1399-6-17
61,شكلر,نيروكلر,1622,10176752,494303675090,51110,48900,48560,-2550,-4.99,48570,-2540,-4.97,48560,49910,1399-6-17
62,سيتا,سرمايه گذاري سيمان تامين,1603,1481931,33625014390,23880,22690,22690,-1190,-4.98,23430,-450,-1.88,22690,22690,1399-6-17
63,عيار,صندوق س. پشتوانه طلاي مفيد,1549,2084800,76400362440,37153,37890,36301,-852,-2.29,36646,-507,-1.36,0,0,1399-6-17
64,وسپه,سرمايه‌گذاري‌ سپه‌,1469,11256459,178890619980,16700,16000,15870,-830,-4.97,15890,-810,-4.85,15870,16100,1399-6-17
65,وسين,بيمه سينا,1463,16532446,369864127678,22054,22715,21393,-661,-3.0,22372,318,1.44,21393,22715,1399-6-17
66,بترانس,ايران‌ ترانسفو,1442,2294299,106186156580,48480,46550,46060,-2420,-4.99,46280,-2200,-4.54,46060,47940,1399-6-17
67,كويرح,ح. توليدي فولاد سپيد فراب كوير,1370,6186562,70692525740,12650,11550,11390,-1260,-9.96,11430,-1220,-9.64,11390,11920,1399-6-17
68,واميد,گروه مديريت سرمايه گذاري اميد,1273,4118490,174234024750,43310,41150,41150,-2160,-4.99,42310,-1000,-2.31,41150,44000,1399-6-17
69,جم,پتروشيمي جم,1214,4701563,180697651120,39880,39200,40700,820,2.06,38430,-1450,-3.64,37890,40700,1399-6-17
70,مفاخر,توسعه فناوري اطلاعات خوارزمي,1207,5148456,230012758718,42598,44727,44727,2129,5.0,44676,2078,4.88,42727,44727,1399-6-17
71,قنيشا,قند  نيشابور,1183,4134145,469556189100,108180,113580,113580,5400,4.99,113580,5400,4.99,113580,113580,1399-6-17
72,شاراك,پتروشيمي شازند,1178,7293925,163808053340,23440,22340,22320,-1120,-4.78,22460,-980,-4.18,22270,24440,1399-6-17
73,خودكفا,اقتصادي و خودكفايي آزادگان,1178,624459,92278727504,150726,153000,146205,-4521,-3.0,147774,-2952,-1.96,146205,153000,1399-6-17
74,بالبر,كابل‌ البرز,1147,3058839,89218243640,29550,29730,28080,-1470,-4.97,29170,-380,-1.29,28080,30900,1399-6-17
75,شغدير,پتروشيمي غدير,1105,4539059,166207283702,38542,36615,36615,-1927,-5.0,36617,-1925,-4.99,36615,37000,1399-6-17
76,تملت,تامين سرمايه بانك ملت,1085,6378095,91334320400,15070,14320,14320,-750,-4.98,14320,-750,-4.98,14320,14320,1399-6-17
77,شيران,س. صنايع‌شيميايي‌ايران,1080,4298598,157629708660,38590,36670,36670,-1920,-4.98,36670,-1920,-4.98,36670,36700,1399-6-17
78,تاصيكوح,ح . سرمايه گذاري صدرتامين,1077,10107630,103234068800,11310,10390,10180,-1130,-9.99,10210,-1100,-9.73,10180,10580,1399-6-17
79,والبر,سرمايه‌ گذاري‌ البرز(هلدينگ‌,1065,9157797,167954514300,19300,18340,18340,-960,-4.97,18340,-960,-4.97,18340,18350,1399-6-17
80,زر,صندوق س.پشتوانه سكه طلاي زر,1047,1114278,69746320821,64027,63500,62000,-2027,-3.17,62593,-1434,-2.24,0,0,1399-6-17
81,وصندوق,سرمايه‌گذاري‌صندوق‌بازنشستگي‌,1042,14547001,260437856100,18830,17890,17890,-940,-4.99,17900,-930,-4.94,17890,18600,1399-6-17
82,شگويا,پتروشيمي تندگويان,1032,3803798,59464774134,16455,15633,15633,-822,-5.0,15997,-458,-2.78,15633,15633,1399-6-17
83,شخارك,پتروشيمي‌ خارك‌,1032,1857275,75794044890,42090,40010,39990,-2100,-4.99,41100,-990,-2.35,39990,44000,1399-6-17
84,پارند,صندوق س. پارند پايدار سپهر,1024,35137524,413351948560,11740,11720,11740,0,0.0,11760,20,0.17,11720,11810,1399-6-17
85,ياقوت,صندوق س ياقوت آگاه-ثابت,1024,45905857,504042611550,10980,10990,10970,-10,-0.09,10980,0,0.0,10960,10990,1399-6-17
86,ثشرقح,ح. سرمايه گذاري مسكن شمال شرق,1002,3369816,16251729990,4930,4520,4950,20,0.41,4820,-110,-2.23,4520,5000,1399-6-17
87,افق ملت,صندوق س در سهام افق ملت,990,479525,70180993270,161320,149900,145610,-15710,-9.74,146360,-14960,-9.27,145500,150000,1399-6-17
88,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,976,3550087,23537076810,6970,6630,6630,-340,-4.88,6890,-80,-1.15,6630,6630,1399-6-17
89,وسكاب,س.ص.بازنشستگي كاركنان بانكها,972,16374442,119445020670,7670,7400,7290,-380,-4.95,7290,-380,-4.95,7290,7450,1399-6-17
90,كرماشا,صنايع پتروشيمي كرمانشاه,965,2380290,91767826140,39730,38990,37750,-1980,-4.98,38550,-1180,-2.97,37750,41610,1399-6-17
91,آتيمس,صندوق س.آرمان آتيه درخشان مس-س,962,348163,84794331032,261736,250000,236000,-25736,-9.83,243548,-18188,-6.95,233500,258990,1399-6-17
92,ثاختح,ح . بين‌المللي‌توسعه‌ساختمان,955,16289408,56733647550,3830,3520,3450,-380,-9.92,3480,-350,-9.14,3450,3640,1399-6-17
93,پارسان,گسترش نفت و گاز پارسيان,949,9025548,236830379520,27620,26240,26240,-1380,-5.0,26240,-1380,-5.0,26240,26240,1399-6-17
94,ميدكو,هلدينگ صنايع  معدني خاورميانه,932,6765403,149232475242,22706,22710,21571,-1135,-5.0,22058,-648,-2.85,21571,22770,1399-6-17
95,ارفع,شركت آهن و فولاد ارفع,932,7919960,123139538080,16366,15548,15548,-818,-5.0,15548,-818,-5.0,15548,15548,1399-6-17
96,ماديرا,صنايع ماشين هاي اداري ايران,914,1452602,67535824786,48940,46493,46493,-2447,-5.0,46493,-2447,-5.0,46493,46493,1399-6-17
97,تسه9904,امتياز تسهيلات مسكن تير99,913,12709,9727928491,747299,761809,770000,22701,3.04,765436,18137,2.43,712222,782000,1399-6-17
98,كحافظ,كاشي‌ وسراميك‌ حافظ‌,912,3721338,56022692290,15270,15850,14510,-760,-4.98,15050,-220,-1.44,14510,15890,1399-6-17
99,كاريس,صندوق س.سپهر كاريزما-س,900,1014034,205410206767,221254,206000,200010,-21244,-9.6,202567,-18687,-8.45,200000,211000,1399-6-17
100,اطلس,صندوق س.توسعه اندوخته آينده-س,890,257280,49589735390,205314,195000,195000,-10314,-5.02,192746,-12568,-6.12,190000,200000,1399-6-17
101,مبين,مبين انرژي خليج فارس,885,8858255,215507436430,25270,25270,24010,-1260,-4.99,24330,-940,-3.72,24010,25300,1399-6-17
102,پاكشو,گروه صنعتي پاكشو,885,1342727,78001187630,58910,58910,58240,-670,-1.14,58220,-690,-1.17,56310,60000,1399-6-17
103,قشرين,قند شيرين خراسان,871,3873512,96359081190,25548,25600,24782,-766,-3.0,24876,-672,-2.63,24782,25600,1399-6-17
104,قجام,فرآوردههاي غذايي وقندتربت‌جام‌,865,4461490,103404394771,23418,24120,22990,-428,-1.83,23177,-241,-1.03,22716,24120,1399-6-17
105,رتاپ,تجارت الكترونيك  پارسيان,850,4331506,52456160890,12740,12110,12110,-630,-4.95,12110,-630,-4.95,12110,12130,1399-6-17
106,ونيكي,سرمايه‌گذاري‌ ملي‌ايران‌,822,2579136,115574234880,47150,44830,44800,-2350,-4.98,44810,-2340,-4.96,44800,45000,1399-6-17
107,فيروزه,صندوق شاخص30 شركت فيروزه- سهام,821,647339,121990329630,202080,192700,185000,-17080,-8.45,188450,-13630,-6.74,182510,195500,1399-6-17
108,ومهان,گروه توسعه مالي مهر آيندگان,814,4451687,78284723874,18509,17584,17584,-925,-5.0,17585,-924,-4.99,17584,17800,1399-6-17
109,خفولا,خدمات فني فولاد يزد,809,1903717,60690851557,30403,31923,31923,1520,5.0,31880,1477,4.86,30505,31923,1399-6-17
110,سلار,شركت سيمان لارستان,795,2002514,65271021451,31925,30986,32882,957,3.0,32595,670,2.1,30986,32882,1399-6-17
111,غسالم,سالمين‌,782,2320537,13737579040,6230,5920,5920,-310,-4.98,6130,-100,-1.61,5920,5920,1399-6-17
112,شتولي,تولي‌پرس‌,781,3228448,59497919244,18678,19425,17931,-747,-4.0,18429,-249,-1.33,17931,19425,1399-6-17
113,سباقر,سيمان باقران,779,3467969,53166277350,15754,15980,15700,-54,-0.34,15331,-423,-2.69,15282,15980,1399-6-17
114,داناح,ح . بيمه دانا,774,32133383,178365567380,6170,6100,5550,-620,-10.05,5550,-620,-10.05,5550,6100,1399-6-17
115,فخاس,فولاد خراسان,753,5159204,189931364570,38700,36800,38700,0,0.0,36810,-1890,-4.88,36770,38700,1399-6-17
116,تاصيكو,سرمايه گذاري صدرتامين,749,11268102,143442938460,13400,12730,12730,-670,-5.0,12730,-670,-5.0,12730,12730,1399-6-17
117,آساميد,صندوق س.مشترك آسمان اميد -د,728,35627107,378580153755,10628,10645,10631,3,0.03,10626,-2,-0.02,10623,10652,1399-6-17
118,وآوا,سرمايه گذاري آوا نوين,725,2335219,34981007306,15740,15001,14953,-787,-5.0,15178,-562,-3.57,14953,15500,1399-6-17
119,تنوين,تامين سرمايه نوين,712,8300836,87796983540,11110,10650,10560,-550,-4.95,10580,-530,-4.77,10560,10850,1399-6-17
120,شكف,كف,703,2407817,88607978719,36134,36856,36856,722,2.0,36800,666,1.84,35412,36856,1399-6-17
121,آوا,صندوق س.سهام آواي معيار-س,691,2141932,19475291960,9854,9470,8920,-934,-9.48,9092,-762,-7.73,8872,9470,1399-6-17
122,كترام,توليدي‌ كاشي‌ تكسرام‌,688,3173554,65787774420,21820,20730,20730,-1090,-5.0,20730,-1090,-5.0,20730,20730,1399-6-17
123,جم پيلن,پلي پروپيلن جم - جم پيلن,688,1542881,120970974300,81800,78210,80900,-900,-1.1,78410,-3390,-4.14,77710,82500,1399-6-17
124,حسينا,توسعه خدمات دريايي وبندري سينا,685,2644425,132700325370,52493,49869,49869,-2624,-5.0,50181,-2312,-4.4,49869,54900,1399-6-17
125,پتاير,ايران‌ تاير,680,953561,98226318610,98110,103010,103010,4900,4.99,103010,4900,4.99,103010,103010,1399-6-17
126,آبادا,توليد نيروي برق آبادان,673,358874,10385813560,30460,28940,28940,-1520,-4.99,30110,-350,-1.15,28940,28940,1399-6-17
127,دتوزيع,توزيع دارو پخش,671,421744,25118704810,61897,58807,58803,-3094,-5.0,60675,-1222,-1.97,58803,62300,1399-6-17
128,ساروم,سيمان‌اروميه‌,670,3333422,86689293920,27360,26000,26000,-1360,-4.97,26010,-1350,-4.93,26000,27000,1399-6-17
129,حكشتي,كشتيراني جمهوري اسلامي ايران,667,339952,17711499200,54840,52100,52100,-2740,-5.0,54370,-470,-0.86,52100,52100,1399-6-17
130,كاردان,صندوق س تجارت شاخصي كاردان,663,269367,50737102740,201610,192380,184780,-16830,-8.35,188360,-13250,-6.57,182010,192400,1399-6-17
131,صايند,صندوق س. گنجينه آينده روشن-د,658,14850890,146174293750,9940,9930,9849,-91,-0.92,9843,-97,-0.98,9750,9975,1399-6-17
132,بورس,بورس اوراق بهادار تهران,652,1121909,96327106740,90370,85860,85860,-4510,-4.99,85860,-4510,-4.99,85860,85860,1399-6-17
133,اتكاي,بيمه اتكايي ايرانيان,643,2646553,40269989819,15456,15460,14684,-772,-4.99,15263,-193,-1.25,14684,15899,1399-6-17
134,سخوز,سيمان خوزستان,613,3001536,52905251550,18420,17700,17500,-920,-4.99,17630,-790,-4.29,17500,18280,1399-6-17
135,ختورح,ح . رادياتور ايران‌,610,1547020,34098288740,24380,23170,21940,-2440,-10.01,22040,-2340,-9.6,21940,23170,1399-6-17
136,بكهنوج,توليد برق ماهتاب كهنوج,608,805051,62325438318,81492,77418,77418,-4074,-5.0,77418,-4074,-5.0,77418,77418,1399-6-17
137,شسينا,صنايع‌شيميايي‌سينا,602,74907,33946964340,461900,460000,465000,3100,0.67,455950,-5950,-1.29,440000,478780,1399-6-17
138,امين يكم2,صندوق درآمد ثابت امين يكم فردا,600,60000000,60000000,10640,1,1,-10639,-99.99,1,-10639,-99.99,1,1,1399-6-17
139,نمرينو,ايران‌ مرينوس‌,597,1258588,99558700970,77830,81720,73940,-3890,-5.0,79100,1270,1.63,73940,81720,1399-6-17
140,شپديس,پتروشيمي پرديس,591,1327752,139990541270,110730,105520,105200,-5530,-4.99,105430,-5300,-4.79,105200,109000,1399-6-17
141,كفرآور,فرآورده هاي سيمان شرق,581,2824963,51153801513,18146,17602,18448,302,1.66,18108,-38,-0.21,17602,18690,1399-6-17
142,بفجر,فجر انرژي خليج فارس,579,5069709,129691234360,26620,25330,25290,-1330,-5.0,25580,-1040,-3.91,25290,26650,1399-6-17
143,وساخت,سرمايه‌ گذاري‌ ساختمان‌ايران‌,578,1933135,88093255910,47960,45570,45570,-2390,-4.98,45570,-2390,-4.98,45570,45600,1399-6-17
144,تسه9902,امتياز تسهيلات مسكن ارديبهشت99,574,8898,6776955911,745227,782488,750000,4773,0.64,761627,16400,2.2,722916,782488,1399-6-17
145,ساينا,صنايع بهداشتي ساينا,572,459973,77049268117,170145,161640,171200,1055,0.62,167508,-2637,-1.55,161640,172100,1399-6-17
146,غبشهر,صنعتي‌ بهشهر,555,4049394,91383069440,23740,22560,22560,-1180,-4.97,22570,-1170,-4.93,22560,23500,1399-6-17
147,دارا,صندوق س. دارا الگوريتم-د,550,14045537,141701557880,10065,10075,10118,53,0.53,10089,24,0.24,10075,10138,1399-6-17
148,شفن,پتروشيمي فناوران,547,494876,118128628740,250780,239990,238250,-12530,-5.0,238700,-12080,-4.82,238250,250720,1399-6-17
149,وتوكاح,ح . ‌توكافولاد(هلدينگ‌,517,1824601,16017408232,9713,8980,8740,-973,-10.02,8779,-934,-9.62,8740,9000,1399-6-17
150,ثعتما,س. ساختماني اعتماد گستر,501,2440831,63259341418,25453,24690,26216,763,3.0,25917,464,1.82,24690,26216,1399-6-17
151,تيپيكو,سرمايه گذاري دارويي تامين,500,1472569,75529036580,53980,51290,51290,-2690,-4.98,51700,-2280,-4.22,51290,51980,1399-6-17
152,مارون,پتروشيمي مارون,492,1147685,136776190537,125438,119177,119168,-6270,-5.0,119176,-6262,-4.99,119167,125000,1399-6-17
153,اخابر,مخابرات ايران,476,5349818,105016927340,20660,19630,19630,-1030,-4.99,19640,-1020,-4.94,19630,19630,1399-6-17
154,تسه9903,امتياز تسهيلات مسكن خرداد99,474,5606,4282771235,747933,785290,750000,2067,0.28,763962,16029,2.14,747000,785290,1399-6-17
155,وخارزم,سرمايه گذاري خوارزمي,473,3188827,39796560960,13130,12480,12480,-650,-4.95,12720,-410,-3.12,12480,12480,1399-6-17
156,پرداخت,به پرداخت ملت,473,531640,23532459290,45790,45980,45000,-790,-1.73,45070,-720,-1.57,43620,47600,1399-6-17
157,غگل,گلوكوزان‌,472,1362206,10352765600,8000,7600,7600,-400,-5.0,7900,-100,-1.25,7600,7600,1399-6-17
158,وسرمد,بيمه  سرمد,450,6798443,56029879561,8493,8239,8239,-254,-2.99,8242,-251,-2.96,8239,8454,1399-6-17
159,ختوقا,قطعات‌ اتومبيل‌ ايران‌,438,2596646,12671632480,5130,4880,4880,-250,-4.87,5060,-70,-1.36,4880,4880,1399-6-17
160,غويتا,ويتانا,433,1241840,77081725767,65038,61787,61787,-3251,-5.0,62071,-2967,-4.56,61787,65500,1399-6-17
161,وپست,پست بانك ايران,430,2607176,34745201960,14010,13310,13310,-700,-5.0,13490,-520,-3.71,13310,13690,1399-6-17
162,آكورد,صندوق س. آرمان آتي كوثر-د,429,5374867,152819025510,28428,28460,28429,1,0.0,28432,4,0.01,28370,28460,1399-6-17
163,تسه9810,امتياز تسهيلات مسكن دي98,423,8544,6476770180,744018,750000,745001,983,0.13,758049,14031,1.89,740000,775000,1399-6-17
164,گوهران,سرمايه گذاري توسعه گوهران اميد,421,1687334,16662259494,10372,10000,9854,-518,-4.99,10208,-164,-1.58,9854,10360,1399-6-17
165,بركت,گروه دارويي بركت,420,486791,10758081100,23260,22100,22100,-1160,-4.99,23020,-240,-1.03,22100,22100,1399-6-17
166,گوهر,صندوق سكه طلاي كيان,419,444737,31781915306,71648,72000,71021,-627,-0.88,71462,-186,-0.26,0,0,1399-6-17
167,وتوكا,سرمايه‌گذاري‌توكافولاد(هلدينگ,413,6222384,72935750480,12330,11720,11720,-610,-4.95,11720,-610,-4.95,11720,11950,1399-6-17
168,بكاب,صنايع‌جوشكاب‌يزد,400,202303,26802679710,138250,139990,131340,-6910,-5.0,135150,-3100,-2.24,131340,139990,1399-6-17
169,سكه0012پ01,سكه تمام بهارتحويلي 1روزه رفاه,397,388300,443714811500,1131534,1142849,1142849,11315,1.0,1142711,11177,0.99,0,0,1399-6-17
170,سرچشمه,سرمايه گذاري مس سرچشمه,394,2560137,23850236292,9806,9316,9316,-490,-5.0,9547,-259,-2.64,9316,9316,1399-6-17
171,هرمز,فولاد هرمزگان جنوب,378,2520118,28891651582,12014,11430,11414,-600,-4.99,11875,-139,-1.16,11414,11750,1399-6-17
172,فخاسح,ح . فولاد خراسان,377,887207,27023630790,33790,32090,30410,-3380,-10.0,30460,-3330,-9.85,30410,32210,1399-6-17
173,معيار,سرمايه گذاري معيار صنعت پارس,376,2347624,70864989745,29609,30201,30201,592,2.0,30186,577,1.95,29018,30201,1399-6-17
174,وآتوس,س.آرين توسكا قيمت اسمي 350ريال,373,1772174,49415367163,26677,28010,28010,1333,5.0,27884,1207,4.52,25345,28010,1399-6-17
175,دمعيار,صندوق س. توازن معيار-د,371,15318868,154328214691,10083,10086,10088,5,0.05,10074,-9,-0.09,10070,10109,1399-6-17
176,ونوين,بانك‌اقتصادنوين‌,368,2662141,11580313350,4570,4350,4350,-220,-4.81,4520,-50,-1.09,4350,4350,1399-6-17
177,سهگمت,سيمان‌هگمتان‌,364,2066201,39485478610,20110,19110,19110,-1000,-4.97,19220,-890,-4.43,19110,19450,1399-6-17
178,وپترو,سرمايه‌گذاري صنايع پتروشيمي‌,359,1687519,28773370380,17940,17050,17050,-890,-4.96,17390,-550,-3.07,17050,17100,1399-6-17
