,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,امين,تامين سرمايه امين,118977,79206244,1203854842020,15330,14570,15460,130,0.85,15200,-130,-0.85,14570,15990,1399-6-24
1,دارا يكم,صندوق واسطه گري مالي يكم-سهام,114739,39818783,8867997427350,211620,212500,227010,15390,7.27,222710,11090,5.24,212000,229990,1399-6-24
2,بگيلان,توسعه مسير برق گيلان,107481,25750173,923506113323,36708,34873,35119,-1589,-4.33,35864,-844,-2.3,34873,37890,1399-6-24
3,سيتا,سرمايه گذاري سيمان تامين,102630,107934151,2258281620290,21240,20180,21170,-70,-0.33,20920,-320,-1.51,20180,21990,1399-6-24
4,آبادا,توليد نيروي برق آبادان,72139,26941585,709705078110,27170,25820,25890,-1280,-4.71,26340,-830,-3.05,25820,28000,1399-6-24
5,غزر,صنعتي زر ماكارون,61720,6429334,460815131070,71560,71720,72360,800,1.12,71670,110,0.15,68500,73500,1399-6-24
6,وپارس,بانك‌پارسيان‌,55885,1072716586,5664660608010,5780,5290,5190,-590,-10.21,5280,-500,-8.65,5060,5500,1399-6-24
7,وبملت,بانك ملت,55416,1010517275,6058062857530,5790,5840,6070,280,4.84,6000,210,3.63,5720,6070,1399-6-24
8,فملي,ملي‌ صنايع‌ مس‌ ايران‌,49270,172852089,5832939658250,32400,33030,34020,1620,5.0,33750,1350,4.17,32400,34020,1399-6-24
9,زملارد,كشاورزي و دامپروري ملارد شير,35012,1005360,37845771840,35852,37644,37644,1792,5.0,37055,1203,3.36,37644,37644,1399-6-24
10,ثبهساز,بهساز كاشانه تهران,35006,29870739,126651933360,4040,4240,4240,200,4.95,4240,200,4.95,4240,4240,1399-6-24
11,وتجارت,بانك تجارت,34556,1006150278,3315632061340,3180,3180,3330,150,4.72,3300,120,3.77,3120,3330,1399-6-24
12,دي,بانك دي,32553,103777325,4338953502762,43522,41346,41346,-2176,-5.0,41810,-1712,-3.93,41346,43500,1399-6-24
13,فولاد,فولاد مباركه اصفهان,31669,218019660,4070811025100,17860,18500,18750,890,4.98,18670,810,4.54,18010,18750,1399-6-24
14,گدنا,تهيه توزيع غذاي دنا آفرين فدك,25105,240512,1561884928,6185,6494,6494,309,5.0,6194,9,0.15,6494,6494,1399-6-24
15,وخارزم,سرمايه گذاري خوارزمي,24533,171106342,1828284476480,10860,10330,11080,220,2.03,10690,-170,-1.57,10320,11220,1399-6-24
16,ذوب,سهامي ذوب آهن  اصفهان,23645,300180845,1941210891227,6246,6201,6558,312,5.0,6467,221,3.54,6160,6558,1399-6-24
17,رافزا,رايان هم افزا,20357,119605,3531218020,28119,29524,29524,1405,5.0,28213,94,0.33,29524,29524,1399-6-24
18,وبصادر,بانك صادرات ايران,20210,529287804,2004110587180,3620,3740,3800,180,4.97,3790,170,4.7,3650,3800,1399-6-24
19,شگويا,پتروشيمي تندگويان,19788,83689403,1286004758541,14880,14750,15624,744,5.0,15366,486,3.27,14500,15624,1399-6-24
20,فاراك,ماشين‌ سازي‌ اراك‌,19009,165971928,1841813696850,11530,10960,11100,-430,-3.73,11100,-430,-3.73,10960,12000,1399-6-24
21,بپيوند,برق و انرژي پيوندگستر پارس,18031,2266052,58629563396,24641,25873,25873,1232,5.0,25873,1232,5.0,25873,25873,1399-6-24
