,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,چخزر,صنايع چوب خزر كاسپين,90165,21850446,1095319135645,47741,50128,50128,2387,5.0,50128,2387,5.0,50126,50128,1399-10-27
1,وسپهر,سرمايه گذاري مالي سپهرصادرات,38716,125335647,1309141494821,10261,10774,10141,-120,-1.17,10445,184,1.79,9955,10774,1399-10-27
2,شستا,سرمايه گذاري تامين اجتماعي,35024,166887857,3311387164850,20580,20990,19560,-1020,-4.96,19840,-740,-3.6,19560,21250,1399-10-27
3,سپيدار,سپيدار سيستم آسيا,34935,326149,14532547142,42437,44558,44558,2121,5.0,43024,587,1.38,44558,44558,1399-10-27
4,بوعلي,پتروشيمي بوعلي سينا,34878,15533442,685697127250,46390,45500,44080,-2310,-4.98,44140,-2250,-4.85,44080,45860,1399-10-27
5,خودرو,ايران‌ خودرو,33763,1403391066,3445068437450,2540,2600,2450,-90,-3.54,2450,-90,-3.54,2420,2620,1399-10-27
6,پالايش,صندوق پالايشي يکم-سهام,33529,20652492,1166092954760,60730,60300,55720,-5010,-8.25,56460,-4270,-7.03,54700,60300,1399-10-27
7,ثبهساز,بهساز كاشانه تهران,31361,299390406,953117681240,3230,3290,3100,-130,-4.02,3180,-50,-1.55,3070,3390,1399-10-27
8,خساپا,سايپا,29328,1265362853,2557089120430,2100,2130,2000,-100,-4.76,2020,-80,-3.81,2000,2160,1399-10-27
9,دارا يكم,صندوق واسطه گري مالي يكم-سهام,28702,16081304,1795846017500,121400,120100,109260,-12140,-10.0,111670,-9730,-8.01,109260,120990,1399-10-27
10,ولپارس,ليزينگ پارسيان,26899,64323951,460436008700,7350,7500,7160,-190,-2.59,7160,-190,-2.59,6990,7690,1399-10-27
11,امين,تامين سرمايه امين,21364,55334957,577348000910,10440,10400,10510,70,0.67,10430,-10,-0.1,9930,10800,1399-10-27
12,وخارزم,سرمايه گذاري خوارزمي,20173,190105582,1562590560210,7940,8330,8330,390,4.91,8220,280,3.53,7750,8330,1399-10-27
13,سيتا,سرمايه گذاري سيمان تامين,18559,37133922,559201056400,15350,15510,15010,-340,-2.21,15060,-290,-1.89,15000,15600,1399-10-27
14,شپنا,پالايش نفت اصفهان,18012,197482197,1844630597760,9810,9500,9320,-490,-4.99,9340,-470,-4.79,9320,9720,1399-10-27
15,آبادا,توليد نيروي برق آبادان,15654,10599425,174767921520,17090,16700,16240,-850,-4.97,16490,-600,-3.51,16240,17580,1399-10-27
16,ثاميد,توسعه و عمران اميد,14160,124738105,232275226010,1920,1920,1830,-90,-4.69,1860,-60,-3.13,1830,1980,1399-10-27
17,فولاد,فولاد مباركه اصفهان,14152,169871357,1752637711270,10840,10370,10300,-540,-4.98,10320,-520,-4.8,10300,10840,1399-10-27
18,آريا,پليمر آريا ساسول,13380,5623017,445696446054,83410,79250,79240,-4170,-5.0,79263,-4147,-4.97,79240,82000,1399-10-27
19,سنير,سيمان‌ سفيد ني‌ريز,13271,5754093,962646007440,167500,175870,175870,8370,5.0,167300,-200,-0.12,159130,175870,1399-10-27
20,بگيلان,توسعه مسير برق گيلان,12055,7417943,154940406457,21783,22490,20694,-1089,-5.0,20887,-896,-4.11,20694,22490,1399-10-27
21,وتجارت,بانك تجارت,11951,549771377,1419932925810,2710,2600,2580,-130,-4.8,2580,-130,-4.8,2580,2680,1399-10-27
22,شتران,پالايش نفت تهران,11620,103260147,805517733260,8180,7900,7780,-400,-4.89,7800,-380,-4.65,7780,8150,1399-10-27
23,بركت,گروه دارويي بركت,11545,57584770,1182015412160,20830,21000,19790,-1040,-4.99,20530,-300,-1.44,19790,21200,1399-10-27
24,فملي,ملي‌ صنايع‌ مس‌ ايران‌,11379,135564368,1411565743050,10950,10420,10410,-540,-4.93,10410,-540,-4.93,10410,10700,1399-10-27
25,خزر,فنرسازي‌زر,10717,18892659,730613134660,39890,40000,37900,-1990,-4.99,38670,-1220,-3.06,37900,41100,1399-10-27
26,رافزا,رايان هم افزا,10612,61954,2590606510,39824,41815,41815,1991,5.0,39922,98,0.25,41815,41815,1399-10-27
27,تكشا,گسترش‌صنايع‌وخدمات‌كشاورزي‌,10071,11275949,863189580730,76170,79300,74070,-2100,-2.76,76550,380,0.5,72370,79970,1399-10-27
