,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,پالايش,صندوق پالايشي يکم-سهام,142333,65859801,7130698380870,105990,107900,107170,1180,1.11,108270,2280,2.15,106050,110000,1399-9-16
1,خودرو,ايران‌ خودرو,89587,2537553220,10922485293770,4110,4270,4310,200,4.87,4300,190,4.62,4230,4310,1399-9-16
2,شستا,سرمايه گذاري تامين اجتماعي,85549,321281867,9828235729880,29190,30140,30640,1450,4.97,30590,1400,4.8,29600,30640,1399-9-16
3,دي,بانك دي,83875,131275870,6972819896126,54320,56500,51604,-2716,-5.0,53116,-1204,-2.22,51604,56600,1399-9-16
4,وسپهر,سرمايه گذاري مالي سپهرصادرات,71899,169695283,2034423143072,11978,12050,11893,-85,-0.71,11989,11,0.09,11738,12300,1399-9-16
5,شپنا,پالايش نفت اصفهان,67932,366919826,7020760292320,18380,18500,19290,910,4.95,19130,750,4.08,18380,19290,1399-9-16
6,وتجارت,بانك تجارت,65981,1379999732,5446852472240,3940,4000,3900,-40,-1.02,3950,10,0.25,3850,4070,1399-9-16
7,بپيوند,برق و انرژي پيوندگستر پارس,64023,59830266,1883555906830,29047,30500,31951,2904,10.0,31482,2435,8.38,30000,31951,1399-9-16
8,دارا يكم,صندوق واسطه گري مالي يكم-سهام,61257,26310728,5217194075980,197510,200100,195400,-2110,-1.07,198290,780,0.39,194010,204480,1399-9-16
9,فولاد,فولاد مباركه اصفهان,44264,206649764,3009050319240,14310,14560,14520,210,1.47,14560,250,1.75,14300,14840,1399-9-16
10,شتران,پالايش نفت تهران,44149,209805943,3142759135220,14400,14400,15120,720,5.0,14980,580,4.03,14300,15120,1399-9-16
11,حكشتي,كشتيراني جمهوري اسلامي ايران,42602,78613010,2561339040880,32490,33780,31970,-520,-1.6,32580,90,0.28,31000,33990,1399-9-16
12,چخزر,صنايع چوب خزر كاسپين,41597,971069,25646903359,25154,26411,26411,1257,5.0,25764,610,2.43,26411,26411,1399-9-16
13,ثاميد,توسعه و عمران اميد,40044,266615943,633898709210,2380,2440,2340,-40,-1.68,2380,0,0.0,2320,2450,1399-9-16
14,سيتا,سرمايه گذاري سيمان تامين,37716,54788531,993706969860,17930,18290,18080,150,0.84,18140,210,1.17,17780,18690,1399-9-16
15,وپارس,بانك‌پارسيان‌,36388,737348192,3300538639710,4570,4620,4410,-160,-3.5,4480,-90,-1.97,4350,4730,1399-9-16
16,امين,تامين سرمايه امين,36127,40359025,510093254670,12650,12540,12650,0,0.0,12640,-10,-0.08,12320,12850,1399-9-16
17,غزر,صنعتي زر ماكارون,34633,5989498,355822904900,57040,59380,59880,2840,4.98,59410,2370,4.15,57770,59890,1399-9-16
18,ذوب,سهامي ذوب آهن  اصفهان,33793,305424437,1766015620843,5749,6001,5688,-61,-1.06,5782,33,0.57,5520,6020,1399-9-16
19,وبملت,بانك ملت,32872,425684861,2329084563700,5500,5570,5390,-110,-2.0,5470,-30,-0.55,5330,5650,1399-9-16
20,تليسه,دامداري تليسه نمونه,32761,198504755,1747781943411,9119,9339,8664,-455,-4.99,8805,-314,-3.44,8664,9448,1399-9-16
21,آبادا,توليد نيروي برق آبادان,31109,22150894,477138377940,20600,21630,21630,1030,5.0,21540,940,4.56,21160,21630,1399-9-16
22,ثبهساز,بهساز كاشانه تهران,30820,151755129,436435483290,2860,2910,2860,0,0.0,2880,20,0.7,2820,2940,1399-9-16
23,وبصادر,بانك صادرات ايران,30707,532754506,1913842061060,3590,3660,3550,-40,-1.11,3590,0,0.0,3500,3690,1399-9-16
24,زملارد,كشاورزي و دامپروري ملارد شير,30406,3149893,138086377574,43323,45080,44000,677,1.56,43838,515,1.19,42298,45080,1399-9-16
25,خصدرا,صنعتي‌ دريايي‌ ايران‌,29489,263043055,1486735487314,5670,5600,5570,-100,-1.76,5652,-18,-0.32,5551,5839,1399-9-16
26,زدشت,كشت و صنعت دشت خرم دره,28033,45326886,2625731666520,54581,57400,59399,4818,8.83,57929,3348,6.13,55120,59997,1399-9-16
27,آريا,پليمر آريا ساسول,27593,8248400,1594100634749,184381,184390,193600,9219,5.0,193262,8881,4.82,184390,193600,1399-9-16
28,هاي وب,داده گسترعصرنوين-هاي وب,26188,97188050,3065163339390,31180,32730,30400,-780,-2.5,31540,360,1.15,30100,32730,1399-9-16
29,پترول,گروه پتروشيمي س. ايرانيان,25637,109776583,1527658886740,13630,13800,13840,210,1.54,13920,290,2.13,13700,14100,1399-9-16
30,شاروم,پتروشيمي اروميه,24467,9464129,232382223466,23385,24554,24554,1169,5.0,24554,1169,5.0,24554,24554,1399-9-16
31,گدنا,تهيه توزيع غذاي دنا آفرين فدك,24320,2204407,63323795482,27359,28726,28726,1367,5.0,28726,1367,5.0,28726,28726,1399-9-16
32,پيزد,مجتمع صنايع لاستيك يزد,24254,2230023,205124824369,90198,91500,90777,579,0.64,91983,1785,1.98,90000,93600,1399-9-16
33,وپويا,سرمايه گذاري پويا,23106,36762917,336416291781,9075,9250,8999,-76,-0.84,9151,76,0.84,8930,9350,1399-9-16
34,شگويا,پتروشيمي تندگويان,23013,100159055,1334098338164,13188,13100,13161,-27,-0.2,13320,132,1.0,12960,13670,1399-9-16
35,اخابر,مخابرات ايران,21875,73249564,1185873303320,16500,16720,15950,-550,-3.33,16190,-310,-1.88,15700,16990,1399-9-16
36,شبندر,پالايش نفت بندرعباس,20735,130213582,4026042214250,29510,29670,30980,1470,4.98,30920,1410,4.78,29650,30980,1399-9-16
37,بكهنوج,توليد برق ماهتاب كهنوج,19596,374092886,1216930744162,3395,3304,3260,-135,-3.98,3253,-142,-4.18,3226,3389,1399-9-16
38,لكما,كارخانجات‌مخابراتي‌ايران‌,19359,126990286,1152445308508,9306,9027,9070,-236,-2.54,9075,-231,-2.48,9027,9451,1399-9-16
39,خبهمن,گروه‌بهمن‌,19325,67392080,1979697085710,29450,30300,28640,-810,-2.75,29380,-70,-0.24,28100,30500,1399-9-16
40,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,18999,103030042,1525761848940,14390,15100,14620,230,1.6,14810,420,2.92,14390,15100,1399-9-16
41,ولپارس,ليزينگ پارسيان,17920,6439838,45980443320,6800,7140,7140,340,5.0,7090,290,4.26,7140,7140,1399-9-16
42,زشگزا,شير و گوشت زاگرس شهركرد,17310,8465173,1312678945907,160986,158533,157500,-3486,-2.17,155068,-5918,-3.68,152937,164840,1399-9-16
43,رافزا,رايان هم افزا,16546,98293,3656696186,35431,37202,37202,1771,5.0,35554,123,0.35,37202,37202,1399-9-16
44,تاپيكو,س. نفت و گاز و پتروشيمي تأمين,15970,93583144,1648215478340,17080,17200,17360,280,1.64,17610,530,3.1,17030,17930,1399-9-16
45,حفاري,حفاري شمال,15629,90604437,1337164461670,15010,14830,14480,-530,-3.53,14760,-250,-1.67,14260,15280,1399-9-16
46,آسيا,بيمه آسيا,15520,36476487,1370994384350,37070,38920,36120,-950,-2.56,37590,520,1.4,35600,38920,1399-9-16
47,وحكمت,بيمه حكمت صبا,14902,167895210,930866960882,5568,5401,5735,167,3.0,5544,-24,-0.43,5401,5735,1399-9-16
48,داراب,پتروشيمي داراب,14411,207976348,637492973503,3116,2961,3018,-98,-3.15,3065,-51,-1.64,2961,3190,1399-9-16
49,بكام,كارخانجات توليدي شهيد قندي,13896,125609690,633778327060,5200,5200,4980,-220,-4.23,5050,-150,-2.88,4940,5290,1399-9-16
50,شيران,س. صنايع‌شيميايي‌ايران,13677,31582730,1225310138640,38640,39390,39000,360,0.93,38800,160,0.41,37700,40490,1399-9-16
51,ونوين,بانك‌اقتصادنوين‌,13018,226991291,1342652780580,5740,6020,5830,90,1.57,5910,170,2.96,5750,6020,1399-9-16
52,قصفها,قنداصفهان‌,12531,4539376,1098846256680,234430,246150,236000,1570,0.67,242070,7640,3.26,227020,255400,1399-9-16
53,جهرم,پتروشيمي جهرم,12323,178849347,564796080245,3112,2957,3192,80,2.57,3158,46,1.48,2957,3267,1399-9-16
54,غگل,گلوكوزان‌,12143,130446929,684812579560,5050,5250,5300,250,4.95,5250,200,3.96,5070,5300,1399-9-16
