,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,شستا,سرمايه گذاري تامين اجتماعي,71756,341581540,7028182803900,19860,20030,20850,990,4.98,20580,720,3.63,19120,20850,1399-10-24
1,خودرو,ايران‌ خودرو,42383,1344091585,3416925229430,2630,2540,2640,10,0.38,2540,-90,-3.42,2500,2650,1399-10-24
2,ثبهساز,بهساز كاشانه تهران,41933,329037981,1061884686930,3160,3070,3310,150,4.75,3230,70,2.22,3010,3310,1399-10-24
3,شپنا,پالايش نفت اصفهان,37875,301645431,2960398527690,10250,9740,9740,-510,-4.98,9810,-440,-4.29,9740,10260,1399-10-24
4,خساپا,سايپا,37278,1300911039,2735795205720,2140,2090,2140,0,0.0,2100,-40,-1.87,2040,2200,1399-10-24
5,بوعلي,پتروشيمي بوعلي سينا,35347,10739965,498178703430,48280,46200,46090,-2190,-4.54,46390,-1890,-3.91,45910,47830,1399-10-24
6,وسپهر,سرمايه گذاري مالي سپهرصادرات,35139,119485434,1226016308326,9885,10379,10140,255,2.58,10261,376,3.8,10000,10379,1399-10-24
7,پالايش,صندوق پالايشي يکم-سهام,33041,26256437,1594657748990,63370,61000,60280,-3090,-4.88,60730,-2640,-4.17,59250,63000,1399-10-24
8,چخزر,صنايع چوب خزر كاسپين,32898,1360748,64963470268,45468,47741,47741,2273,5.0,47741,2273,5.0,47741,47741,1399-10-24
9,ولپارس,ليزينگ پارسيان,32204,61673111,453204048370,7090,7350,7440,350,4.94,7350,260,3.67,7090,7440,1399-10-24
10,دارا يكم,صندوق واسطه گري مالي يكم-سهام,30847,18023783,2188101713460,129000,124000,120000,-9000,-6.98,121400,-7600,-5.89,119100,125930,1399-10-24
11,فملي,ملي‌ صنايع‌ مس‌ ايران‌,29999,196466396,2151548877390,11440,11100,10870,-570,-4.98,10950,-490,-4.28,10870,11450,1399-10-24
12,سپيدار,سپيدار سيستم آسيا,28258,181205,8016327995,42133,44239,44239,2106,5.0,42437,304,0.72,44239,44239,1399-10-24
