,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,اپال,فرآوري معدني اپال كاني پارس,305344,319968295,4990363971870,15870,15560,15800,-70,-0.44,15600,-270,-1.7,15560,15980,1399-12-17
1,پالايش,صندوق پالايشي يکم-سهام,83100,111291299,9339008995940,80420,82200,85220,4800,5.97,83910,3490,4.34,81260,85880,1399-12-17
2,بركت,گروه دارويي بركت,73738,198893540,6162544155980,29790,31570,30000,210,0.7,30980,1190,3.99,29660,31570,1399-12-17
3,كزغال,زغال سنگ پروده طبس,61288,23698240,756551262095,32341,31820,31695,-646,-2.0,31924,-417,-1.29,31695,32900,1399-12-17
4,دارا يكم,صندوق واسطه گري مالي يكم-سهام,45315,37094785,5223722029610,136310,138790,142300,5990,4.39,140820,4510,3.31,136950,144500,1399-12-17
5,رافزا,رايان هم افزا,42743,5352231,425266923500,75000,79500,79500,4500,6.0,79456,4456,5.94,76500,79500,1399-12-17
6,شپنا,پالايش نفت اصفهان,26491,177686363,2048987473630,11240,11230,11700,460,4.09,11530,290,2.58,11210,11760,1399-12-17
7,شستا,سرمايه گذاري تامين اجتماعي,25949,62449725,1146555405080,18200,18030,18510,310,1.7,18360,160,0.88,18030,18700,1399-12-17
8,فملي,ملي‌ صنايع‌ مس‌ ايران‌,22299,141721569,1695967960310,12080,11840,12080,0,0.0,11970,-110,-0.91,11840,12230,1399-12-17
9,شتران,پالايش نفت تهران,22038,146446176,1192305329980,8100,7950,8200,100,1.23,8140,40,0.49,7940,8350,1399-12-17
10,وتجارت,بانك تجارت,19191,653316842,1601402836760,2470,2430,2480,10,0.4,2450,-20,-0.81,2430,2510,1399-12-17
11,وكبهمن,مديريت سرمايه گذاري كوثربهمن,16581,4954921,59838321388,12199,12080,12074,-125,-1.02,12077,-122,-1.0,11960,12379,1399-12-17
12,شبندر,پالايش نفت بندرعباس,13226,64448049,1633817998930,24240,24320,25690,1450,5.98,25350,1110,4.58,24320,25690,1399-12-17
13,بوعلي,پتروشيمي بوعلي سينا,12898,1996805,83862230630,42020,41700,42040,20,0.05,42000,-20,-0.05,41700,42330,1399-12-17
14,ثاميد,توسعه و عمران اميد,11782,169270419,273507545400,1630,1670,1600,-30,-1.84,1620,-10,-0.61,1600,1680,1399-12-17
15,فولاد,فولاد مباركه اصفهان,11613,78545797,925200597650,11570,11450,12030,460,3.98,11780,210,1.82,11450,12030,1399-12-17
16,وسپهر,سرمايه گذاري مالي سپهرصادرات,11099,24491389,247365784867,10100,10100,10102,2,0.02,10100,0,0.0,10100,10102,1399-12-17
17,خودرو,ايران‌ خودرو,10537,357238450,857728499980,2440,2400,2400,-40,-1.64,2400,-40,-1.64,2400,2430,1399-12-17
18,سمگا,گروه سرمايه گذاري ميراث فرهنگي,10518,77693479,2012144748642,26298,25773,26335,37,0.14,25899,-399,-1.52,25773,27350,1399-12-17
19,خساپا,سايپا,10331,526326291,1163847453470,2250,2210,2210,-40,-1.78,2210,-40,-1.78,2210,2240,1399-12-17
20,گشان,توسعه بين المللي پديده شانديز,9921,24973004,871326952727,35534,34824,34824,-710,-2.0,34891,-643,-1.81,34824,35380,1399-12-17
21,وبصادر,بانك صادرات ايران,9652,265033489,593153436460,2260,2230,2260,0,0.0,2240,-20,-0.88,2220,2290,1399-12-17
22,وخارزم,سرمايه گذاري خوارزمي,8457,51213295,428570562340,8330,8420,8290,-40,-0.48,8370,40,0.48,8250,8650,1399-12-17
23,آريا,پليمر آريا ساسول,7857,3194552,244608010273,75859,74350,77300,1441,1.9,76570,711,0.94,74350,77990,1399-12-17
24,سيتا,سرمايه گذاري سيمان تامين,7203,13352969,200314210450,15000,15000,15000,0,0.0,15000,0,0.0,15000,15020,1399-12-17
25,ذوب,سهامي ذوب آهن  اصفهان,6846,102842029,384071452606,3810,3734,3759,-51,-1.34,3735,-75,-1.97,3734,3760,1399-12-17
26,وبملت,بانك ملت,6599,144399173,509005907750,3520,3460,3530,10,0.28,3520,0,0.0,3460,3600,1399-12-17
27,پترول,گروه پتروشيمي س. ايرانيان,6487,50003980,460597317410,9120,9170,9220,100,1.1,9210,90,0.99,9110,9340,1399-12-17
28,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,6296,43534099,482423226420,10610,10500,11240,630,5.94,11080,470,4.43,10500,11240,1399-12-17
29,امين,تامين سرمايه امين,5580,2986517,31067758680,10400,10400,10400,0,0.0,10400,0,0.0,10400,10420,1399-12-17
30,شگويا,پتروشيمي تندگويان,5512,23026101,184467288432,7916,7821,8077,161,2.03,8011,95,1.2,7821,8115,1399-12-17
31,شبريز,پالايش نفت تبريز,5402,23861023,702570740990,27920,28900,29590,1670,5.98,29440,1520,5.44,28750,29590,1399-12-17
32,آوا,صندوق س.سهام آواي معيار-س,5309,50762668,335147645120,6440,6520,6644,204,3.17,6602,162,2.52,6460,6740,1399-12-17
33,شپترو,پتروشيمي آبادان,5046,102312733,504299071065,4725,4961,4810,85,1.8,4929,204,4.32,4750,4961,1399-12-17
34,صبا,سرمايه گذاري صبا تامين,4984,17587763,122092219548,6819,6700,7039,220,3.23,6942,123,1.8,6700,7120,1399-12-17
35,ونوين,بانك‌اقتصادنوين‌,4908,122961293,487105883430,3790,3810,4010,220,5.8,3960,170,4.49,3810,4010,1399-12-17
36,امين يكم,صندوق درآمد ثابت امين يكم فردا,4818,181142504,1840236589968,10155,10159,10160,5,0.05,10159,4,0.04,10153,10163,1399-12-17
37,فخوز,فولاد  خوزستان,4548,43640918,576690934110,12570,12450,13320,750,5.97,13210,640,5.09,12450,13320,1399-12-17
38,غپاك,لبنيات‌ پاك‌,4532,16313656,355900966540,20810,22050,22050,1240,5.96,21820,1010,4.85,21010,22050,1399-12-17
39,كمند,صندوق س. با درآمد ثابت كمند,4446,165938151,1661308129067,10007,10011,10012,5,0.05,10012,5,0.05,10011,10013,1399-12-17
40,چكاوه,صنايع‌كاغذسازي‌كاوه‌,4014,12179216,224539388200,18180,19270,17820,-360,-1.98,18440,260,1.43,17820,19270,1399-12-17
41,بپيوند,برق و انرژي پيوندگستر پارس,4014,10709535,161214420968,15082,15410,14781,-301,-2.0,15053,-29,-0.19,14781,15700,1399-12-17
42,پيزد,مجتمع صنايع لاستيك يزد,3906,359683,24224201098,68288,67010,66923,-1365,-2.0,67827,-461,-0.68,66923,68990,1399-12-17
43,ونيرو,سرمايه‌گذاري‌نيرو,3801,67338521,184300389340,2740,2820,2720,-20,-0.73,2740,0,0.0,2690,2820,1399-12-17
44,فارس,صنايع پتروشيمي خليج فارس,3689,23564401,196176482760,8270,8130,8380,110,1.33,8330,60,0.73,8110,8500,1399-12-17
45,شسپا,نفت سپاهان,3581,15803464,252018228570,15930,16050,15650,-280,-1.76,15950,20,0.13,15620,16290,1399-12-17
46,آبادا,توليد نيروي برق آبادان,3356,7740020,118221717750,15400,15780,15100,-300,-1.95,15270,-130,-0.84,15100,15800,1399-12-17
47,سغرب,سيمان‌غرب‌,3232,5564975,221339609510,40140,39360,39340,-800,-1.99,39770,-370,-0.92,39340,41290,1399-12-17
48,تملت,تامين سرمايه بانك ملت,3140,17081852,94437276400,5610,5700,5510,-100,-1.78,5530,-80,-1.43,5500,5700,1399-12-17
