,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,شستا,سرمايه گذاري تامين اجتماعي,151586,433440514,13489240686140,32090,30700,30700,-1390,-4.33,31120,-970,-3.02,30490,32690,1399-9-2
1,خودرو,ايران‌ خودرو,107216,3248080441,12608672331990,3970,3810,3850,-120,-3.02,3880,-90,-2.27,3780,4070,1399-9-2
2,خساپا,سايپا,74225,3462066629,9457491675910,2690,2640,2810,120,4.46,2730,40,1.49,2560,2820,1399-9-2
3,وتجارت,بانك تجارت,65338,2049418837,6845161544470,3240,3230,3400,160,4.94,3340,100,3.09,3100,3400,1399-9-2
4,فملي,ملي‌ صنايع‌ مس‌ ايران‌,61821,256010512,6914093946090,26330,26050,27640,1310,4.98,27010,680,2.58,25050,27640,1399-9-2
5,وسپهر,سرمايه گذاري مالي سپهرصادرات,55320,144924485,1671538217179,12019,11621,11451,-568,-4.73,11534,-485,-4.04,11419,11851,1399-9-2
6,دارا يكم,صندوق واسطه گري مالي يكم-سهام,52990,28386286,5306774648640,190020,186020,187000,-3020,-1.59,186950,-3070,-1.62,181000,192000,1399-9-2
7,فولاد,فولاد مباركه اصفهان,52645,424794132,5689232051990,13970,13280,13280,-690,-4.94,13390,-580,-4.15,13280,13900,1399-9-2
8,شبندر,پالايش نفت بندرعباس,48094,184893229,5340902789780,28510,27500,29520,1010,3.54,28890,380,1.33,27090,29930,1399-9-2
9,شتران,پالايش نفت تهران,35365,282005565,3690394666560,12620,12850,13250,630,4.99,13090,470,3.72,12600,13250,1399-9-2
10,دي,بانك دي,32630,78345996,3533218127569,46938,44700,44592,-2346,-5.0,45098,-1840,-3.92,44592,46900,1399-9-2
11,بپيوند,برق و انرژي پيوندگستر پارس,30053,28291291,658563638932,23724,22835,23120,-604,-2.55,23278,-446,-1.88,22080,24399,1399-9-2
12,وبصادر,بانك صادرات ايران,29441,697939094,2324264306010,3330,3230,3400,70,2.1,3330,0,0.0,3170,3490,1399-9-2
13,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,28476,574602711,2142590441700,3820,3640,3700,-120,-3.14,3730,-90,-2.36,3630,3940,1399-9-2
14,سيتا,سرمايه گذاري سيمان تامين,27282,41837283,724416382900,17910,17220,17270,-640,-3.57,17320,-590,-3.29,17020,17800,1399-9-2
15,امين,تامين سرمايه امين,26199,41791006,472568893310,11190,10930,11430,240,2.14,11310,120,1.07,10790,11550,1399-9-2
16,ثاميد,توسعه و عمران اميد,25553,263583591,613497701670,2440,2320,2320,-120,-4.92,2330,-110,-4.51,2320,2370,1399-9-2
17,وبملت,بانك ملت,22410,443005535,2289174859390,5260,5110,5180,-80,-1.52,5170,-90,-1.71,5000,5390,1399-9-2
18,ثبهساز,بهساز كاشانه تهران,22187,149075781,415812735450,2910,2800,2770,-140,-4.81,2790,-120,-4.12,2770,2870,1399-9-2
19,غزر,صنعتي زر ماكارون,22063,4502608,217888693200,50130,49000,47630,-2500,-4.99,48390,-1740,-3.47,47630,50000,1399-9-2
20,بگيلان,توسعه مسير برق گيلان,20167,5773430,148296511191,25791,25260,25620,-171,-0.66,25686,-105,-0.41,25000,26200,1399-9-2
21,شاروم,پتروشيمي اروميه,20053,10632186,192623849993,19025,18076,18074,-951,-5.0,18117,-908,-4.77,18074,18479,1399-9-2
22,زملارد,كشاورزي و دامپروري ملارد شير,19906,4020895,153696757466,36835,35000,38676,1841,5.0,38225,1390,3.77,35000,38676,1399-9-2
23,آبادا,توليد نيروي برق آبادان,19283,7077047,121513497700,17600,17020,17020,-580,-3.3,17170,-430,-2.44,16760,17690,1399-9-2
24,پترول,گروه پتروشيمي س. ايرانيان,19238,104241113,1358083487590,13570,13000,12900,-670,-4.94,13030,-540,-3.98,12900,13460,1399-9-2
25,پيزد,مجتمع صنايع لاستيك يزد,19159,2289090,204430058990,93897,89203,89203,-4694,-5.0,89306,-4591,-4.89,89203,91008,1399-9-2
26,خپارس,پارس‌ خودرو,18215,255804968,2006017722190,7820,7520,8080,260,3.32,7840,20,0.26,7430,8210,1399-9-2
27,گدنا,تهيه توزيع غذاي دنا آفرين فدك,16523,1467766,33949427580,22029,23130,23130,1101,5.0,22711,682,3.1,23130,23130,1399-9-2
28,حكشتي,كشتيراني جمهوري اسلامي ايران,16502,70262841,1836970368060,27400,26030,26030,-1370,-5.0,26140,-1260,-4.6,26030,26980,1399-9-2
29,تليسه,دامداري تليسه نمونه,16481,205381127,1625736033758,6045,6649,8149,2104,34.81,7916,1871,30.95,6649,8668,1399-9-2
30,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,15804,104092956,1331938499920,12750,12460,13020,270,2.12,12800,50,0.39,12120,13380,1399-9-2
31,شپنا,پالايش نفت اصفهان,15650,230093961,3781339378690,15810,16100,16600,790,5.0,16430,620,3.92,16100,16600,1399-9-2
32,پتاير,ايران‌ تاير,15399,12385174,1894107116100,141270,144480,155390,14120,10.0,152930,11660,8.25,134310,155390,1399-9-2
