,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,اپال,فرآوري معدني اپال كاني پارس,610221,496256136,8033820507540,15650,16580,15910,260,1.66,16190,540,3.45,15660,16580,1399-12-13
1,كزغال,زغال سنگ پروده طبس,170259,46563456,1508078473919,30666,31900,32505,1839,6.0,32388,1722,5.62,31000,32505,1399-12-13
2,بركت,گروه دارويي بركت,36181,89095746,2518553273990,27220,28700,28850,1630,5.99,28270,1050,3.86,27340,28850,1399-12-13
3,دارا يكم,صندوق واسطه گري مالي يكم-سهام,30336,20445100,2883166269020,144750,148000,138990,-5760,-3.98,141020,-3730,-2.58,138960,148800,1399-12-13
4,پالايش,صندوق پالايشي يکم-سهام,24635,25841939,2144440173030,85500,85550,82080,-3420,-4.0,82980,-2520,-2.95,82080,85580,1399-12-13
5,شستا,سرمايه گذاري تامين اجتماعي,23676,69942639,1297432781660,18900,18800,18550,-350,-1.85,18550,-350,-1.85,18530,19150,1399-12-13
6,وكبهمن,مديريت سرمايه گذاري كوثربهمن,21389,9635966,119125647256,12260,12599,12260,0,0.0,12363,103,0.84,12100,12790,1399-12-13
7,بپيوند,برق و انرژي پيوندگستر پارس,14836,13037936,186880809840,13747,13970,14571,824,5.99,14334,587,4.27,13510,14571,1399-12-13
8,بوعلي,پتروشيمي بوعلي سينا,14204,4497265,189656868170,42220,42200,42030,-190,-0.45,42170,-50,-0.12,41530,42830,1399-12-13
9,ثاميد,توسعه و عمران اميد,12143,65046822,100757389560,1560,1560,1580,20,1.28,1550,-10,-0.64,1530,1590,1399-12-13
10,وسپهر,سرمايه گذاري مالي سپهرصادرات,11616,29478128,297737239763,10101,10101,10101,0,0.0,10100,-1,-0.01,10100,10104,1399-12-13
11,آبادا,توليد نيروي برق آبادان,11401,10868578,159483334010,14180,13900,15030,850,5.99,14670,490,3.46,13900,15030,1399-12-13
12,فملي,ملي‌ صنايع‌ مس‌ ايران‌,10608,124169758,1529492314950,12560,12420,12310,-250,-1.99,12320,-240,-1.91,12310,12600,1399-12-13
13,بگيلان,توسعه مسير برق گيلان,10474,5572394,114959284340,19725,19509,20908,1183,6.0,20630,905,4.59,19509,20908,1399-12-13
14,پيزد,مجتمع صنايع لاستيك يزد,10437,1271636,86679831820,66874,65537,68300,1426,2.13,68164,1290,1.93,65537,70400,1399-12-13
15,وتجارت,بانك تجارت,10176,393657544,993946209430,2570,2590,2520,-50,-1.95,2520,-50,-1.95,2520,2610,1399-12-13
16,آريا,پليمر آريا ساسول,8971,3648305,282312996230,75376,79350,76550,1174,1.56,77382,2006,2.66,75501,79350,1399-12-13
17,فولاد,فولاد مباركه اصفهان,8799,79521076,933915865210,11820,11900,11910,90,0.76,11740,-80,-0.68,11600,11920,1399-12-13
18,سيتا,سرمايه گذاري سيمان تامين,7200,9191925,137935115770,15090,15000,15000,-90,-0.6,15010,-80,-0.53,15000,15090,1399-12-13
19,امين,تامين سرمايه امين,7028,4527750,47091994520,10400,10410,10400,0,0.0,10400,0,0.0,10400,10410,1399-12-13
20,وخارزم,سرمايه گذاري خوارزمي,6522,37412995,301088875510,7970,7880,8050,80,1.0,8050,80,1.0,7840,8180,1399-12-13
21,سصوفي,سيمان‌ صوفيان‌,6432,22266292,456414433010,19470,20630,19900,430,2.21,20500,1030,5.29,19500,20630,1399-12-13
22,امين يكم,صندوق درآمد ثابت امين يكم فردا,5885,235337753,2385889644841,10134,10138,10142,8,0.08,10138,4,0.04,10137,10142,1399-12-13
23,تملت,تامين سرمايه بانك ملت,5550,29499594,164832470260,5650,5540,5680,30,0.53,5590,-60,-1.06,5540,5780,1399-12-13
24,كمند,صندوق س. با درآمد ثابت كمند,5534,238329170,2419992132505,10149,10156,10154,5,0.05,10154,5,0.05,10153,10156,1399-12-13
25,شلعاب,لعابيران‌,5364,15076759,351436873650,22190,23520,23520,1330,5.99,23310,1120,5.05,22560,23520,1399-12-13
26,دماوند,توليد نيروي برق دماوند,5120,8592729,422930253089,49631,48639,48800,-831,-1.67,49220,-411,-0.83,48639,50731,1399-12-13
27,وبملت,بانك ملت,4961,108560146,389588139380,3640,3660,3570,-70,-1.92,3590,-50,-1.37,3570,3690,1399-12-13
28,سغرب,سيمان‌غرب‌,4661,6441587,263776620960,41250,40700,40500,-750,-1.82,40950,-300,-0.73,40430,42450,1399-12-13
29,پترول,گروه پتروشيمي س. ايرانيان,4642,19275288,172554521830,9070,8980,8910,-160,-1.76,8950,-120,-1.32,8890,9180,1399-12-13
30,بجهرم,توسعه مولد نيروگاهي جهرم,4565,54066539,156788482127,2796,2800,2963,167,5.97,2900,104,3.72,2800,2963,1399-12-13
31,خاهن,آهنگري‌ تراكتورسازي‌ ايران‌,4237,9957567,394581783260,38070,38010,39000,930,2.44,39630,1560,4.1,38010,40350,1399-12-13
32,شگويا,پتروشيمي تندگويان,4177,16355295,131868187207,8197,8102,8034,-163,-1.99,8063,-134,-1.63,8034,8380,1399-12-13
33,بزاگرس,نيروگاه زاگرس كوثر,4124,34541220,256139837799,7389,7242,7440,51,0.69,7415,26,0.35,7242,7650,1399-12-13
34,شپنا,پالايش نفت اصفهان,3759,37601595,430547137200,11660,11530,11430,-230,-1.97,11450,-210,-1.8,11430,11700,1399-12-13
35,شتران,پالايش نفت تهران,3693,37392335,308949155760,8420,8260,8260,-160,-1.9,8260,-160,-1.9,8260,8380,1399-12-13
36,ونيرو,سرمايه‌گذاري‌نيرو,3651,63765955,168216592350,2590,2550,2680,90,3.47,2640,50,1.93,2540,2730,1399-12-13
37,سبزوا,سيمان لار سبزوار,3651,33000715,126539943552,3830,3990,3779,-51,-1.33,3834,4,0.1,3754,3990,1399-12-13
