,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,سپيدار,سپيدار سيستم آسيا,171481,28734862,2112312903178,69366,73527,73527,4161,6.0,73510,4144,5.97,71500,73527,1399-12-2
1,فملي,ملي‌ صنايع‌ مس‌ ايران‌,47110,376784283,4817138319510,12130,12850,12850,720,5.94,12780,650,5.36,12500,12850,1399-12-2
2,امين يكم,صندوق درآمد ثابت امين يكم فردا,23550,1037012528,10467999110576,10259,10102,10105,-154,-1.5,10094,-165,-1.61,10089,10109,1399-12-2
3,وپارس,بانك‌پارسيان‌,21209,704638085,2455184035960,3330,3520,3450,120,3.6,3480,150,4.5,3350,3520,1399-12-2
4,پالايش,صندوق پالايشي يکم-سهام,19468,18645194,1627076212110,90410,89350,86800,-3610,-3.99,87270,-3140,-3.47,86800,89400,1399-12-2
5,فولاد,فولاد مباركه اصفهان,18276,117439487,1420126805620,12200,12220,12180,-20,-0.16,12090,-110,-0.9,11960,12530,1399-12-2
6,وسپهر,سرمايه گذاري مالي سپهرصادرات,15339,40542041,409483937197,10100,10101,10101,1,0.01,10100,0,0.0,10100,10103,1399-12-2
7,شاروم,پتروشيمي اروميه,14198,13929814,291984726637,21028,20608,20710,-318,-1.51,20961,-67,-0.32,20608,21900,1399-12-2
8,ولپارس,ليزينگ پارسيان,13439,25899632,149406352820,5470,5790,5790,320,5.85,5770,300,5.48,5570,5790,1399-12-2
9,زملارد,كشاورزي و دامپروري ملارد شير,13073,5022677,199283322868,39677,39490,38930,-747,-1.88,39677,0,0.0,38884,41263,1399-12-2
10,ثاميد,توسعه و عمران اميد,12350,86161286,145333854230,1710,1700,1690,-20,-1.17,1690,-20,-1.17,1680,1710,1399-12-2
11,بوعلي,پتروشيمي بوعلي سينا,12134,6060742,254976945010,42900,42130,42050,-850,-1.98,42070,-830,-1.93,42050,42900,1399-12-2
12,بپيوند,برق و انرژي پيوندگستر پارس,11251,8311137,127550446986,15330,15053,15201,-129,-0.84,15347,17,0.11,15052,15800,1399-12-2
13,سيتا,سرمايه گذاري سيمان تامين,10415,24292911,364436861300,15040,15000,15000,-40,-0.27,15000,-40,-0.27,15000,15050,1399-12-2
