,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,شپنا,پالايش نفت اصفهان,81945,409433946,5791953720890,14310,13990,14430,120,0.84,14150,-160,-1.12,13660,14740,1399-10-2
1,شستا,سرمايه گذاري تامين اجتماعي,73947,189573781,4571129123590,24460,24000,24190,-270,-1.1,24110,-350,-1.43,23650,24810,1399-10-2
2,بوعلي,پتروشيمي بوعلي سينا,70051,13068350,799783020000,58290,61200,61200,2910,4.99,61200,2910,4.99,61200,61200,1399-10-2
3,پالايش,صندوق پالايشي يکم-سهام,59822,33578022,2991453930920,89510,88100,90460,950,1.06,89090,-420,-0.47,86660,91300,1399-10-2
4,خودرو,ايران‌ خودرو,48488,1207705349,4224372943870,3380,3330,3540,160,4.73,3500,120,3.55,3280,3540,1399-10-2
5,وتجارت,بانك تجارت,43785,964724451,3281340021930,3320,3260,3480,160,4.82,3400,80,2.41,3210,3480,1399-10-2
6,وسپهر,سرمايه گذاري مالي سپهرصادرات,42882,91847163,1022471634504,11240,11150,11130,-110,-0.98,11132,-108,-0.96,11004,11340,1399-10-2
7,خساپا,سايپا,41311,1384573289,3552749607370,2480,2420,2600,120,4.84,2570,90,3.63,2380,2600,1399-10-2
8,بپيوند,برق و انرژي پيوندگستر پارس,37900,36157959,1167199644113,32873,32010,31845,-1028,-3.13,32281,-592,-1.8,31000,33650,1399-10-2
9,دارا يكم,صندوق واسطه گري مالي يكم-سهام,36622,14850949,2617227577860,174820,174110,178450,3630,2.08,176230,1410,0.81,173000,178950,1399-10-2
10,دي,بانك دي,32759,65104979,2845821204791,43862,42510,43940,78,0.18,43711,-151,-0.34,42510,45000,1399-10-2
11,سيتا,سرمايه گذاري سيمان تامين,29915,41103684,691579212770,16840,16650,16850,10,0.06,16830,-10,-0.06,16600,17090,1399-10-2
12,فملي,ملي‌ صنايع‌ مس‌ ايران‌,29889,95482367,1498188147560,15910,15990,15770,-140,-0.88,15690,-220,-1.38,15400,16000,1399-10-2
13,ثاميد,توسعه و عمران اميد,28773,293648422,659207057020,2270,2280,2260,-10,-0.44,2240,-30,-1.32,2210,2330,1399-10-2
14,وكبهمن,مديريت سرمايه گذاري كوثربهمن,26391,1413006,26735486526,18020,18921,18921,901,5.0,18442,422,2.34,18921,18921,1399-10-2
15,شتران,پالايش نفت تهران,26282,115706289,1348301724940,11640,11340,11900,260,2.23,11650,10,0.09,11240,12050,1399-10-2
16,فولاد,فولاد مباركه اصفهان,26208,154424442,2201296468330,14330,14100,14240,-90,-0.63,14250,-80,-0.56,14070,14450,1399-10-2
17,زملارد,كشاورزي و دامپروري ملارد شير,25367,7036281,299931747736,44103,43270,42510,-1593,-3.61,42626,-1477,-3.35,41898,44890,1399-10-2
18,شبندر,پالايش نفت بندرعباس,25321,89536260,2613146072630,28350,28000,29760,1410,4.97,29190,840,2.96,27600,29760,1399-10-2
19,چخزر,صنايع چوب خزر كاسپين,25131,169896,4829463696,27073,28426,28426,1353,5.0,27196,123,0.45,28426,28426,1399-10-2
20,آبادا,توليد نيروي برق آبادان,25082,20825957,369146737780,18010,17700,17820,-190,-1.05,17730,-280,-1.55,17110,18200,1399-10-2
21,بگيلان,توسعه مسير برق گيلان,24588,10554112,277331935661,26545,26982,25964,-581,-2.19,26277,-268,-1.01,25700,26982,1399-10-2
22,امين,تامين سرمايه امين,22507,23169451,263364615360,11650,11570,11370,-280,-2.4,11370,-280,-2.4,11280,11600,1399-10-2
23,وآيند,بانك  آينده,22040,145897501,3256696165107,23156,22230,22400,-756,-3.26,22322,-834,-3.6,22230,22879,1399-10-2
24,ثبهساز,بهساز كاشانه تهران,21911,102945736,287460554880,2780,2740,2800,20,0.72,2790,10,0.36,2730,2850,1399-10-2
25,غزر,صنعتي زر ماكارون,20949,3349450,197519032120,58900,60000,57700,-1200,-2.04,58970,70,0.12,56890,60500,1399-10-2
26,حكشتي,كشتيراني جمهوري اسلامي ايران,20134,48235069,1241872045290,25410,25000,26350,940,3.7,25750,340,1.34,24700,26480,1399-10-2
27,شاروم,پتروشيمي اروميه,19863,12992471,425431304765,31229,32790,32790,1561,5.0,32744,1515,4.85,32000,32790,1399-10-2
28,پتاير,ايران‌ تاير,19338,13848082,2567501342770,193660,183980,183980,-9680,-5.0,185400,-8260,-4.27,183980,193700,1399-10-2
29,وبصادر,بانك صادرات ايران,19127,413042691,1292044290180,3040,3010,3190,150,4.93,3130,90,2.96,2970,3190,1399-10-2
30,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,19058,369924049,1588621401090,4180,4100,4380,200,4.78,4290,110,2.63,4040,4380,1399-10-2
31,زدشت,كشت و صنعت دشت خرم دره,18633,22097998,1457744671510,67443,66500,64340,-3103,-4.6,65967,-1476,-2.19,63810,69300,1399-10-2
32,دانا,بيمه دانا,17475,180333113,2029743492690,10940,11480,11020,80,0.73,11260,320,2.93,10600,11480,1399-10-2
33,پيزد,مجتمع صنايع لاستيك يزد,16891,2496678,228579036188,88536,91000,91330,2794,3.16,91553,3017,3.41,89000,92960,1399-10-2
34,وبملت,بانك ملت,16522,243220607,1210869795880,4880,4770,5090,210,4.3,4980,100,2.05,4770,5090,1399-10-2
35,پترول,گروه پتروشيمي س. ايرانيان,16429,73624386,895242963570,12170,12400,12210,40,0.33,12160,-10,-0.08,11840,12460,1399-10-2
36,انرژي3,سايراشخاص بورس انرژي,16312,3137838,1190755665020,380320,386000,370000,-10320,-2.71,379480,-840,-0.22,365000,396000,1399-10-2
37,آريا,پليمر آريا ساسول,16268,2546947,470012142423,187748,184000,186000,-1748,-0.93,184539,-3209,-1.71,182011,189900,1399-10-2
38,گدنا,تهيه توزيع غذاي دنا آفرين فدك,15324,509112,22587772104,42255,44367,44367,2112,5.0,43082,827,1.96,44367,44367,1399-10-2
39,كرمان,س. توسعه و عمران استان كرمان,15267,16313319,1469048196159,89258,92500,89300,42,0.05,90052,794,0.89,87110,92500,1399-10-2
40,ذوب,سهامي ذوب آهن  اصفهان,14764,167206505,927440420035,5582,5450,5601,19,0.34,5547,-35,-0.63,5403,5749,1399-10-2
41,وپويا,سرمايه گذاري پويا,14411,25308445,208966222749,8309,8251,8230,-79,-0.95,8257,-52,-0.63,8102,8500,1399-10-2
42,فروي,ذوب روي اصفهان,13548,11772051,853228426936,69561,72780,73039,3478,5.0,72479,2918,4.19,70841,73039,1399-10-2
43,شگويا,پتروشيمي تندگويان,13521,61521803,705972627814,11505,11650,11600,95,0.83,11475,-30,-0.26,11200,11750,1399-10-2
44,ونيكي,سرمايه‌گذاري‌ ملي‌ايران‌,13366,52866373,1154144777040,20810,21850,21850,1040,5.0,21830,1020,4.9,21300,21850,1399-10-2
45,ثنوسا,نوسازي‌وساختمان‌تهران‌,12802,114457719,1823325438890,15630,14850,16410,780,4.99,15930,300,1.92,14850,16410,1399-10-2
46,وپارس,بانك‌پارسيان‌,12200,448449160,1877299310160,4010,4000,4210,200,4.99,4190,180,4.49,3940,4210,1399-10-2
47,ختوقا,قطعات‌ اتومبيل‌ ايران‌,12018,209109756,928204381920,4280,4150,4490,210,4.91,4440,160,3.74,4150,4490,1399-10-2
48,ونوين,بانك‌اقتصادنوين‌,11134,197574294,1133947797650,5550,5650,5820,270,4.86,5740,190,3.42,5570,5820,1399-10-2
49,وحكمت,بيمه حكمت صبا,11052,83932662,523366065520,6247,6434,6320,73,1.17,6236,-11,-0.18,6060,6434,1399-10-2
50,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,10921,47403640,598327246810,12840,12460,12640,-200,-1.56,12620,-220,-1.71,12420,12900,1399-10-2
51,ديران,ايران‌دارو,10857,29752813,830432985160,28860,27420,28250,-610,-2.11,27910,-950,-3.29,27420,28900,1399-10-2
52,فخوز,فولاد  خوزستان,10767,35771988,605401075340,17090,17220,16770,-320,-1.87,16920,-170,-0.99,16420,17490,1399-10-2
53,رافزا,رايان هم افزا,10730,72559,2819425063,37007,38857,38857,1850,5.0,37106,99,0.27,38857,38857,1399-10-2
54,چكاپا,گروه صنايع كاغذ پارس,10492,86785552,645335061850,7570,7360,7500,-70,-0.92,7440,-130,-1.72,7230,7680,1399-10-2
55,حسينا,توسعه خدمات دريايي وبندري سينا,9792,8149989,788879098706,98012,94600,95800,-2212,-2.26,96795,-1217,-1.24,93001,101000,1399-10-2
56,وخارزم,سرمايه گذاري خوارزمي,9520,59542034,614231993410,10260,10300,10480,220,2.14,10320,60,0.58,10100,10500,1399-10-2
57,شبريز,پالايش نفت تبريز,9386,32826000,1061928465490,30980,31000,32520,1540,4.97,32350,1370,4.42,30500,32520,1399-10-2
58,وملي,گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,9282,2447279,746821522110,310590,305000,305500,-5090,-1.64,305160,-5430,-1.75,299100,317000,1399-10-2
59,تكمبا,كمباين‌ سازي‌ ايران‌,9160,68817479,862339295900,12430,13050,12050,-380,-3.06,12530,100,0.8,11820,13050,1399-10-2
60,تملت,تامين سرمايه بانك ملت,8985,47613087,489072431640,10690,10690,10170,-520,-4.86,10270,-420,-3.93,10160,10740,1399-10-2
61,خكمك,كمك‌فنرايندامين‌,8826,16779989,732969510830,43200,41040,45270,2070,4.79,43680,480,1.11,41040,45360,1399-10-2
62,داراب,پتروشيمي داراب,8742,144353618,420951581144,2870,2727,3013,143,4.98,2916,46,1.6,2727,3013,1399-10-2
63,خصدرا,صنعتي‌ دريايي‌ ايران‌,8502,79592804,401117847252,5080,4981,5070,-10,-0.2,5040,-40,-0.79,4960,5150,1399-10-2
64,فرابورس,فرابورس ايران,8344,12072514,713532423774,59844,57550,57999,-1845,-3.08,59104,-740,-1.24,57382,61000,1399-10-2
65,فاذر,صنايع‌ آذرآب‌,8334,13614386,525451234880,39360,39500,38510,-850,-2.16,38600,-760,-1.93,37510,40000,1399-10-2
66,ثاخت,بين‌المللي‌توسعه‌ساختمان,8215,214366527,1003332176450,4510,4500,4730,220,4.88,4680,170,3.77,4350,4730,1399-10-2
67,بزاگرس,نيروگاه زاگرس كوثر,8130,48641940,580238648428,12333,11717,12140,-193,-1.56,11929,-404,-3.28,11717,12288,1399-10-2
68,تبرك,گروه كارخانجات صنعتي تبرك,8060,16129790,412892557389,25974,26470,25140,-834,-3.21,25598,-376,-1.45,25000,26950,1399-10-2
69,بپاس,بيمه پاسارگاد,8019,6669406,705210470283,101392,106461,105000,3608,3.56,105738,4346,4.29,102600,106461,1399-10-2
70,هاي وب,داده گسترعصرنوين-هاي وب,7992,22324845,663262045830,30010,29970,29710,-300,-1.0,29710,-300,-1.0,29090,30610,1399-10-2
71,بكهنوج,توليد برق ماهتاب كهنوج,7928,136067405,377829348144,2784,2720,2800,16,0.57,2777,-7,-0.25,2701,2860,1399-10-2
72,غمينو,شركت صنايع غذايي مينو شرق,7853,24176812,388187464091,16545,15718,16450,-95,-0.57,16056,-489,-2.96,15718,16840,1399-10-2
73,ماديرا,صنايع ماشين هاي اداري ايران,7777,15480696,478926696632,31922,31400,30800,-1122,-3.51,30937,-985,-3.09,30326,32290,1399-10-2
74,سيمرغ,سيمرغ,7769,22312488,490127218350,21080,22130,21500,420,1.99,21970,890,4.22,21310,22130,1399-10-2
75,قثابت,قند ثابت‌ خراسان‌,7754,9546101,841897024410,86930,90780,86250,-680,-0.78,88190,1260,1.45,86250,91000,1399-10-2
76,لكما,كارخانجات‌مخابراتي‌ايران‌,7730,69187104,528553308672,7575,7348,7800,225,2.97,7639,64,0.84,7348,7802,1399-10-2
77,فارس,صنايع پتروشيمي خليج فارس,7581,23304963,301030664410,13270,12810,12870,-400,-3.01,12920,-350,-2.64,12720,13210,1399-10-2
78,دشيمي,شيمي‌ داروئي‌ داروپخش‌,7442,10345891,854918449050,81720,77640,85800,4080,4.99,82630,910,1.11,77640,85800,1399-10-2
79,صبا,سرمايه گذاري صبا تامين,7417,21435852,184346074337,8606,8540,8610,4,0.05,8600,-6,-0.07,8444,8790,1399-10-2
80,وساپا,سرمايه‌گذاري‌ سايپا,7392,67999626,582921249630,8270,8280,8680,410,4.96,8570,300,3.63,8150,8680,1399-10-2
81,لپارس,پارس‌ الكتريك‌,7389,2720951,394266850250,144890,144880,146960,2070,1.43,144900,10,0.01,138000,149450,1399-10-2
