,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,فولاد,فولاد مباركه اصفهان,100132,650651559,10573015247380,16830,17500,16700,-130,-0.77,16250,-580,-3.45,15990,17670,1399-6-3
1,فملي,ملي‌ صنايع‌ مس‌ ايران‌,86625,286958570,7958826399360,27060,28410,28410,1350,4.99,27740,680,2.51,26240,28410,1399-6-3
2,وتجارت,بانك تجارت,84911,3251044446,9260044085420,2960,2900,2980,20,0.68,2850,-110,-3.72,2820,2990,1399-6-3
3,شستا,سرمايه گذاري تامين اجتماعي,59076,383256564,15886906120470,43630,41450,41450,-2180,-5.0,41450,-2180,-5.0,41450,45810,1399-6-3
4,آبادا,توليد نيروي برق آبادان,52605,11455862,345623356800,31750,30170,30170,-1580,-4.98,30170,-1580,-4.98,30170,30180,1399-6-3
5,شبندر,پالايش نفت بندرعباس,47000,185680271,7125073892900,40040,41000,39900,-140,-0.35,38370,-1670,-4.17,38040,41870,1399-6-3
6,وبصادر,بانك صادرات ايران,45800,1968425645,6358063433250,3370,3420,3350,-20,-0.59,3230,-140,-4.15,3210,3430,1399-6-3
7,شپنا,پالايش نفت اصفهان,42486,352254175,11846869051930,35340,33800,33580,-1760,-4.98,33630,-1710,-4.84,33580,35000,1399-6-3
8,دارا يكم,صندوق واسطه گري مالي يكم-سهام,42232,8940162,1553104762500,177230,185000,177300,70,0.04,173720,-3510,-1.98,165200,185200,1399-6-3
9,صبا,سرمايه گذاري صبا تامين,24949,74252681,2200320389366,31036,31036,29900,-1136,-3.66,29633,-1403,-4.52,29485,32490,1399-6-3
10,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,24160,322187658,5171382092000,16880,16210,16080,-800,-4.74,16050,-830,-4.92,16040,16800,1399-6-3
11,امين,تامين سرمايه امين,19947,3115816,42094674160,12870,13510,13510,640,4.97,13350,480,3.73,13510,13510,1399-6-3
12,شتران,پالايش نفت تهران,19153,127166135,4228382394930,34960,33220,33220,-1740,-4.98,33250,-1710,-4.89,33220,34700,1399-6-3
13,ثبهساز,بهساز كاشانه تهران,15328,19716959,58165029050,2810,2950,2950,140,4.98,2950,140,4.98,2950,2950,1399-6-3
14,فارس,صنايع پتروشيمي خليج فارس,14335,120080601,3016065123190,26320,25500,25010,-1310,-4.98,25120,-1200,-4.56,25010,27120,1399-6-3
15,فخوز,فولاد  خوزستان,13464,63378978,2504132816320,39610,41390,41590,1980,5.0,39510,-100,-0.25,37630,41590,1399-6-3
16,گدنا,تهيه توزيع غذاي دنا آفرين فدك,12516,146749,932883393,6055,6357,6357,302,4.99,6060,5,0.08,6357,6357,1399-6-3
17,ولپارس,ليزينگ پارسيان,12405,2704502,10060747440,3550,3720,3720,170,4.79,3580,30,0.85,3720,3720,1399-6-3
18,زملارد,كشاورزي و دامپروري ملارد شير,11763,2324522,55202748456,22618,23748,23748,1130,5.0,23748,1130,5.0,23748,23748,1399-6-3
19,بگيلان,توسعه مسير برق گيلان,10994,543932,16003023372,28020,29421,29421,1401,5.0,28438,418,1.49,29421,29421,1399-6-3
20,تاپيكو,س. نفت و گاز و پتروشيمي تأمين,10942,126189371,2293217173360,19060,18520,18130,-930,-4.88,18170,-890,-4.67,18110,19160,1399-6-3
21,ومعادن,توسعه‌معادن‌وفلزات‌,10013,138335027,2096795068850,15770,15310,15900,130,0.82,15160,-610,-3.87,14990,16550,1399-6-3
22,وصنعت,سرمايه گذاري توسعه صنعت وتجارت,9303,110133380,1182024952550,11270,10710,10710,-560,-4.97,10730,-540,-4.79,10710,11100,1399-6-3
23,وبانك,سرمايه گذاري گروه توسعه ملي,8894,105430806,2138028871200,21240,21550,20180,-1060,-4.99,20280,-960,-4.52,20180,21970,1399-6-3
24,ذوب,سهامي ذوب آهن  اصفهان,8440,78314244,543135562279,7298,6934,6934,-364,-4.99,6935,-363,-4.97,6934,7020,1399-6-3
25,رافزا,رايان هم افزا,8409,49308,1380278844,26660,27993,27993,1333,5.0,26695,35,0.13,27993,27993,1399-6-3
26,فسپا,گروه‌صنعتي‌سپاهان‌,7202,21165534,1347265982800,60750,61700,63780,3030,4.99,63650,2900,4.77,61700,63780,1399-6-3
27,تملت,تامين سرمايه بانك ملت,6916,60956639,997949056320,17230,16370,16370,-860,-4.99,16370,-860,-4.99,16370,17100,1399-6-3
28,ونيكي,سرمايه‌گذاري‌ ملي‌ايران‌,6911,28542058,1208733400710,43590,44000,41420,-2170,-4.98,42350,-1240,-2.84,41420,45000,1399-6-3
29,بجهرم,توسعه مولد نيروگاهي جهرم,6515,62683857,341009293462,5726,5440,5440,-286,-4.99,5440,-286,-4.99,5440,5490,1399-6-3
