,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,ثبهساز,بهساز كاشانه تهران,276164,622821469,2916859626120,4670,4570,4700,30,0.64,4680,10,0.21,4440,4900,1399-6-29
1,زملارد,كشاورزي و دامپروري ملارد شير,184586,10526991,426877122284,39579,40852,41557,1978,5.0,40551,972,2.46,37601,41557,1399-6-29
2,آريا,پليمر آريا ساسول,177347,29986676,5413828724458,174985,174980,183734,8749,5.0,180541,5556,3.18,166850,183734,1399-6-29
3,بپيوند,برق و انرژي پيوندگستر پارس,158165,39415551,1180453042908,28524,29950,29950,1426,5.0,29949,1425,5.0,29583,29950,1399-6-29
4,فملي,ملي‌ صنايع‌ مس‌ ايران‌,123678,266234377,9881348478240,36990,36900,36450,-540,-1.46,37120,130,0.35,35300,38630,1399-6-29
5,دارا يكم,صندوق واسطه گري مالي يكم-سهام,123429,46103199,10835748908650,245150,238000,227300,-17850,-7.28,235030,-10120,-4.13,222010,249900,1399-6-29
6,امين,تامين سرمايه امين,121624,42309184,632519421070,15660,14880,14880,-780,-4.98,14950,-710,-4.53,14880,15300,1399-6-29
7,سيتا,سرمايه گذاري سيمان تامين,95422,53620327,1128025749810,22060,21000,20960,-1100,-4.99,21040,-1020,-4.62,20960,21600,1399-6-29
8,فولاد,فولاد مباركه اصفهان,78858,441572984,9420821063580,20550,21380,21160,610,2.97,21330,780,3.8,20500,21570,1399-6-29
9,وتجارت,بانك تجارت,68673,1240331005,4408476592400,3590,3590,3480,-110,-3.06,3550,-40,-1.11,3420,3740,1399-6-29
10,رافزا,رايان هم افزا,60011,353331,10587563415,28539,29965,29965,1426,5.0,28827,288,1.01,29965,29965,1399-6-29
