,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,شستا,سرمايه گذاري تامين اجتماعي,62322,150678155,3821510082760,25490,26600,24870,-620,-2.43,25360,-130,-0.51,24550,26640,1399-9-30
1,پالايش,صندوق پالايشي يکم-سهام,58183,21667726,1976241518650,94760,94500,89300,-5460,-5.76,91210,-3550,-3.75,89020,95060,1399-9-30
2,بپيوند,برق و انرژي پيوندگستر پارس,48252,71073063,2359319702568,32559,34000,32400,-159,-0.49,33196,637,1.96,31000,34420,1399-9-30
3,شپنا,پالايش نفت اصفهان,44682,228143913,3358559161350,15320,15310,14560,-760,-4.96,14720,-600,-3.92,14560,15450,1399-9-30
4,خودرو,ايران‌ خودرو,44085,992705258,3484631624820,3660,3670,3480,-180,-4.92,3510,-150,-4.1,3480,3680,1399-9-30
5,فملي,ملي‌ صنايع‌ مس‌ ايران‌,39209,140360581,2231155559790,15700,15940,15920,220,1.4,15900,200,1.27,15220,16320,1399-9-30
6,وسپهر,سرمايه گذاري مالي سپهرصادرات,38496,200003595,2298342314648,11691,11604,11230,-461,-3.94,11492,-199,-1.7,11150,11654,1399-9-30
7,وتجارت,بانك تجارت,34744,863232917,2925625448000,3500,3560,3350,-150,-4.29,3390,-110,-3.14,3330,3560,1399-9-30
8,دارا يكم,صندوق واسطه گري مالي يكم-سهام,32677,9801529,1727216909710,180720,180800,175040,-5680,-3.14,176220,-4500,-2.49,173500,180880,1399-9-30
9,فولاد,فولاد مباركه اصفهان,30196,183053486,2656415847450,14600,14800,14520,-80,-0.55,14510,-90,-0.62,14160,14880,1399-9-30
10,بوعلي,پتروشيمي بوعلي سينا,29029,5705781,316784961120,52880,55520,55520,2640,4.99,55520,2640,4.99,55520,55520,1399-9-30
11,دي,بانك دي,27011,50746599,2311738611216,46154,47990,44900,-1254,-2.72,45555,-599,-1.3,44000,47990,1399-9-30
12,خساپا,سايپا,26998,669744431,1718206414730,2670,2680,2540,-130,-4.87,2570,-100,-3.75,2540,2690,1399-9-30
13,زدشت,كشت و صنعت دشت خرم دره,26030,36684145,2492605581193,64891,66623,69290,4399,6.78,67948,3057,4.71,62020,70930,1399-9-30
14,سيتا,سرمايه گذاري سيمان تامين,22832,30669172,511156011430,17030,17130,16600,-430,-2.52,16670,-360,-2.11,16500,17350,1399-9-30
15,وكبهمن,مديريت سرمايه گذاري كوثربهمن,22159,3222958,56998012230,16843,17685,17685,842,5.0,17685,842,5.0,17685,17685,1399-9-30
