,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,سپيدار,سپيدار سيستم آسيا,89753,8984842,619585931717,66078,68996,66490,412,0.62,68959,2881,4.36,66181,70042,1399-12-25
1,بركت,گروه دارويي بركت,63674,146015633,5095302654920,34170,34050,34400,230,0.67,34900,730,2.14,33800,36100,1399-12-25
2,پالايش,صندوق پالايشي يکم-سهام,57632,60865411,5136127176110,84910,82810,83360,-1550,-1.83,84380,-530,-0.62,81900,86300,1399-12-25
3,دي,بانك دي,52946,238239033,4642400679004,18813,18437,19941,1128,6.0,19486,673,3.58,18437,19941,1399-12-25
4,چخزر,صنايع چوب خزر كاسپين,44238,8319151,495535839476,58845,60500,57669,-1176,-2.0,59566,721,1.23,57669,62010,1399-12-25
5,غزر,صنعتي زر ماكارون,42572,37986966,1040484300400,26380,25860,27960,1580,5.99,27390,1010,3.83,25860,27960,1399-12-25
6,اپال,فرآوري معدني اپال كاني پارس,39619,63189906,1132448576850,17820,18000,18070,250,1.4,17920,100,0.56,17470,18290,1399-12-25
7,كزغال,زغال سنگ پروده طبس,38254,28244440,1047255480673,37010,36270,36800,-210,-0.57,37078,68,0.18,36270,38800,1399-12-25
8,دارا يكم,صندوق واسطه گري مالي يكم-سهام,34689,26152295,3812806865820,147810,143700,144180,-3630,-2.46,145790,-2020,-1.37,142500,148480,1399-12-25
9,خودرو,ايران‌ خودرو,26026,790889165,1954376051850,2500,2490,2450,-50,-2.0,2470,-30,-1.2,2450,2530,1399-12-25
10,شپنا,پالايش نفت اصفهان,25022,153750278,2071678172170,13190,13100,13440,250,1.9,13470,280,2.12,12930,13890,1399-12-25
11,خساپا,سايپا,21422,811153944,1827359921270,2260,2250,2230,-30,-1.33,2250,-10,-0.44,2220,2320,1399-12-25
12,فملي,ملي‌ صنايع‌ مس‌ ايران‌,15548,73332728,924769222550,12570,12330,12570,0,0.0,12610,40,0.32,12330,12830,1399-12-25
13,بوعلي,پتروشيمي بوعلي سينا,13674,7530979,328555852310,42910,42500,44070,1160,2.7,43630,720,1.68,42300,44500,1399-12-25
14,حكشتي,كشتيراني جمهوري اسلامي ايران,13648,64256605,1233361007350,19480,19100,19380,-100,-0.51,19190,-290,-1.49,19100,19690,1399-12-25
