,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,شستا,سرمايه گذاري تامين اجتماعي,130606,320673802,9734740615870,29480,30700,30020,540,1.83,30360,880,2.99,29550,30950,1399-9-10
1,دارا يكم,صندوق واسطه گري مالي يكم-سهام,111335,57409663,11796756522550,194890,199990,208300,13410,6.88,205480,10590,5.43,199000,213000,1399-9-10
2,خودرو,ايران‌ خودرو,99843,2399161743,9968056990300,4000,4110,4110,110,2.75,4150,150,3.75,4060,4200,1399-9-10
3,شپنا,پالايش نفت اصفهان,91204,422673734,7855908189830,18560,18790,18310,-250,-1.35,18590,30,0.16,18140,18990,1399-9-10
4,فولاد,فولاد مباركه اصفهان,69404,465357397,6629114882960,13740,13880,14280,540,3.93,14250,510,3.71,13750,14420,1399-9-10
5,بپيوند,برق و انرژي پيوندگستر پارس,67297,89164609,2525671886879,27636,28800,27030,-606,-2.19,28326,690,2.5,27000,29890,1399-9-10
6,وتجارت,بانك تجارت,62834,2224157918,8886231037700,3810,3970,4000,190,4.99,4000,190,4.99,3860,4000,1399-9-10
7,وسپهر,سرمايه گذاري مالي سپهرصادرات,51670,137842364,1665159614645,11776,12346,11940,164,1.39,12080,304,2.58,11850,12346,1399-9-10
8,گدنا,تهيه توزيع غذاي دنا آفرين فدك,46988,13557075,344988888694,24291,25505,25505,1214,5.0,25447,1156,4.76,24374,25505,1399-9-10
9,ثاميد,توسعه و عمران اميد,44702,359162580,861685877840,2410,2440,2350,-60,-2.49,2400,-10,-0.41,2340,2490,1399-9-10
10,بركت,گروه دارويي بركت,42973,139137545,2517988217900,18450,18700,17720,-730,-3.96,18100,-350,-1.9,17530,18800,1399-9-10
11,سيتا,سرمايه گذاري سيمان تامين,40246,66786965,1212141560770,18060,18490,17830,-230,-1.27,18150,90,0.5,17800,18740,1399-9-10
