,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,دارا يكم,صندوق واسطه گري مالي يكم-سهام,63719,21928525,4043856702510,198750,189100,181240,-17510,-8.81,184410,-14340,-7.22,180120,191200,1399-7-28
1,وسپهر,سرمايه گذاري مالي سپهرصادرات,41084,91986507,1223087843461,13968,13405,13270,-698,-5.0,13296,-672,-4.81,13270,13669,1399-7-28
2,بگيلان,توسعه مسير برق گيلان,28527,6859238,187284734400,28354,27200,26937,-1417,-5.0,27304,-1050,-3.7,26937,28354,1399-7-28
3,گدنا,تهيه توزيع غذاي دنا آفرين فدك,24863,283391,4114837320,13829,14520,14520,691,5.0,13882,53,0.38,14520,14520,1399-7-28
4,شاروم,پتروشيمي اروميه,23894,3596974,67414486708,17850,18742,18742,892,5.0,18742,892,5.0,18742,18742,1399-7-28
5,بپيوند,برق و انرژي پيوندگستر پارس,21165,7358295,157956821715,22297,22600,21183,-1114,-5.0,21466,-831,-3.73,21183,22600,1399-7-28
6,ولپارس,ليزينگ پارسيان,17498,1305562,5966418340,4360,4570,4570,210,4.82,4380,20,0.46,4570,4570,1399-7-28
7,آريا,پليمر آريا ساسول,17105,4250943,682381758749,168572,162000,160144,-8428,-5.0,160525,-8047,-4.77,160144,165000,1399-7-28
8,فولاد,فولاد مباركه اصفهان,14565,120498847,1865322151560,16290,15480,15480,-810,-4.97,15480,-810,-4.97,15480,15480,1399-7-28
9,صباح,ح . سرمايه گذاري صبا تامين,12022,87751082,581633944263,6976,6628,6628,-348,-4.99,6628,-348,-4.99,6628,6700,1399-7-28
10,امين,تامين سرمايه امين,10979,8890235,104190364230,12290,11800,11680,-610,-4.96,11720,-570,-4.64,11680,12190,1399-7-28
11,رافزا,رايان هم افزا,10891,63499,2127851490,31915,33510,33510,1595,5.0,31979,64,0.2,33510,33510,1399-7-28
12,سيتا,سرمايه گذاري سيمان تامين,10827,13999728,253711433000,18980,18250,18040,-940,-4.95,18120,-860,-4.53,18040,18800,1399-7-28
13,فارس,صنايع پتروشيمي خليج فارس,10189,52748631,1531868518210,30120,30980,29100,-1020,-3.39,29040,-1080,-3.59,28620,30980,1399-7-28
14,فملي,ملي‌ صنايع‌ مس‌ ايران‌,9080,56467150,1403208677500,26150,24850,24850,-1300,-4.97,24850,-1300,-4.97,24850,24850,1399-7-28
15,وبملت,بانك ملت,8633,231963957,1260121555160,5710,5430,5430,-280,-4.9,5430,-280,-4.9,5430,5500,1399-7-28
16,كاما,باما,7741,4017808,775603799260,199160,197200,189210,-9950,-5.0,193040,-6120,-3.07,189210,200000,1399-7-28
17,غزر,صنعتي زر ماكارون,7046,861283,40868816340,49940,47450,47450,-2490,-4.99,47710,-2230,-4.47,47450,47500,1399-7-28
