,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,كزغال,زغال سنگ پروده طبس,54114,5430773,159833080163,27766,29431,29431,1665,6.0,29431,1665,6.0,29431,29431,1399-11-28
1,بركت,گروه دارويي بركت,36994,125728572,3414630881090,25910,27100,27460,1550,5.98,27160,1250,4.82,26030,27460,1399-11-28
2,فملي,ملي‌ صنايع‌ مس‌ ايران‌,20758,176891974,2171537293670,12460,12550,12220,-240,-1.93,12280,-180,-1.44,12220,12710,1399-11-28
3,شبندر,پالايش نفت بندرعباس,18389,103307563,2608291860980,25610,26170,25110,-500,-1.95,25250,-360,-1.41,25100,26400,1399-11-28
4,گدنا,تهيه توزيع غذاي دنا آفرين فدك,17856,1723345,58369695150,31953,33870,33870,1917,6.0,33805,1852,5.8,33870,33870,1399-11-28
5,وسپهر,سرمايه گذاري مالي سپهرصادرات,14070,44558774,450061849107,10100,10102,10102,2,0.02,10100,0,0.0,10100,10103,1399-11-28
6,شاروم,پتروشيمي اروميه,12741,11797909,252620174897,21529,21300,21250,-279,-1.3,21412,-117,-0.54,21099,22250,1399-11-28
7,فولاد,فولاد مباركه اصفهان,12141,118544579,1472999894920,12660,12550,12470,-190,-1.5,12430,-230,-1.82,12410,12700,1399-11-28
8,خساپا,سايپا,11449,531284038,1346404871260,2580,2580,2530,-50,-1.94,2530,-50,-1.94,2530,2580,1399-11-28
9,زملارد,كشاورزي و دامپروري ملارد شير,11266,3902913,151347182654,36950,37400,39167,2217,6.0,38778,1828,4.95,37400,39167,1399-11-28
10,حريل,ريل پردازسير,10901,141786494,886614179824,6059,6190,6178,119,1.96,6253,194,3.2,6000,6422,1399-11-28
11,غزر,صنعتي زر ماكارون,10565,6393023,177269566580,28030,27470,27470,-560,-2.0,27730,-300,-1.07,27470,28650,1399-11-28
12,ولپارس,ليزينگ پارسيان,9390,14925711,78499358600,5340,5250,5250,-90,-1.69,5260,-80,-1.5,5240,5340,1399-11-28
13,سيتا,سرمايه گذاري سيمان تامين,8604,16289338,244443002490,15010,15010,15020,10,0.07,15010,0,0.0,15000,15050,1399-11-28
14,امين,تامين سرمايه امين,7741,5057556,52637088600,10400,10400,10420,20,0.19,10410,10,0.1,10400,10480,1399-11-28
15,پالايش,صندوق پالايشي يکم-سهام,7534,6275335,578671561320,96050,92220,92210,-3840,-4.0,92210,-3840,-4.0,92210,92250,1399-11-28
16,غگل,گلوكوزان‌,7532,91571589,346375436900,3760,3810,3840,80,2.13,3780,20,0.53,3690,3890,1399-11-28
17,فزرين,زرين معدن آسيا,7483,30170466,878220766321,27921,29000,29596,1675,6.0,29109,1188,4.25,28010,29596,1399-11-28
18,وكبهمن,مديريت سرمايه گذاري كوثربهمن,7093,3965973,52889751916,13585,13320,13314,-271,-1.99,13336,-249,-1.83,13314,13700,1399-11-28
