,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,پالايش,صندوق پالايشي يکم-سهام,139912,125848780,10930725755420,79870,87850,84990,5120,6.41,86860,6990,8.75,82510,87850,1399-11-7
1,دارا يكم,صندوق واسطه گري مالي يكم-سهام,122499,81140083,12336018070260,150310,157500,143600,-6710,-4.46,152030,1720,1.14,140070,162590,1399-11-7
2,شپنا,پالايش نفت اصفهان,58557,677867538,7585034137260,10890,11430,10690,-200,-1.84,11190,300,2.75,10670,11430,1399-11-7
3,شتران,پالايش نفت تهران,53986,481162403,4418108068670,8940,9380,8730,-210,-2.35,9180,240,2.68,8610,9380,1399-11-7
4,شستا,سرمايه گذاري تامين اجتماعي,36907,163879661,3599616833120,22600,22900,21470,-1130,-5.0,21960,-640,-2.83,21470,23270,1399-11-7
5,فخوز,فولاد  خوزستان,34290,48568676,655302874440,13430,13400,13000,-430,-3.2,13490,60,0.45,12770,14100,1399-11-7
6,سپيدار,سپيدار سيستم آسيا,28955,186445,9907314410,50608,53138,53138,2530,5.0,51037,429,0.85,53138,53138,1399-11-7
7,فولاد,فولاد مباركه اصفهان,25865,133965745,1564647132020,11790,11890,11300,-490,-4.16,11680,-110,-0.93,11210,12150,1399-11-7
8,شبندر,پالايش نفت بندرعباس,23794,113555743,2541637051440,22570,23400,21450,-1120,-4.96,22380,-190,-0.84,21450,23680,1399-11-7
9,بوعلي,پتروشيمي بوعلي سينا,23112,9766182,424030910390,44840,43710,42740,-2100,-4.68,43420,-1420,-3.17,42660,45750,1399-11-7
10,خودرو,ايران‌ خودرو,21935,690341038,1844200416390,2750,2790,2620,-130,-4.73,2670,-80,-2.91,2620,2830,1399-11-7
11,خساپا,سايپا,21492,888935085,1930270688740,2240,2260,2130,-110,-4.91,2170,-70,-3.13,2130,2290,1399-11-7
12,چخزر,صنايع چوب خزر كاسپين,19591,383394,22918143138,56931,59777,59777,2846,5.0,58025,1094,1.92,59777,59777,1399-11-7
13,شاروم,پتروشيمي اروميه,18307,24249518,550403629178,21760,21324,22848,1088,5.0,22698,938,4.31,21324,22848,1399-11-7
14,فملي,ملي‌ صنايع‌ مس‌ ايران‌,16105,89064877,973188431210,11220,11530,10660,-560,-4.99,10930,-290,-2.58,10660,11530,1399-11-7
15,غزر,صنعتي زر ماكارون,15174,9140977,250479784150,26210,27470,27520,1310,5.0,27400,1190,4.54,26500,27520,1399-11-7
16,سيتا,سرمايه گذاري سيمان تامين,14816,37261539,560444157510,15560,15060,15000,-560,-3.6,15040,-520,-3.34,15000,15450,1399-11-7
17,آبادا,توليد نيروي برق آبادان,13593,11300521,193262325810,17130,17550,16640,-490,-2.86,17100,-30,-0.18,16400,17890,1399-11-7
18,غگل,گلوكوزان‌,11545,148624616,600964122880,4080,4000,4190,110,2.7,4040,-40,-0.98,3880,4250,1399-11-7
19,وبصادر,بانك صادرات ايران,11098,312670276,833277748180,2730,2790,2600,-130,-4.76,2670,-60,-2.2,2600,2800,1399-11-7
20,پترول,گروه پتروشيمي س. ايرانيان,10506,67659295,695089856770,10540,10850,10020,-520,-4.93,10270,-270,-2.56,10020,10850,1399-11-7
21,وپارس,بانك‌پارسيان‌,10277,353728190,1085878787070,3140,3180,2990,-150,-4.78,3070,-70,-2.23,2990,3250,1399-11-7
22,بپيوند,برق و انرژي پيوندگستر پارس,10040,16989353,276471091930,17099,16600,16245,-854,-4.99,16273,-826,-4.83,16245,16890,1399-11-7
23,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,9858,269299989,798958273280,3090,3060,2940,-150,-4.85,2970,-120,-3.88,2940,3100,1399-11-7
