,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,پالايش,صندوق پالايشي يکم-سهام,157053,82845166,8629808131030,100140,100010,105180,5040,5.03,104170,4030,4.02,100000,108000,1399-9-23
1,شستا,سرمايه گذاري تامين اجتماعي,82830,172058561,4807659188390,28880,28100,27700,-1180,-4.09,27940,-940,-3.25,27580,28480,1399-9-23
2,خودرو,ايران‌ خودرو,69566,1312021282,5130617189490,4070,3970,3880,-190,-4.67,3910,-160,-3.93,3870,4070,1399-9-23
3,شپنا,پالايش نفت اصفهان,60037,377202611,6776045119480,17480,16900,18350,870,4.98,17960,480,2.75,16760,18350,1399-9-23
4,وسپهر,سرمايه گذاري مالي سپهرصادرات,55143,159729998,1916282308129,12513,12220,11888,-625,-4.99,11997,-516,-4.12,11888,12400,1399-9-23
5,بپيوند,برق و انرژي پيوندگستر پارس,53295,64399406,2089853817453,32766,31800,33280,514,1.57,32451,-315,-0.96,30510,33800,1399-9-23
6,فولاد,فولاد مباركه اصفهان,51027,277490489,4192208127680,15160,15200,14880,-280,-1.85,15110,-50,-0.33,14800,15460,1399-9-23
7,وتجارت,بانك تجارت,50321,916981711,3386774785500,3830,3730,3680,-150,-3.92,3690,-140,-3.66,3640,3800,1399-9-23
8,خساپا,سايپا,49809,1282306700,3818467156470,3110,3030,2960,-150,-4.82,2980,-130,-4.18,2960,3090,1399-9-23
9,فملي,ملي‌ صنايع‌ مس‌ ايران‌,49303,165469019,2649326401830,16660,16320,15830,-830,-4.98,16010,-650,-3.9,15830,16440,1399-9-23
10,دارا يكم,صندوق واسطه گري مالي يكم-سهام,39213,15078577,2776366327270,188600,185790,184220,-4380,-2.32,184130,-4470,-2.37,182490,186040,1399-9-23
11,شتران,پالايش نفت تهران,36142,194411591,2703117820260,13570,13210,14240,670,4.94,13900,330,2.43,12970,14240,1399-9-23
12,سيتا,سرمايه گذاري سيمان تامين,35530,68194719,1294045309580,18860,18550,18660,-200,-1.06,18980,120,0.64,18200,19600,1399-9-23
13,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,35485,529503557,2774023642510,5160,5160,5190,30,0.58,5240,80,1.55,4980,5400,1399-9-23
14,ثاميد,توسعه و عمران اميد,32540,266154287,672596401940,2580,2520,2480,-100,-3.88,2530,-50,-1.94,2460,2620,1399-9-23
15,ذوب,سهامي ذوب آهن  اصفهان,31835,407154596,2487019748126,5903,6000,6070,167,2.83,6108,205,3.47,5810,6198,1399-9-23
16,شبندر,پالايش نفت بندرعباس,31195,121647906,4038099716380,32120,31500,33720,1600,4.98,33190,1070,3.33,31010,33720,1399-9-23
17,دي,بانك دي,30799,50011928,2548658420795,52879,52879,50236,-2643,-5.0,50961,-1918,-3.63,50236,52880,1399-9-23
18,وبصادر,بانك صادرات ايران,28913,549172328,1938084173240,3690,3590,3510,-180,-4.88,3530,-160,-4.34,3510,3610,1399-9-23
19,ثبهساز,بهساز كاشانه تهران,27892,224061826,710551311450,3220,3140,3120,-100,-3.11,3170,-50,-1.55,3070,3300,1399-9-23
20,بركت,گروه دارويي بركت,27315,122638191,2765328487270,21790,20810,22870,1080,4.96,22550,760,3.49,20810,22870,1399-9-23
21,زملارد,كشاورزي و دامپروري ملارد شير,25518,5915664,282473739079,46063,46063,48366,2303,5.0,47750,1687,3.66,43760,48366,1399-9-23
22,بگيلان,توسعه مسير برق گيلان,23329,9376181,264916035891,29375,28122,27907,-1468,-5.0,28254,-1121,-3.82,27907,28950,1399-9-23
23,آبادا,توليد نيروي برق آبادان,20889,12156818,243132962580,20920,20900,19880,-1040,-4.97,20000,-920,-4.4,19880,20900,1399-9-23
24,پترول,گروه پتروشيمي س. ايرانيان,20764,99375107,1335608912140,13890,13750,13310,-580,-4.18,13440,-450,-3.24,13200,13920,1399-9-23
25,امين,تامين سرمايه امين,20737,19555737,234494258720,12420,12170,11890,-530,-4.27,11990,-430,-3.46,11860,12350,1399-9-23
26,پتاير,ايران‌ تاير,20467,8807665,1744095900150,195830,197500,193990,-1840,-0.94,198020,2190,1.12,185000,207970,1399-9-23
