,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,پالايش,صندوق پالايشي يکم-سهام,110693,118431343,9809764724580,80430,77220,86880,6450,8.02,82830,2400,2.98,77220,88200,1399-12-5
1,دارا يكم,صندوق واسطه گري مالي يكم-سهام,71510,54387256,7555803781310,136150,130710,145490,9340,6.86,138930,2780,2.04,130710,148800,1399-12-5
2,كزغال,زغال سنگ پروده طبس,53521,19744009,591571053154,30573,29962,29962,-611,-2.0,29962,-611,-2.0,29962,29970,1399-12-5
3,فملي,ملي‌ صنايع‌ مس‌ ايران‌,38589,253881537,3339724266150,12670,12600,13430,760,6.0,13150,480,3.79,12600,13430,1399-12-5
4,شستا,سرمايه گذاري تامين اجتماعي,34085,142028013,2911867303380,20760,20350,20800,40,0.19,20500,-260,-1.25,20350,21100,1399-12-5
5,بوعلي,پتروشيمي بوعلي سينا,31384,5345511,228679453000,41940,42000,43260,1320,3.15,42780,840,2.0,42000,43700,1399-12-5
6,وسپهر,سرمايه گذاري مالي سپهرصادرات,25161,46998866,474836507079,10100,10100,10199,99,0.98,10103,3,0.03,10100,10200,1399-12-5
7,فولاد,فولاد مباركه اصفهان,22624,134965921,1594495542540,11650,11430,12170,520,4.46,11810,160,1.37,11420,12280,1399-12-5
8,شتران,پالايش نفت تهران,21529,186815208,1681414305760,9080,8900,9110,30,0.33,9000,-80,-0.88,8900,9350,1399-12-5
9,خساپا,سايپا,20414,1030086562,2481266848140,2440,2400,2430,-10,-0.41,2410,-30,-1.23,2400,2460,1399-12-5
10,شبندر,پالايش نفت بندرعباس,19559,93202086,2277501298810,24520,24030,24970,450,1.84,24440,-80,-0.33,24030,25350,1399-12-5
11,وكبهمن,مديريت سرمايه گذاري كوثربهمن,16093,4765072,58732553540,12556,12305,12453,-103,-0.82,12326,-230,-1.83,12305,12556,1399-12-5
12,خودرو,ايران‌ خودرو,16041,504496862,1349351892570,2720,2670,2670,-50,-1.84,2670,-50,-1.84,2670,2720,1399-12-5
13,سيتا,سرمايه گذاري سيمان تامين,15739,20130420,302590539290,15000,15000,15010,10,0.07,15030,30,0.2,15000,15280,1399-12-5
14,وتجارت,بانك تجارت,15683,564341258,1543853298220,2780,2730,2740,-40,-1.44,2740,-40,-1.44,2730,2790,1399-12-5
15,امين,تامين سرمايه امين,13313,7570411,78743284390,10400,10400,10400,0,0.0,10400,0,0.0,10400,10420,1399-12-5
16,آريا,پليمر آريا ساسول,12028,2923003,217490875703,73392,72200,75800,2408,3.28,74407,1015,1.38,72020,76500,1399-12-5
17,وپارس,بانك‌پارسيان‌,12011,794256007,2648614941950,3370,3310,3400,30,0.89,3330,-40,-1.19,3310,3460,1399-12-5
18,رافزا,رايان هم افزا,11185,65287,2928970681,42324,44863,44863,2539,6.0,42463,139,0.33,44863,44863,1399-12-5
19,بگيلان,توسعه مسير برق گيلان,11009,2048134,41586248312,20499,20090,20162,-337,-1.64,20331,-168,-0.82,20090,20900,1399-12-5
20,شاروم,پتروشيمي اروميه,10310,9764764,194275884211,20202,19798,19940,-262,-1.3,19896,-306,-1.51,19798,20490,1399-12-5
21,پترول,گروه پتروشيمي س. ايرانيان,9472,44636164,421452567120,9420,9240,9700,280,2.97,9440,20,0.21,9240,9850,1399-12-5
22,بپيوند,برق و انرژي پيوندگستر پارس,9280,6161077,90330388493,14922,14624,14631,-291,-1.95,14661,-261,-1.75,14624,14920,1399-12-5
23,وخارزم,سرمايه گذاري خوارزمي,8996,72914437,617581619420,8570,8400,8590,20,0.23,8470,-100,-1.17,8400,8750,1399-12-5
24,آوا,صندوق س.سهام آواي معيار-س,8307,80812406,559909346095,6669,6450,7192,523,7.84,6929,260,3.9,6421,7300,1399-12-5
25,شگويا,پتروشيمي تندگويان,7952,33090780,269473675050,8101,7939,8385,284,3.51,8143,42,0.52,7939,8500,1399-12-5
26,وبملت,بانك ملت,7629,233994204,895735009990,3880,3810,3820,-60,-1.55,3830,-50,-1.29,3810,3900,1399-12-5
27,انرژي3,سايراشخاص بورس انرژي,7538,2225973,615728014200,281160,275540,278400,-2760,-0.98,276610,-4550,-1.62,275540,285870,1399-12-5
28,وبصادر,بانك صادرات ايران,7432,255735789,640404268830,2550,2500,2510,-40,-1.57,2500,-50,-1.96,2500,2550,1399-12-5
29,شبريز,پالايش نفت تبريز,7381,43933339,1222241017760,28170,27610,28320,150,0.53,27820,-350,-1.24,27610,28790,1399-12-5
30,آبادا,توليد نيروي برق آبادان,7052,1945356,27921562460,14630,14340,14340,-290,-1.98,14470,-160,-1.09,14340,14630,1399-12-5
31,پيزد,مجتمع صنايع لاستيك يزد,6541,745740,52040007510,70925,69507,70180,-745,-1.05,69783,-1142,-1.61,69507,71688,1399-12-5
32,اميد,تامين سرمايه اميد,6244,85354819,767343735550,8570,9080,9080,510,5.95,8990,420,4.9,8650,9080,1399-12-5
33,ذوب,سهامي ذوب آهن  اصفهان,5782,113493103,468025545231,4204,4120,4150,-54,-1.28,4124,-80,-1.9,4120,4180,1399-12-5
34,غسالم,سالمين‌,5392,52909415,236884341110,4280,4410,4520,240,5.61,4480,200,4.67,4340,4520,1399-12-5
35,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,5297,49799745,575982573100,11710,11480,11810,100,0.85,11570,-140,-1.2,11480,11880,1399-12-5
36,سشمال,سيمان‌ شمال‌,5201,32124894,421634492890,12430,12700,13170,740,5.95,13120,690,5.55,12500,13170,1399-12-5
37,سغرب,سيمان‌غرب‌,5106,9114628,318051037420,34660,34010,35900,1240,3.58,34890,230,0.66,33970,36600,1399-12-5
38,فارس,صنايع پتروشيمي خليج فارس,5084,33431723,296672864440,8970,8800,8980,10,0.11,8870,-100,-1.11,8800,9240,1399-12-5
