,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,پالايش,صندوق پالايشي يکم-سهام,64943,43165973,3760809000120,82190,83500,88280,6090,7.41,87120,4930,6.0,83500,89900,1399-10-8
1,شستا,سرمايه گذاري تامين اجتماعي,54641,161233223,3962499760490,23530,24190,24700,1170,4.97,24580,1050,4.46,23600,24700,1399-10-8
2,خودرو,ايران‌ خودرو,51472,1188517259,3973673037680,3230,3250,3350,120,3.72,3340,110,3.41,3180,3390,1399-10-8
3,وسپهر,سرمايه گذاري مالي سپهرصادرات,46394,115635240,1258590469066,10636,10680,11057,421,3.96,10884,248,2.33,10633,11112,1399-10-8
4,شپنا,پالايش نفت اصفهان,44026,335877057,4642000687820,13190,13640,13840,650,4.93,13820,630,4.78,13250,13840,1399-10-8
5,بپيوند,برق و انرژي پيوندگستر پارس,43356,37776576,1128765144217,28645,28100,30250,1605,5.6,29880,1235,4.31,28100,30899,1399-10-8
6,دارا يكم,صندوق واسطه گري مالي يكم-سهام,35460,14090324,2450516689900,169110,169990,173900,4790,2.83,173910,4800,2.84,169990,178990,1399-10-8
7,خساپا,سايپا,35185,1044866696,2516102053270,2320,2330,2420,100,4.31,2410,90,3.88,2290,2430,1399-10-8
8,چخزر,صنايع چوب خزر كاسپين,35017,237164,6907164336,27738,29124,29124,1386,5.0,27918,180,0.65,29124,29124,1399-10-8
9,سيتا,سرمايه گذاري سيمان تامين,32899,54131558,901084796270,17100,16610,16620,-480,-2.81,16650,-450,-2.63,16480,17060,1399-10-8
10,ثاميد,توسعه و عمران اميد,32620,183723115,402749205780,2250,2240,2190,-60,-2.67,2190,-60,-2.67,2150,2250,1399-10-8
11,زملارد,كشاورزي و دامپروري ملارد شير,27899,5784764,247068361193,44362,42350,42750,-1612,-3.63,42710,-1652,-3.72,42144,44190,1399-10-8
12,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,26282,459479926,1965289586350,4110,4160,4310,200,4.87,4280,170,4.14,4020,4310,1399-10-8
13,امين,تامين سرمايه امين,24494,17193810,187695977990,10930,10940,10980,50,0.46,10920,-10,-0.09,10760,11190,1399-10-8
14,فملي,ملي‌ صنايع‌ مس‌ ايران‌,23899,73412434,1108226094990,14940,14900,15030,90,0.6,15100,160,1.07,14900,15450,1399-10-8
15,بگيلان,توسعه مسير برق گيلان,23846,6108750,154416910526,25549,25630,25115,-434,-1.7,25278,-271,-1.06,25000,25990,1399-10-8
16,غزر,صنعتي زر ماكارون,23739,4007542,209188863840,54590,54100,52350,-2240,-4.1,52200,-2390,-4.38,51870,54100,1399-10-8
17,فولاد,فولاد مباركه اصفهان,23256,99193496,1352925868060,13500,13450,13550,50,0.37,13640,140,1.04,12830,13950,1399-10-8
18,آبادا,توليد نيروي برق آبادان,22648,7096823,126757791330,18170,18100,17710,-460,-2.53,17860,-310,-1.71,17510,18450,1399-10-8
19,ثبهساز,بهساز كاشانه تهران,20979,117291800,326913569650,2820,2800,2770,-50,-1.77,2790,-30,-1.06,2730,2900,1399-10-8
20,وپويا,سرمايه گذاري پويا,19933,35770028,288291498690,7767,7613,8155,388,5.0,8060,293,3.77,7610,8155,1399-10-8
21,بوعلي,پتروشيمي بوعلي سينا,19405,7357217,475410362290,67630,66800,64250,-3380,-5.0,64620,-3010,-4.45,64250,66800,1399-10-8
22,زدشت,كشت و صنعت دشت خرم دره,19382,25140206,1505545512297,56042,55000,61646,5604,10.0,59886,3844,6.86,55000,61646,1399-10-8
23,وكبهمن,مديريت سرمايه گذاري كوثربهمن,19038,1501548,33386906620,21177,22235,22235,1058,5.0,21787,610,2.88,22000,22235,1399-10-8
24,خپارس,پارس‌ خودرو,18324,182729260,1593079906810,8810,8840,8470,-340,-3.86,8720,-90,-1.02,8400,9080,1399-10-8
25,شگويا,پتروشيمي تندگويان,17735,95761655,1127400703896,11419,11650,11660,241,2.11,11773,354,3.1,11501,11989,1399-10-8
26,شتران,پالايش نفت تهران,17676,109139264,1265199846510,11060,11340,11610,550,4.97,11590,530,4.79,11230,11610,1399-10-8
27,شبندر,پالايش نفت بندرعباس,17488,83910400,2394242996060,27220,27700,28580,1360,5.0,28530,1310,4.81,27600,28580,1399-10-8
28,پيزد,مجتمع صنايع لاستيك يزد,17096,1627482,137263237062,84636,83000,83100,-1536,-1.81,84341,-295,-0.35,81900,86950,1399-10-8
29,حكشتي,كشتيراني جمهوري اسلامي ايران,16908,58021731,1470481535250,24280,24060,25490,1210,4.98,25340,1060,4.37,24060,25490,1399-10-8
30,آريا,پليمر آريا ساسول,16595,2599012,482124273508,187472,184000,184550,-2922,-1.56,185503,-1969,-1.05,182550,191000,1399-10-8
31,نوري,پتروشيمي نوري,15966,15854037,1191497016840,72140,75600,74200,2060,2.86,75150,3010,4.17,73110,75740,1399-10-8
32,پترول,گروه پتروشيمي س. ايرانيان,14897,62688383,767844815700,12130,12060,12210,80,0.66,12250,120,0.99,11980,12610,1399-10-8
33,ثشاهد,سرمايه‌ گذاري‌ شاهد,14586,41208194,1015779301310,24540,24300,24830,290,1.18,24650,110,0.45,23710,25490,1399-10-8
34,ذوب,سهامي ذوب آهن  اصفهان,14161,154109731,797906840782,5128,5128,5115,-13,-0.25,5178,50,0.98,5093,5319,1399-10-8
35,رافزا,رايان هم افزا,13698,79963,3194521850,38048,39950,39950,1902,5.0,38161,113,0.3,39950,39950,1399-10-8
36,وپارس,بانك‌پارسيان‌,13508,247064507,985591189720,3960,4000,4000,40,1.01,3990,30,0.76,3860,4110,1399-10-8
37,غگل,گلوكوزان‌,13042,130154867,702196361150,5540,5400,5300,-240,-4.33,5400,-140,-2.53,5270,5700,1399-10-8
38,هاي وب,داده گسترعصرنوين-هاي وب,12563,42723236,1129832345510,27600,26600,26530,-1070,-3.88,26450,-1150,-4.17,26220,27700,1399-10-8
39,دي,بانك دي,12240,0,0,37621,0,37417,-204,-0.54,37621,0,0.0,0,0,1399-10-8
40,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,11199,62829068,797521095580,12170,12200,12770,600,4.93,12690,520,4.27,12150,12770,1399-10-8
41,غمارگ,مارگارين‌,10808,37359350,1681833459470,43620,45800,43580,-40,-0.09,45020,1400,3.21,42000,45800,1399-10-8
42,خبهمن,گروه‌بهمن‌,10416,32300397,1057913138360,31670,32490,32350,680,2.15,32750,1080,3.41,32100,33250,1399-10-8
43,فروي,ذوب روي اصفهان,10365,8030060,607348339832,75484,73200,74700,-784,-1.04,75634,150,0.2,72350,78475,1399-10-8
44,شبريز,پالايش نفت تبريز,10225,35160410,1211501856950,33110,33800,34180,1070,3.23,34460,1350,4.08,33500,34760,1399-10-8
45,وخارزم,سرمايه گذاري خوارزمي,10154,62665137,671362736520,10310,10310,10800,490,4.75,10710,400,3.88,10310,10820,1399-10-8
46,خزاميا,زامياد,10110,55476882,764913860300,13730,13730,13550,-180,-1.31,13790,60,0.44,13300,14320,1399-10-8
47,بجهرم,توسعه مولد نيروگاهي جهرم,9794,87405492,366306478465,4345,4170,4169,-176,-4.05,4191,-154,-3.54,4128,4340,1399-10-8
48,ملت,بيمه ملت,9632,40036375,915402454390,23720,24030,23000,-720,-3.04,22860,-860,-3.63,22540,24030,1399-10-8
49,ونيكي,سرمايه‌گذاري‌ ملي‌ايران‌,9500,38418544,718348900050,19570,19010,18600,-970,-4.96,18700,-870,-4.45,18600,19900,1399-10-8
50,رانفور,خدمات‌انفورماتيك‌,9386,35228896,1291018068660,35710,37490,35280,-430,-1.2,36650,940,2.63,34930,37490,1399-10-8
51,ثفارس,عمران‌وتوسعه‌فارس‌,8833,90055689,1062048305960,11340,11900,11350,10,0.09,11790,450,3.97,11350,11900,1399-10-8
52,غويتا,ويتانا,8782,11023863,606732486555,56999,54150,55390,-1609,-2.82,55038,-1961,-3.44,54150,58600,1399-10-8
53,قرن,پديده شيمي قرن,8631,18036901,1269578470720,67590,70960,68490,900,1.33,70390,2800,4.14,68010,70960,1399-10-8
54,فاراك,ماشين‌ سازي‌ اراك‌,8196,72594869,604528411040,8570,8750,8150,-420,-4.9,8330,-240,-2.8,8150,8760,1399-10-8
55,خصدرا,صنعتي‌ دريايي‌ ايران‌,8101,76813857,380825383170,5092,5045,4960,-132,-2.59,4958,-134,-2.63,4940,5045,1399-10-8
56,تاپيكو,س. نفت و گاز و پتروشيمي تأمين,8075,57529466,847192184440,14050,14650,14750,700,4.98,14730,680,4.84,14200,14750,1399-10-8
57,لازما,كارخانه هاي صنعتي آزمايش,7861,19449774,528632097966,27913,26797,26980,-933,-3.34,27179,-734,-2.63,26797,28180,1399-10-8
58,كبافق,معادن‌ بافق‌,7840,15733234,1009531704040,64510,67730,61290,-3220,-4.99,64170,-340,-0.53,61290,67730,1399-10-8
