,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,وسپهر,سرمايه گذاري مالي سپهرصادرات,81320,237281539,2857989055791,12657,12031,12026,-631,-4.99,12045,-612,-4.84,12025,12289,1399-8-5
1,دارا يكم,صندوق واسطه گري مالي يكم-سهام,67696,34861074,6582353075650,188010,179000,193400,5390,2.87,188820,810,0.43,175730,196610,1399-8-5
2,سيتا,سرمايه گذاري سيمان تامين,50639,52490363,868992214540,17340,16480,16570,-770,-4.44,16560,-780,-4.5,16480,17100,1399-8-5
3,بپيوند,برق و انرژي پيوندگستر پارس,46859,18042613,361240259266,20983,19934,19934,-1049,-5.0,20022,-961,-4.58,19934,20599,1399-8-5
4,خودرو,ايران‌ خودرو,46411,1414877390,4336620458850,3160,3010,3160,0,0.0,3070,-90,-2.85,3010,3260,1399-8-5
5,غزر,صنعتي زر ماكارون,45741,5998387,278905765890,45360,43100,47620,2260,4.98,46500,1140,2.51,43100,47620,1399-8-5
6,فولاد,فولاد مباركه اصفهان,44563,440495689,5762390630260,13740,13060,13060,-680,-4.95,13080,-660,-4.8,13060,13700,1399-8-5
7,فملي,ملي‌ صنايع‌ مس‌ ايران‌,43019,246470643,5372316739110,22900,21760,21770,-1130,-4.93,21800,-1100,-4.8,21760,22700,1399-8-5
8,امين,تامين سرمايه امين,42447,30111707,331717968330,11530,10960,10980,-550,-4.77,11020,-510,-4.42,10960,11380,1399-8-5
9,بگيلان,توسعه مسير برق گيلان,38787,11329095,300898246203,27635,26254,26254,-1381,-5.0,26560,-1075,-3.89,26254,27635,1399-8-5
10,خساپا,سايپا,28256,1050492047,2430254722760,2430,2310,2310,-120,-4.94,2310,-120,-4.94,2310,2390,1399-8-5
11,آريا,پليمر آريا ساسول,23801,4175681,642980457752,159588,152800,155000,-4588,-2.87,153982,-5606,-3.51,152800,158900,1399-8-5
12,گدنا,تهيه توزيع غذاي دنا آفرين فدك,23522,1256523,19016219082,14414,15134,15134,720,5.0,14670,256,1.78,15134,15134,1399-8-5
13,وبصادر,بانك صادرات ايران,21109,765784568,2696804173540,3700,3520,3530,-170,-4.59,3520,-180,-4.86,3520,3580,1399-8-5
14,وبملت,بانك ملت,19436,499666373,2422204500680,5090,4840,4890,-200,-3.93,4850,-240,-4.72,4840,4940,1399-8-5
15,ولپارس,ليزينگ پارسيان,18997,1574463,7336997580,4440,4660,4660,220,4.95,4460,20,0.45,4660,4660,1399-8-5
16,رافزا,رايان هم افزا,17849,165207,5606795166,32322,33938,33938,1616,5.0,32494,172,0.53,33938,33938,1399-8-5
17,ذوب,سهامي ذوب آهن  اصفهان,16279,284829788,1316620228890,4859,4617,4654,-205,-4.22,4622,-237,-4.88,4617,4699,1399-8-5
18,پترول,گروه پتروشيمي س. ايرانيان,15089,116656134,1495428100160,13390,12730,12850,-540,-4.03,12820,-570,-4.26,12730,13440,1399-8-5
19,صباح,ح . سرمايه گذاري صبا تامين,11888,50455508,313523581126,6447,6125,6350,-97,-1.5,6214,-233,-3.61,6125,6397,1399-8-5
20,فخوز,فولاد  خوزستان,10550,36693249,1196371876790,32450,30830,33420,970,2.99,32600,150,0.46,30830,34070,1399-8-5
21,كدماح,ح . معدني‌ دماوند,9217,9323634,889589039530,101550,91400,99100,-2450,-2.41,95410,-6140,-6.05,91400,104900,1399-8-5
22,وپارس,بانك‌پارسيان‌,7887,293789793,989827438640,3530,3360,3390,-140,-3.97,3370,-160,-4.53,3360,3500,1399-8-5
23,انرژي3,سايراشخاص بورس انرژي,7166,2023003,808770033190,417910,397020,400000,-17910,-4.29,399790,-18120,-4.34,397020,420000,1399-8-5
24,غگيلا,شيرپاستوريزه پگاه گيلان,6523,129587,2207773719,16226,17037,17037,811,5.0,16260,34,0.21,17037,17037,1399-8-5
25,كاوه,فولاد كاوه جنوب كيش,5882,60090872,1107077043330,18490,17570,19180,690,3.73,18420,-70,-0.38,17570,19410,1399-8-5
26,ولساپا,ليزينگ رايان‌ سايپا,5608,88463359,329737868910,3880,3690,3750,-130,-3.35,3730,-150,-3.87,3690,3870,1399-8-5
27,كدما,معدني‌ دماوند,5374,1924633,367275224880,183800,180000,192990,9190,5.0,190830,7030,3.82,180000,192990,1399-8-5
28,ونوين,بانك‌اقتصادنوين‌,5194,112231373,444777926010,4120,4000,4040,-80,-1.94,3960,-160,-3.88,3920,4140,1399-8-5
29,ثباغ,شهر سازي و خانه سازي باغميشه,4948,30456003,958016012873,29971,31010,31469,1498,5.0,31456,1485,4.95,31010,31469,1399-8-5
30,نوين,بيمه نوين,4932,53281784,350556751050,6624,6620,6480,-144,-2.17,6579,-45,-0.68,6301,6859,1399-8-5
31,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,4586,40405635,468705366000,12210,11600,11600,-610,-5.0,11600,-610,-5.0,11600,11600,1399-8-5
