,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,شستا,سرمايه گذاري تامين اجتماعي,44268,180429072,3487450222710,18900,18000,19800,900,4.76,19330,430,2.28,18000,19840,1399-10-30
1,فملي,ملي‌ صنايع‌ مس‌ ايران‌,36765,267389256,2649416188110,9890,9400,10290,400,4.04,9910,20,0.2,9400,10380,1399-10-30
2,وتجارت,بانك تجارت,34040,1136029379,2744584610620,2460,2340,2460,0,0.0,2420,-40,-1.63,2340,2550,1399-10-30
3,خساپا,سايپا,33988,1523987002,2988417801720,1930,1840,2020,90,4.66,1960,30,1.55,1840,2020,1399-10-30
4,وسپهر,سرمايه گذاري مالي سپهرصادرات,32005,122639930,1287825889081,10549,10549,10470,-79,-0.75,10501,-48,-0.46,10241,10710,1399-10-30
5,بركت,گروه دارويي بركت,31853,133928118,2507479501130,19510,18540,18800,-710,-3.64,18720,-790,-4.05,18540,19490,1399-10-30
6,دارا يكم,صندوق واسطه گري مالي يكم-سهام,30464,25406210,2765344617190,101730,100500,111900,10170,10.0,108850,7120,7.0,97110,111900,1399-10-30
7,سپيدار,سپيدار سيستم آسيا,29377,564870,26145572820,44082,46286,46286,2204,5.0,45139,1057,2.4,46286,46286,1399-10-30
8,شتران,پالايش نفت تهران,29315,233431364,1759121316560,7410,7040,7780,370,4.99,7540,130,1.75,7040,7780,1399-10-30
9,پالايش,صندوق پالايشي يکم-سهام,28504,29031399,1624791078950,52750,51990,58020,5270,9.99,55970,3220,6.1,50500,58020,1399-10-30
10,شاروم,پتروشيمي اروميه,23986,29848282,674346746894,23414,22244,22244,-1170,-5.0,22592,-822,-3.51,22244,23980,1399-10-30
11,ثبهساز,بهساز كاشانه تهران,23921,329140839,980801835370,3050,2900,3000,-50,-1.64,2980,-70,-2.3,2900,3170,1399-10-30
12,غزر,صنعتي زر ماكارون,22653,7528724,177520095750,22770,21640,23900,1130,4.96,23580,810,3.56,21640,23900,1399-10-30
13,شپنا,پالايش نفت اصفهان,21886,213786978,1951045064000,8890,8450,9330,440,4.95,9130,240,2.7,8450,9330,1399-10-30
14,بپيوند,برق و انرژي پيوندگستر پارس,20004,26022218,433378496841,17291,16427,16490,-801,-4.63,16654,-637,-3.68,16427,17417,1399-10-30
15,ثاميد,توسعه و عمران اميد,18585,180052380,337086712620,1770,1800,1890,120,6.78,1870,100,5.65,1790,1890,1399-10-30
16,ولپارس,ليزينگ پارسيان,18198,22851113,172908455280,7260,7300,7620,360,4.96,7570,310,4.27,7300,7620,1399-10-30
17,وبصادر,بانك صادرات ايران,16260,458544839,1066189255680,2290,2190,2370,80,3.49,2330,40,1.75,2190,2400,1399-10-30
18,خودرو,ايران‌ خودرو,15803,584507181,1431760984490,2360,2280,2470,110,4.66,2450,90,3.81,2280,2470,1399-10-30
19,بوعلي,پتروشيمي بوعلي سينا,15440,4479860,197853781030,42180,42400,44280,2100,4.98,44170,1990,4.72,42400,44280,1399-10-30
20,سيتا,سرمايه گذاري سيمان تامين,14995,25456746,388392899740,15100,15080,15250,150,0.99,15260,160,1.06,15010,15550,1399-10-30
21,حكشتي,كشتيراني جمهوري اسلامي ايران,14221,60250155,1134634861160,19300,18340,19010,-290,-1.5,18830,-470,-2.44,18340,19940,1399-10-30
22,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,13639,384654073,1114512524120,2780,2830,2910,130,4.68,2900,120,4.32,2830,2910,1399-10-30
23,شپلي,پلي اكريل ايران,12945,172849975,2349615096700,13613,13205,13205,-408,-3.0,13593,-20,-0.15,13205,14021,1399-10-30
24,فولاد,فولاد مباركه اصفهان,12768,124121004,1265785927350,9810,9400,10300,490,4.99,10200,390,3.98,9390,10300,1399-10-30
25,كرمان,س. توسعه و عمران استان كرمان,12284,26678022,2060326800629,81054,77002,77002,-4052,-5.0,77229,-3825,-4.72,77002,78940,1399-10-30
26,پترول,گروه پتروشيمي س. ايرانيان,12117,81384277,742918399950,9070,8620,9390,320,3.53,9130,60,0.66,8620,9520,1399-10-30
27,خزر,فنرسازي‌زر,11950,29543606,1095306655960,36830,34990,38480,1650,4.48,37070,240,0.65,34990,38670,1399-10-30
28,وپويا,سرمايه گذاري پويا,11775,25104256,143758485276,5956,5659,5815,-141,-2.37,5726,-230,-3.86,5659,5950,1399-10-30
29,وبملت,بانك ملت,11195,271783870,978443959730,3590,3420,3690,100,2.79,3600,10,0.28,3420,3760,1399-10-30
30,انرژي3,سايراشخاص بورس انرژي,10762,3251654,1144471441080,354620,336890,361900,7280,2.05,351970,-2650,-0.75,336890,372150,1399-10-30
31,نوري,پتروشيمي نوري,10558,18534688,1023858083140,57030,54180,54980,-2050,-3.59,55240,-1790,-3.14,54180,58980,1399-10-30
32,بگيلان,توسعه مسير برق گيلان,10538,6833017,142233084582,19993,20000,20992,999,5.0,20816,823,4.12,20000,20992,1399-10-30
33,فارس,صنايع پتروشيمي خليج فارس,10501,69983537,629680947850,9280,8820,9030,-250,-2.69,9000,-280,-3.02,8820,9400,1399-10-30
34,وپارس,بانك‌پارسيان‌,10131,361445635,975817533600,2720,2590,2760,40,1.47,2700,-20,-0.74,2590,2840,1399-10-30
35,خبهمن,گروه‌بهمن‌,10116,68248065,1610303136980,24740,23510,23510,-1230,-4.97,23590,-1150,-4.65,23510,24500,1399-10-30
36,شگويا,پتروشيمي تندگويان,9932,46300356,401114738362,8729,8293,8849,120,1.37,8663,-66,-0.76,8293,9080,1399-10-30
37,وخارزم,سرمايه گذاري خوارزمي,9496,88936837,789208805320,8500,8530,8920,420,4.94,8870,370,4.35,8530,8920,1399-10-30
38,آريا,پليمر آريا ساسول,9327,3958936,316626968790,76401,76500,80221,3820,5.0,79978,3577,4.68,76500,80221,1399-10-30
39,ثشاهد,سرمايه‌ گذاري‌ شاهد,8599,50855482,969866129360,20020,19020,19020,-1000,-5.0,19070,-950,-4.75,19020,19590,1399-10-30
40,شبندر,پالايش نفت بندرعباس,8591,52040918,984683486590,18270,17360,19180,910,4.98,18920,650,3.56,17360,19180,1399-10-30
41,پيزد,مجتمع صنايع لاستيك يزد,8431,1276596,95424679271,75536,73000,73600,-1936,-2.56,74749,-787,-1.04,72933,77318,1399-10-30
42,خزاميا,زامياد,8410,99321132,847537024300,8890,8450,8450,-440,-4.95,8530,-360,-4.05,8450,8860,1399-10-30
43,رافزا,رايان هم افزا,8319,68473,2878399501,40036,42037,42037,2001,5.0,40145,109,0.27,42037,42037,1399-10-30
