,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,پالايش,صندوق پالايشي يکم-سهام,143232,41744281,4222260072040,104470,103100,100390,-4080,-3.91,101150,-3320,-3.18,100060,103500,1399-9-18
1,فملي,ملي‌ صنايع‌ مس‌ ايران‌,105801,438942332,7064842841160,14050,15800,16200,2150,15.3,16100,2050,14.59,15780,16580,1399-9-18
2,بپيوند,برق و انرژي پيوندگستر پارس,90853,58738864,1992468608221,32380,32190,34500,2120,6.55,33921,1541,4.76,32190,34880,1399-9-18
3,وسپهر,سرمايه گذاري مالي سپهرصادرات,89824,119275113,1390757002353,11822,11735,11587,-235,-1.99,11660,-162,-1.37,11450,11980,1399-9-18
4,شستا,سرمايه گذاري تامين اجتماعي,77554,142262237,4176983610630,30320,29500,29120,-1200,-3.96,29360,-960,-3.17,28900,30150,1399-9-18
5,خودرو,ايران‌ خودرو,76753,1662519082,6925569077990,4180,4160,4200,20,0.48,4170,-10,-0.24,3990,4340,1399-9-18
6,وتجارت,بانك تجارت,72635,1611260168,6506283909310,4050,4050,4000,-50,-1.23,4040,-10,-0.25,3910,4150,1399-9-18
7,آبادا,توليد نيروي برق آبادان,67524,17209522,344924439620,20840,19900,19920,-920,-4.41,20040,-800,-3.84,19800,20910,1399-9-18
8,غزر,صنعتي زر ماكارون,64685,5759360,357386804870,59720,62290,62000,2280,3.82,62050,2330,3.9,59900,62700,1399-9-18
9,ثاميد,توسعه و عمران اميد,60110,363457691,868769084460,2300,2300,2410,110,4.78,2390,90,3.91,2300,2410,1399-9-18
10,زملارد,كشاورزي و دامپروري ملارد شير,57946,2052757,86819394562,42386,42560,41509,-877,-2.07,42294,-92,-0.22,41000,43220,1399-9-18
