,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,آريا,پليمر آريا ساسول,87771,12483250,1636094123284,137640,132201,130758,-6882,-5.0,131063,-6577,-4.78,130758,136561,1399-6-18
1,شاروم,پتروشيمي اروميه,57512,1297171,17797186120,13067,13720,13720,653,5.0,13280,213,1.63,13720,13720,1399-6-18
2,غزر,صنعتي زر ماكارون,40210,4494039,306478742820,69940,70700,66450,-3490,-4.99,68200,-1740,-2.49,66450,70700,1399-6-18
3,گدنا,تهيه توزيع غذاي دنا آفرين فدك,33381,318466,2054742632,6145,6452,6452,307,5.0,6157,12,0.2,6452,6452,1399-6-18
4,رافزا,رايان هم افزا,28448,173779,5053493320,27696,29080,29080,1384,5.0,27827,131,0.47,29080,29080,1399-6-18
5,ولپارس,ليزينگ پارسيان,25476,3637019,14111633720,3700,3880,3880,180,4.86,3740,40,1.08,3880,3880,1399-6-18
6,بپيوند,برق و انرژي پيوندگستر پارس,24182,2348441,51144348098,20741,21778,21778,1037,5.0,21642,901,4.34,21778,21778,1399-6-18
7,ثبهساز,بهساز كاشانه تهران,16084,62812747,238688438600,3990,3800,3800,-190,-4.76,3800,-190,-4.76,3800,3800,1399-6-18
8,دارا يكم,صندوق واسطه گري مالي يكم-سهام,12434,3148410,582427378230,204320,188000,183890,-20430,-10.0,184990,-19330,-9.46,183890,188000,1399-6-18
9,پتاير,ايران‌ تاير,10228,13748211,1458716894410,103010,108160,101000,-2010,-1.95,106100,3090,3.0,98200,108160,1399-6-18
10,غگيلا,شيرپاستوريزه پگاه گيلان,8024,115140,1825890120,15103,15858,15858,755,5.0,15129,26,0.17,15858,15858,1399-6-18
11,شصدف,صنعتي دوده فام,7181,1246327,23791136103,18180,19089,19089,909,5.0,18587,407,2.24,19089,19089,1399-6-18
12,وبصادر,بانك صادرات ايران,5722,176708855,590236655560,3510,3340,3340,-170,-4.84,3340,-170,-4.84,3340,3370,1399-6-18
