,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,چخزر,صنايع چوب خزر كاسپين,4445627,29999925,749998125000,1000,25000,25000,24000,2400.0,25000,24000,2400.0,25000,25000,1399-9-12
1,پالايش,صندوق پالايشي يکم-سهام,412852,80278011,8522905676340,113740,110260,103560,-10180,-8.95,106170,-7570,-6.66,102530,110260,1399-9-12
2,شستا,سرمايه گذاري تامين اجتماعي,118749,263163399,7712930468700,29610,29120,28780,-830,-2.8,29310,-300,-1.01,28300,30480,1399-9-12
3,وتجارت,بانك تجارت,74706,1904476250,7430148719720,4010,3920,3840,-170,-4.24,3900,-110,-2.74,3810,4070,1399-9-12
4,خودرو,ايران‌ خودرو,74616,1571232108,6264354462440,4080,4020,3920,-160,-3.92,3990,-90,-2.21,3880,4150,1399-9-12
5,وسپهر,سرمايه گذاري مالي سپهرصادرات,72461,196625834,2365227249085,11695,12250,11877,182,1.56,12029,334,2.86,11761,12250,1399-9-12
6,دارا يكم,صندوق واسطه گري مالي يكم-سهام,66071,28863733,5804312472650,207410,203100,195750,-11660,-5.62,201090,-6320,-3.05,195010,206010,1399-9-12
7,شپنا,پالايش نفت اصفهان,64252,305776079,5718682643510,19110,19200,18160,-950,-4.97,18700,-410,-2.15,18160,19490,1399-9-12
8,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,52102,1264149209,5556002704890,4210,4270,4420,210,4.99,4400,190,4.51,4250,4420,1399-9-12
9,بپيوند,برق و انرژي پيوندگستر پارس,48822,35413363,960858461468,27332,26390,26550,-782,-2.86,27133,-199,-0.73,26100,28000,1399-9-12
10,فولاد,فولاد مباركه اصفهان,44263,188800494,2704206494560,14420,14500,14050,-370,-2.57,14320,-100,-0.69,13830,14750,1399-9-12
11,شتران,پالايش نفت تهران,40781,168377283,2485798972060,15140,15320,14390,-750,-4.95,14760,-380,-2.51,14390,15770,1399-9-12
12,ثاميد,توسعه و عمران اميد,40563,194304426,447503346540,2310,2300,2280,-30,-1.3,2300,-10,-0.43,2250,2380,1399-9-12
13,دي,بانك دي,40224,80529549,4180701057672,50717,49990,53252,2535,5.0,51915,1198,2.36,48502,53252,1399-9-12
14,ولپارس,ليزينگ پارسيان,39177,142332042,928191890860,6290,6370,6600,310,4.93,6520,230,3.66,6350,6600,1399-9-12
15,وبصادر,بانك صادرات ايران,38786,924064389,3326337295960,3730,3620,3560,-170,-4.56,3600,-130,-3.49,3550,3720,1399-9-12
16,آبادا,توليد نيروي برق آبادان,38323,17889652,351642586080,18820,19050,19760,940,4.99,19660,840,4.46,18850,19760,1399-9-12
17,تليسه,دامداري تليسه نمونه,37425,401257577,3512616113320,9140,8683,8740,-400,-4.38,8754,-386,-4.22,8683,9100,1399-9-12
18,زملارد,كشاورزي و دامپروري ملارد شير,36439,2632210,110705297958,41662,41100,41840,178,0.43,42058,396,0.95,39760,42830,1399-9-12
19,امين,تامين سرمايه امين,35806,41455184,516779101190,12610,12200,12630,20,0.16,12470,-140,-1.11,12100,12740,1399-9-12
20,سيتا,سرمايه گذاري سيمان تامين,35456,42345466,740786400890,17650,17400,17290,-360,-2.04,17490,-160,-0.91,17100,17900,1399-9-12
21,گدنا,تهيه توزيع غذاي دنا آفرين فدك,35115,5066896,136072118515,25743,26700,27030,1287,5.0,26855,1112,4.32,25743,27030,1399-9-12
22,شبندر,پالايش نفت بندرعباس,34791,99731928,3011262585620,30900,31300,29360,-1540,-4.98,30190,-710,-2.3,29360,31470,1399-9-12
23,شاروم,پتروشيمي اروميه,33115,10914487,243249178205,21342,22000,22406,1064,4.99,22287,945,4.43,21500,22409,1399-9-12
24,غزر,صنعتي زر ماكارون,32884,6315196,348116764510,54730,53100,55800,1070,1.96,55120,390,0.71,53100,55990,1399-9-12
25,خزاميا,زامياد,32762,252708012,3802539276390,14500,15100,14780,280,1.93,15050,550,3.79,14100,15220,1399-9-12
26,پيزد,مجتمع صنايع لاستيك يزد,31334,3056513,265180772392,86329,85000,87130,801,0.93,86759,430,0.5,83862,89500,1399-9-12
27,ثبهساز,بهساز كاشانه تهران,30207,122220804,343030350580,2820,2800,2780,-40,-1.42,2810,-10,-0.35,2760,2880,1399-9-12
28,حكشتي,كشتيراني جمهوري اسلامي ايران,29941,97962452,3047379499260,29890,29300,31380,1490,4.98,31110,1220,4.08,28720,31380,1399-9-12
29,ذوب,سهامي ذوب آهن  اصفهان,29643,374826164,2082930729905,5391,5500,5517,126,2.34,5557,166,3.08,5390,5660,1399-9-12
30,صباح,ح . سرمايه گذاري صبا تامين,29174,109457139,702256916959,6549,6410,6465,-84,-1.28,6416,-133,-2.03,6250,6648,1399-9-12
31,تاپيكو,س. نفت و گاز و پتروشيمي تأمين,28053,241031453,4080502947770,16250,17060,16700,450,2.77,16930,680,4.18,16300,17060,1399-9-12
32,وپارس,بانك‌پارسيان‌,26446,889278720,3952513462790,4260,4470,4370,110,2.58,4440,180,4.23,4300,4470,1399-9-12
33,شگويا,پتروشيمي تندگويان,26199,113163737,1493667763539,12940,13102,12990,50,0.39,13199,259,2.0,12680,13587,1399-9-12
34,وبملت,بانك ملت,26037,410133005,2288700077900,5760,5630,5480,-280,-4.86,5580,-180,-3.13,5480,5800,1399-9-12
35,وپويا,سرمايه گذاري پويا,24682,34917175,314080727615,9211,9000,8802,-409,-4.44,8995,-216,-2.35,8781,9350,1399-9-12
36,پترول,گروه پتروشيمي س. ايرانيان,23232,114519838,1583488361110,14100,14110,13460,-640,-4.54,13830,-270,-1.91,13450,14300,1399-9-12
37,آريا,پليمر آريا ساسول,20620,3145845,577904623545,182960,182510,182100,-860,-0.47,183704,744,0.41,178000,186497,1399-9-12
38,رافزا,رايان هم افزا,20427,119902,4428820174,35179,36937,36937,1758,5.0,35325,146,0.42,36937,36937,1399-9-12
39,فارس,صنايع پتروشيمي خليج فارس,16567,63409095,882634032250,13900,13890,13970,70,0.5,13920,20,0.14,13550,14150,1399-9-12
40,شبريز,پالايش نفت تبريز,16396,39668929,1273315547560,32130,32650,31000,-1130,-3.52,32100,-30,-0.09,30710,33500,1399-9-12
41,سمايه,بانك سرمايه,16348,112775855,1015226413218,8829,8680,8889,60,0.68,9002,173,1.96,8610,9093,1399-9-12
42,ثشاهد,سرمايه‌ گذاري‌ شاهد,16216,50650914,1261991366490,26060,24810,24760,-1300,-4.99,24920,-1140,-4.37,24760,25750,1399-9-12
43,خمحركه,نيرو محركه‌,15570,116433515,862276261700,7410,7200,7180,-230,-3.1,7410,0,0.0,7110,7760,1399-9-12
44,بركت,گروه دارويي بركت,15498,46643153,837282045820,18180,17800,17580,-600,-3.3,17950,-230,-1.27,17460,18650,1399-9-12
45,ثغرب,شركت سرمايه گذاري مسكن شمالغرب,14385,92398840,1083894107437,11539,11071,12115,576,4.99,11731,192,1.66,10963,12115,1399-9-12
46,خكمك,كمك‌فنرايندامين‌,13639,19854527,1012830482490,50610,51600,49640,-970,-1.92,51010,400,0.79,48080,52900,1399-9-12
47,زدشت,كشت و صنعت دشت خرم دره,13584,29343097,1466848782834,46692,44000,51361,4669,10.0,49990,3298,7.06,44000,51361,1399-9-12
48,لكما,كارخانجات‌مخابراتي‌ايران‌,13561,67281693,645465027532,9690,9900,9400,-290,-2.99,9593,-97,-1.0,9400,9970,1399-9-12
