,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,بپيوند,برق و انرژي پيوندگستر پارس,316161,47164221,1230900364779,25309,25999,26574,1265,5.0,26098,789,3.12,24044,26574,1399-7-16
1,بگيلان,توسعه مسير برق گيلان,212820,26214380,868816874137,33202,33468,33500,298,0.9,33143,-59,-0.18,31542,34800,1399-7-16
2,زملارد,كشاورزي و دامپروري ملارد شير,191982,18539185,807269140400,43841,41649,46033,2192,5.0,43544,-297,-0.68,41649,46033,1399-7-16
3,آبادا,توليد نيروي برق آبادان,112834,21635592,525536829680,23780,24770,24960,1180,4.96,24290,510,2.14,22700,24960,1399-7-16
4,دارا يكم,صندوق واسطه گري مالي يكم-سهام,98818,47451409,10668332641970,220800,230000,221440,640,0.29,224830,4030,1.83,211520,233000,1399-7-16
5,گدنا,تهيه توزيع غذاي دنا آفرين فدك,76949,837752,11463798368,13033,13684,13684,651,5.0,13171,138,1.06,13684,13684,1399-7-16
6,ثبهساز,بهساز كاشانه تهران,64442,285057860,1094368775070,3740,3910,3900,160,4.28,3840,100,2.67,3650,3920,1399-7-16
7,شاروم,پتروشيمي اروميه,56607,988012,15777563628,15209,15969,15969,760,5.0,15431,222,1.46,15969,15969,1399-7-16
8,غزر,صنعتي زر ماكارون,54929,4505390,259486610870,57010,58500,57560,550,0.96,57590,580,1.02,55500,59800,1399-7-16
9,فولاد,فولاد مباركه اصفهان,53829,210699577,3793241143150,17860,18280,18060,200,1.12,18000,140,0.78,17550,18460,1399-7-16
10,امين,تامين سرمايه امين,49253,33426768,464625320080,13580,14000,13820,240,1.77,13900,320,2.36,13210,14250,1399-7-16
11,ثاميد,توسعه و عمران اميد,48128,299943176,832944223100,2650,2780,2780,130,4.91,2780,130,4.91,2650,2780,1399-7-16
12,پترول,گروه پتروشيمي س. ايرانيان,47536,177405862,3068700837890,17640,17700,17050,-590,-3.34,17300,-340,-1.93,16800,18250,1399-7-16
13,وسپهر,سرمايه گذاري مالي سپهرصادرات,47421,73108153,1123526095304,14637,15368,15368,731,4.99,15368,731,4.99,15368,15368,1399-7-16
14,فملي,ملي‌ صنايع‌ مس‌ ايران‌,41359,81883422,2345841349650,28270,28900,28520,250,0.88,28650,380,1.34,28020,29530,1399-7-16
15,رافزا,رايان هم افزا,38983,227324,7330517028,30712,32247,32247,1535,5.0,30923,211,0.69,32247,32247,1399-7-16
16,شگويا,پتروشيمي تندگويان,38430,117387531,1960295231815,17044,17375,16445,-599,-3.51,16699,-345,-2.02,16200,17490,1399-7-16
17,آريا,پليمر آريا ساسول,35517,6264490,1121777030908,171585,177998,180164,8579,5.0,179069,7484,4.36,173000,180164,1399-7-16
18,وتجارت,بانك تجارت,32212,883273864,2945718123890,3210,3290,3370,160,4.98,3330,120,3.74,3220,3370,1399-7-16
19,وبصادر,بانك صادرات ايران,32129,918688650,3962598773290,4180,4320,4380,200,4.78,4310,130,3.11,4120,4380,1399-7-16
20,سيتا,سرمايه گذاري سيمان تامين,28696,84620994,1811745509490,20400,21420,21420,1020,5.0,21410,1010,4.95,20580,21420,1399-7-16
21,ولپارس,ليزينگ پارسيان,28062,2075627,9070489990,4170,4370,4370,200,4.8,4200,30,0.72,4370,4370,1399-7-16
22,چكاپا,گروه صنايع كاغذ پارس,27127,226881476,1929590991060,8530,8680,8790,260,3.05,8500,-30,-0.35,8110,8890,1399-7-16
23,صباح,ح . سرمايه گذاري صبا تامين,26517,102282348,837077876849,7847,8050,8239,392,5.0,8184,337,4.29,7650,8239,1399-7-16
24,شبندر,پالايش نفت بندرعباس,23356,69684041,2619510419250,36000,37500,37800,1800,5.0,37590,1590,4.42,36500,37800,1399-7-16
25,صبا,سرمايه گذاري صبا تامين,19079,72094218,796794932454,10571,11000,11099,528,4.99,11052,481,4.55,10631,11099,1399-7-16
26,وبملت,بانك ملت,18802,663468354,3886232321170,5590,5860,5860,270,4.83,5860,270,4.83,5700,5860,1399-7-16
27,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,17676,327981743,1625645162710,4730,4960,4960,230,4.86,4960,230,4.86,4820,4960,1399-7-16
