,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,بوعلي,پتروشيمي بوعلي سينا,199725,58655954,3414317611800,55960,54650,58750,2790,4.99,58210,2250,4.02,54500,58750,1399-10-14
1,وكبهمن,مديريت سرمايه گذاري كوثربهمن,128837,20505208,461712003356,21465,22500,22538,1073,5.0,22517,1052,4.9,22130,22538,1399-10-14
2,بركت,گروه دارويي بركت,76196,188173401,5223388145060,28260,28500,26910,-1350,-4.78,27760,-500,-1.77,26850,29400,1399-10-14
3,شستا,سرمايه گذاري تامين اجتماعي,53361,144441347,3075863082800,21700,20990,21140,-560,-2.58,21290,-410,-1.89,20720,22300,1399-10-14
4,شپنا,پالايش نفت اصفهان,51478,289501633,3445369478100,12230,12000,11870,-360,-2.94,11900,-330,-2.7,11620,12440,1399-10-14
5,چخزر,صنايع چوب خزر كاسپين,44960,1787817,60662418627,32316,33931,33931,1615,5.0,33931,1615,5.0,33931,33931,1399-10-14
6,خودرو,ايران‌ خودرو,44859,1104370171,3294771026340,2970,2900,3050,80,2.69,2980,10,0.34,2850,3070,1399-10-14
7,پالايش,صندوق پالايشي يکم-سهام,42213,29460602,2226041865830,76110,74500,75500,-610,-0.8,75560,-550,-0.72,72980,78400,1399-10-14
8,ولپارس,ليزينگ پارسيان,40445,104645825,829194008310,8270,7860,7860,-410,-4.96,7920,-350,-4.23,7860,8170,1399-10-14
9,خساپا,سايپا,39449,1164189372,2566080502610,2150,2110,2250,100,4.65,2200,50,2.33,2080,2250,1399-10-14
10,وسپهر,سرمايه گذاري مالي سپهرصادرات,36097,67648857,702016609059,10334,10250,10350,16,0.15,10377,43,0.42,10200,10700,1399-10-14
11,شاروم,پتروشيمي اروميه,34408,25539121,800147274092,32195,31500,30586,-1609,-5.0,31330,-865,-2.69,30586,33100,1399-10-14
12,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,33567,745369079,2733941364260,3810,3620,3710,-100,-2.62,3670,-140,-3.67,3620,3870,1399-10-14
13,دارا يكم,صندوق واسطه گري مالي يكم-سهام,30683,12088917,1823011799090,152370,150000,150600,-1770,-1.16,150800,-1570,-1.03,145500,155260,1399-10-14
14,ثاميد,توسعه و عمران اميد,30621,180505283,351854823340,1960,1910,1960,0,0.0,1950,-10,-0.51,1880,2040,1399-10-14
15,آبادا,توليد نيروي برق آبادان,30182,13317746,230037304720,16610,16000,17440,830,5.0,17270,660,3.97,16000,17440,1399-10-14
16,ثبهساز,بهساز كاشانه تهران,28593,123822722,306387294490,2500,2400,2550,50,2.0,2470,-30,-1.2,2400,2590,1399-10-14
17,سحرخيز,صندوق س. گروه زعفران سحرخيز,26099,90000000,900000000000,10000,10000,10000,0,0.0,10000,0,0.0,10000,10000,1399-10-14
18,سيتا,سرمايه گذاري سيمان تامين,24739,44657743,679859989600,15070,14350,15140,70,0.46,15220,150,1.0,14350,15740,1399-10-14
19,كاما,باما,22983,78901658,1921764761960,25170,24000,23920,-1250,-4.97,24360,-810,-3.22,23920,25660,1399-10-14
20,ثاخت,بين‌المللي‌توسعه‌ساختمان,21776,375378543,1949537547260,5050,5210,5100,50,0.99,5190,140,2.77,4920,5300,1399-10-14
21,بگيلان,توسعه مسير برق گيلان,21762,6259639,142571591163,23538,22370,22641,-897,-3.81,22776,-762,-3.24,22370,24000,1399-10-14
22,غزر,صنعتي زر ماكارون,21393,3058199,151135753370,50530,48020,48600,-1930,-3.82,49420,-1110,-2.2,48020,51890,1399-10-14
23,امين,تامين سرمايه امين,21217,12308456,129101278950,10350,10440,10500,150,1.45,10490,140,1.35,10410,10750,1399-10-14
24,فولاد,فولاد مباركه اصفهان,20571,94039761,1188881697180,12600,12410,12700,100,0.79,12640,40,0.32,12320,13130,1399-10-14
25,بپيوند,برق و انرژي پيوندگستر پارس,20358,22255853,514275184537,24154,22947,22947,-1207,-5.0,23107,-1047,-4.33,22947,24140,1399-10-14
26,شتران,پالايش نفت تهران,19853,81932346,821602370620,10240,9890,9990,-250,-2.44,10030,-210,-2.05,9750,10520,1399-10-14
27,فملي,ملي‌ صنايع‌ مس‌ ايران‌,19609,58169457,794771255530,13550,13200,13700,150,1.11,13660,110,0.81,13200,14070,1399-10-14
28,زملارد,كشاورزي و دامپروري ملارد شير,19129,1881203,95027088342,48109,50514,50514,2405,5.0,50514,2405,5.0,50514,50514,1399-10-14
29,وپارس,بانك‌پارسيان‌,18068,468988917,1711121405440,3490,3410,3660,170,4.87,3650,160,4.58,3410,3660,1399-10-14
30,حكشتي,كشتيراني جمهوري اسلامي ايران,17958,52960164,1132429583920,22190,21090,21390,-800,-3.61,21380,-810,-3.65,21090,22720,1399-10-14
31,وپويا,سرمايه گذاري پويا,16290,34210556,243122064195,7416,7046,7100,-316,-4.26,7107,-309,-4.17,7046,7299,1399-10-14
32,شبندر,پالايش نفت بندرعباس,16143,48554424,1182515190270,24940,23920,24210,-730,-2.93,24350,-590,-2.37,23700,25440,1399-10-14
33,پيزد,مجتمع صنايع لاستيك يزد,15386,1787780,142360834777,81932,80200,79000,-2932,-3.58,79630,-2302,-2.81,77836,83273,1399-10-14
34,وآيند,بانك  آينده,14869,129054747,2576160082180,20224,19820,20628,404,2.0,19962,-262,-1.3,19820,20628,1399-10-14
35,رافزا,رايان هم افزا,14221,87877,3553570126,38513,40438,40438,1925,5.0,38643,130,0.34,40438,40438,1399-10-14
36,وخارزم,سرمايه گذاري خوارزمي,13030,90709591,825503725180,9470,9000,9120,-350,-3.7,9100,-370,-3.91,9000,9450,1399-10-14
37,پترول,گروه پتروشيمي س. ايرانيان,12970,55478456,594753824410,10820,10360,10720,-100,-0.92,10720,-100,-0.92,10360,11140,1399-10-14
38,شگويا,پتروشيمي تندگويان,12099,45382821,477161210530,10658,10260,10550,-108,-1.01,10514,-144,-1.35,10250,11000,1399-10-14
39,سفاسي,شركت فارسيت اهواز,12079,40511028,753556327591,18183,18728,18190,7,0.04,18601,418,2.3,17812,18728,1399-10-14
40,ذوب,سهامي ذوب آهن  اصفهان,11995,108612771,492836524120,4590,4410,4551,-39,-0.85,4538,-52,-1.13,4410,4700,1399-10-14
41,كماسه,تامين‌ ماسه‌ ريخته‌گري‌,11514,21782669,1454280160350,67280,70640,63920,-3360,-4.99,66760,-520,-0.77,63920,70640,1399-10-14
42,كوثر,بيمه كوثر,10648,65418613,1673611878429,26543,25216,26360,-183,-0.69,25583,-960,-3.62,25216,26499,1399-10-14
43,خپارس,پارس‌ خودرو,10440,106721972,787909715890,7590,7320,7540,-50,-0.66,7380,-210,-2.77,7220,7800,1399-10-14
44,خنصير,مهندسي‌نصيرماشين‌,10430,22420492,1825485575240,82690,86820,81300,-1390,-1.68,81420,-1270,-1.54,78560,86820,1399-10-14
45,تليسه,دامداري تليسه نمونه,10255,72852271,437405204703,6240,5928,5940,-300,-4.81,6004,-236,-3.78,5928,6320,1399-10-14
46,خاور,ايران خودرو ديزل,10175,97602645,839697735425,8449,8570,8350,-99,-1.17,8603,154,1.82,8300,8702,1399-10-14
47,غگل,گلوكوزان‌,10028,106481309,538942670300,5290,5040,5050,-240,-4.54,5060,-230,-4.35,5030,5270,1399-10-14
48,خزاميا,زامياد,9832,77326840,891318154980,12040,11440,11470,-570,-4.73,11530,-510,-4.24,11440,12170,1399-10-14
49,ثشاهد,سرمايه‌ گذاري‌ شاهد,9364,32861204,715619554020,22810,21670,21670,-1140,-5.0,21780,-1030,-4.52,21670,22530,1399-10-14
50,ديران,ايران‌دارو,9156,26508623,855536867390,33660,33800,31980,-1680,-4.99,32270,-1390,-4.13,31980,34400,1399-10-14
51,نهال,صندوق س. طلاي سرخ نوويرا,8850,20680253,206802530000,10000,10000,10000,0,0.0,10000,0,0.0,10000,10000,1399-10-14
52,نوري,پتروشيمي نوري,8815,14791720,1046257863360,67590,66010,70960,3370,4.99,70730,3140,4.65,66010,70960,1399-10-14
