,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,پالايش,صندوق پالايشي يکم-سهام,54825,75859161,7286231141620,99360,95800,95390,-3970,-4.0,96050,-3310,-3.33,95390,98200,1399-11-27
1,چخزر,صنايع چوب خزر كاسپين,41618,16387213,1080638778670,62989,66760,64000,1011,1.61,65944,2955,4.69,63570,66768,1399-11-27
2,فملي,ملي‌ صنايع‌ مس‌ ايران‌,38865,260421097,3245044923510,12160,12260,12420,260,2.14,12460,300,2.47,11940,12880,1399-11-27
3,خساپا,سايپا,37568,1683247814,4346652947200,2600,2600,2560,-40,-1.54,2580,-20,-0.77,2550,2680,1399-11-27
4,شپنا,پالايش نفت اصفهان,31982,308597740,4103619809740,13400,13210,13150,-250,-1.87,13300,-100,-0.75,13140,13740,1399-11-27
5,دارا يكم,صندوق واسطه گري مالي يكم-سهام,30200,23880707,3928905145200,170180,165100,163380,-6800,-4.0,164520,-5660,-3.33,163380,167770,1399-11-27
6,بركت,گروه دارويي بركت,29803,110255338,2857241123460,24800,24810,26280,1480,5.97,25910,1110,4.48,24800,26280,1399-11-27
7,كزغال,زغال سنگ پروده طبس,29427,3984487,110633266042,26195,27766,27766,1571,6.0,27766,1571,6.0,27766,27766,1399-11-27
8,شبندر,پالايش نفت بندرعباس,27022,141431881,3621611031050,24450,24820,25910,1460,5.97,25610,1160,4.74,24020,25910,1399-11-27
9,گدنا,تهيه توزيع غذاي دنا آفرين فدك,22572,2620816,83742933648,30145,31953,31953,1808,6.0,31953,1808,6.0,31953,31953,1399-11-27
10,فولاد,فولاد مباركه اصفهان,20063,156503255,1981417466800,12770,12600,12540,-230,-1.8,12660,-110,-0.86,12520,13030,1399-11-27
11,وسپهر,سرمايه گذاري مالي سپهرصادرات,16469,70510450,712174392770,10103,10101,10100,-3,-0.03,10100,-3,-0.03,10100,10103,1399-11-27
12,شستا,سرمايه گذاري تامين اجتماعي,16404,84606104,1941476521120,23400,22940,22940,-460,-1.97,22950,-450,-1.92,22940,23210,1399-11-27
13,شاروم,پتروشيمي اروميه,15186,15063330,324300763604,21126,21500,21160,34,0.16,21529,403,1.91,20704,22250,1399-11-27
14,شتران,پالايش نفت تهران,13016,128717390,1246759371910,9830,9640,9640,-190,-1.93,9690,-140,-1.42,9640,9930,1399-11-27
15,خودرو,ايران‌ خودرو,12592,349086495,995025470870,2890,2860,2840,-50,-1.73,2850,-40,-1.38,2840,2900,1399-11-27
16,زملارد,كشاورزي و دامپروري ملارد شير,11756,4372796,161573396686,36695,36200,37400,705,1.92,36950,255,0.69,35962,38000,1399-11-27
17,بترانس,ايران‌ ترانسفو,10162,189690442,591145580370,3120,3130,3100,-20,-0.64,3120,0,0.0,3060,3250,1399-11-27
18,سيتا,سرمايه گذاري سيمان تامين,10048,21888801,328511937770,15020,15030,15000,-20,-0.13,15010,-10,-0.07,15000,15190,1399-11-27
19,امين,تامين سرمايه امين,8980,9403227,97788071640,10590,10380,10440,-150,-1.42,10400,-190,-1.79,10380,10450,1399-11-27
20,ساوه,سيمان ساوه,8451,9664153,602542386672,59526,63097,63097,3571,6.0,62348,2822,4.74,60000,63097,1399-11-27
21,آوا,صندوق س.سهام آواي معيار-س,8225,76007536,588115081227,7887,7700,7660,-227,-2.88,7738,-149,-1.89,7530,7940,1399-11-27
22,وكبهمن,مديريت سرمايه گذاري كوثربهمن,7873,5337791,72512868340,13838,13562,13562,-276,-1.99,13585,-253,-1.83,13562,13787,1399-11-27
23,شتوكا,توكا رنگ فولاد سپاهان,7692,10736099,624510519746,58205,59800,57041,-1164,-2.0,58169,-36,-0.06,57041,61000,1399-11-27
24,سنير,سيمان‌ سفيد ني‌ريز,7614,2395520,645499453120,273470,268010,268010,-5460,-2.0,269460,-4010,-1.47,268010,278000,1399-11-27
25,درهآور,دارويي ره آورد تامين,7560,8709958,500203633564,56580,57310,55449,-1131,-2.0,57429,849,1.5,55449,59974,1399-11-27
26,آريا,پليمر آريا ساسول,7289,3641089,287245670763,80382,78780,78790,-1592,-1.98,78890,-1492,-1.86,78775,79790,1399-11-27
27,غزر,صنعتي زر ماكارون,7006,3095475,86758644980,28580,28100,28010,-570,-1.99,28030,-550,-1.92,28010,28480,1399-11-27
28,بگيلان,توسعه مسير برق گيلان,6982,1755151,37828920847,21644,21300,21255,-389,-1.8,21576,-68,-0.31,21212,22130,1399-11-27
29,آبادا,توليد نيروي برق آبادان,6897,3446734,51880758670,15320,15050,15020,-300,-1.96,15050,-270,-1.76,15020,15310,1399-11-27
30,ولپارس,ليزينگ پارسيان,6856,11784109,62968653640,5440,5370,5340,-100,-1.84,5340,-100,-1.84,5340,5490,1399-11-27
31,قثابت,قند ثابت‌ خراسان‌,6767,13030556,947359681680,70440,70510,73100,2660,3.78,72700,2260,3.21,70440,74430,1399-11-27
32,كسرام,پارس‌ سرام‌,6640,36358395,362884935790,9920,10000,9730,-190,-1.92,9980,60,0.6,9730,10410,1399-11-27
