,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,بوعلي,پتروشيمي بوعلي سينا,63608,22088792,1095396375110,51800,51000,49220,-2580,-4.98,49590,-2210,-4.27,49210,52950,1399-10-20
1,شستا,سرمايه گذاري تامين اجتماعي,55313,158623627,2992576972170,19620,19100,19000,-620,-3.16,18870,-750,-3.82,18640,19860,1399-10-20
2,خودرو,ايران‌ خودرو,44618,1077447855,2953893267740,2810,2740,2770,-40,-1.42,2740,-70,-2.49,2670,2880,1399-10-20
3,خساپا,سايپا,41129,1316405867,2847894780310,2120,2130,2220,100,4.72,2160,40,1.89,2060,2220,1399-10-20
4,پالايش,صندوق پالايشي يکم-سهام,36857,22933603,1532167451040,68960,68780,66960,-2000,-2.9,66810,-2150,-3.12,64600,70850,1399-10-20
5,شپنا,پالايش نفت اصفهان,35741,306095864,3251892435610,11100,10570,10590,-510,-4.59,10620,-480,-4.32,10550,11190,1399-10-20
6,شتران,پالايش نفت تهران,32222,231961896,2087069897400,9450,8980,9000,-450,-4.76,9000,-450,-4.76,8980,9300,1399-10-20
7,وتجارت,بانك تجارت,31943,979335903,2838170222630,3040,2900,2890,-150,-4.93,2900,-140,-4.61,2890,3040,1399-10-20
8,ثاميد,توسعه و عمران اميد,30938,257949787,510627733690,1930,1930,2020,90,4.66,1980,50,2.59,1860,2020,1399-10-20
9,فملي,ملي‌ صنايع‌ مس‌ ايران‌,30691,208396062,2555469250400,12870,12500,12230,-640,-4.97,12260,-610,-4.74,12230,12760,1399-10-20
10,وسپهر,سرمايه گذاري مالي سپهرصادرات,30242,77703569,785998256608,10106,10106,10199,93,0.92,10115,9,0.09,10101,10220,1399-10-20
11,دارا يكم,صندوق واسطه گري مالي يكم-سهام,30190,14829029,2078592344650,144630,146500,140150,-4480,-3.1,140170,-4460,-3.08,136300,147990,1399-10-20
12,سپيدار,سپيدار سيستم آسيا,27823,193413,8082729270,39800,41790,41790,1990,5.0,40106,306,0.77,41790,41790,1399-10-20
13,بركت,گروه دارويي بركت,25944,85466802,2112557833100,25430,25910,24160,-1270,-4.99,24720,-710,-2.79,24160,26390,1399-10-20
14,فولاد,فولاد مباركه اصفهان,23877,158313112,1783184345690,11780,11370,11230,-550,-4.67,11260,-520,-4.41,11200,11700,1399-10-20
15,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,22696,583988932,1901401572750,3390,3240,3270,-120,-3.54,3260,-130,-3.83,3230,3390,1399-10-20
16,سيتا,سرمايه گذاري سيمان تامين,21412,24341723,367099271400,15030,15150,15100,70,0.47,15080,50,0.33,15000,15450,1399-10-20
17,آبادا,توليد نيروي برق آبادان,19194,5621271,93923384450,17230,16550,16760,-470,-2.73,16710,-520,-3.02,16390,17180,1399-10-20
18,امين,تامين سرمايه امين,19113,17729870,183892152920,10800,10410,10400,-400,-3.7,10370,-430,-3.98,10260,10800,1399-10-20
19,ثبهساز,بهساز كاشانه تهران,18514,101001445,288420006450,2730,2830,2860,130,4.76,2860,130,4.76,2770,2860,1399-10-20
20,بگيلان,توسعه مسير برق گيلان,17671,6191221,134172631123,22080,22800,21850,-230,-1.04,21671,-409,-1.85,20990,22800,1399-10-20
21,وبصادر,بانك صادرات ايران,16905,437394883,1209909523240,2890,2800,2760,-130,-4.5,2770,-120,-4.15,2750,2900,1399-10-20
22,پيزد,مجتمع صنايع لاستيك يزد,15793,3616222,286623473507,75866,75570,79659,3793,5.0,79260,3394,4.47,75570,79659,1399-10-20
23,وبملت,بانك ملت,15626,288544431,1266866246210,4570,4430,4390,-180,-3.94,4390,-180,-3.94,4350,4600,1399-10-20
24,خزر,فنرسازي‌زر,14718,35650332,1392849023370,38040,39940,39940,1900,4.99,39070,1030,2.71,36200,39940,1399-10-20
25,پترول,گروه پتروشيمي س. ايرانيان,14473,70593414,746000198310,10370,10700,10870,500,4.82,10570,200,1.93,10260,10880,1399-10-20
26,شگويا,پتروشيمي تندگويان,14183,50374314,511552974008,9972,10439,10300,328,3.29,10155,183,1.84,9856,10439,1399-10-20
27,چخزر,صنايع چوب خزر كاسپين,13921,1278705,52735072905,39278,41241,41241,1963,5.0,41241,1963,5.0,41241,41241,1399-10-20
28,سفاسي,شركت فارسيت اهواز,13915,48021322,800288687122,17265,17000,16402,-863,-5.0,16665,-600,-3.48,16402,17333,1399-10-20
29,شبندر,پالايش نفت بندرعباس,13806,56690051,1239638925300,22910,21830,21800,-1110,-4.85,21870,-1040,-4.54,21770,22910,1399-10-20
30,غنوش,نوش‌ مازندران‌,13440,17393164,1382810385310,81650,79900,81500,-150,-0.18,79500,-2150,-2.63,77570,83730,1399-10-20
31,رافزا,رايان هم افزا,12234,71290,2943492810,39323,41289,41289,1966,5.0,39433,110,0.28,41289,41289,1399-10-20
32,حكشتي,كشتيراني جمهوري اسلامي ايران,12040,37950781,765861236350,19780,19740,20760,980,4.95,20180,400,2.02,19000,20760,1399-10-20
33,زنجان,صنايع كشاورزي وكود زنجان,11276,88956503,1056147976695,11876,11520,12232,356,3.0,11873,-3,-0.03,11520,12232,1399-10-20
34,لپارس,پارس‌ الكتريك‌,10860,4675215,635464166310,140150,141700,133150,-7000,-4.99,135920,-4230,-3.02,133150,145160,1399-10-20
35,وخارزم,سرمايه گذاري خوارزمي,10384,77638371,638178687110,8470,8200,8550,80,0.94,8220,-250,-2.95,8050,8600,1399-10-20
36,فمراد,آلومراد,10187,4298055,860357225370,197090,201000,189880,-7210,-3.66,200170,3080,1.56,187240,206940,1399-10-20
37,وپارس,بانك‌پارسيان‌,10174,258333368,852125778560,3410,3400,3320,-90,-2.64,3300,-110,-3.23,3240,3510,1399-10-20
38,خپارس,پارس‌ خودرو,10088,121237935,803407249890,6840,6600,6750,-90,-1.32,6630,-210,-3.07,6500,6980,1399-10-20
39,خبهمن,گروه‌بهمن‌,9998,63976312,1831918409930,27280,28640,28640,1360,4.99,28630,1350,4.95,28000,28640,1399-10-20
40,انرژي3,سايراشخاص بورس انرژي,9753,2035042,838410443140,395850,399000,415640,19790,5.0,411990,16140,4.08,395850,415640,1399-10-20
41,خزاميا,زامياد,9650,69432746,705963765270,10560,10040,10300,-260,-2.46,10170,-390,-3.69,10040,10620,1399-10-20
