,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,وسپهر,سرمايه گذاري مالي سپهرصادرات,5457654,5399986386,54332921179506,1000,9500,10100,9100,910.0,10062,9062,906.2,9500,10100,1399-7-2
1,بپيوند,برق و انرژي پيوندگستر پارس,232814,54101490,1617310775975,29949,30125,28480,-1469,-4.91,29894,-55,-0.18,28452,31444,1399-7-2
2,امين,تامين سرمايه امين,119561,71164902,993605853020,13540,13500,14210,670,4.95,13960,420,3.1,13020,14210,1399-7-2
3,ثبهساز,بهساز كاشانه تهران,98574,386117825,1563402008410,4130,4170,3930,-200,-4.84,4050,-80,-1.94,3930,4300,1399-7-2
4,شپنا,پالايش نفت اصفهان,82703,317108869,9042970963610,29040,29050,27850,-1190,-4.1,28520,-520,-1.79,27590,30490,1399-7-2
5,خودرو,ايران‌ خودرو,79337,1894374408,5616855202600,2910,2940,2960,50,1.72,2970,60,2.06,2800,3050,1399-7-2
6,دارا يكم,صندوق واسطه گري مالي يكم-سهام,77413,38129801,8319138780650,204460,219100,220000,15540,7.6,218180,13720,6.71,210180,224800,1399-7-2
7,خساپا,سايپا,71079,1791284688,4419999041400,2510,2500,2390,-120,-4.78,2470,-40,-1.59,2390,2620,1399-7-2
8,فولاد,فولاد مباركه اصفهان,61805,255917094,5088032819170,19130,19980,20070,940,4.91,19880,750,3.92,19160,20080,1399-7-2
9,فملي,ملي‌ صنايع‌ مس‌ ايران‌,58926,139974701,4672165187970,32760,33900,33250,490,1.5,33380,620,1.89,32000,34390,1399-7-2
10,شتران,پالايش نفت تهران,57909,232695088,5999018667700,26450,26030,25130,-1320,-4.99,25780,-670,-2.53,25130,27350,1399-7-2
11,آريا,پليمر آريا ساسول,57723,15192357,2919059869251,184715,191964,193950,9235,5.0,192140,7425,4.02,185010,193950,1399-7-2
12,سيتا,سرمايه گذاري سيمان تامين,45984,54110326,1080750795090,19050,20000,20000,950,4.99,19970,920,4.83,19170,20000,1399-7-2
13,شاروم,پتروشيمي اروميه,44511,748310,10930564170,13912,14607,14607,695,5.0,14052,140,1.01,14607,14607,1399-7-2
14,شبندر,پالايش نفت بندرعباس,41519,109306379,4675904949620,41010,42100,43060,2050,5.0,42780,1770,4.32,41100,43060,1399-7-2
15,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,40558,613349494,3177311202740,5390,5130,5130,-260,-4.82,5180,-210,-3.9,5130,5390,1399-7-2
16,زملارد,كشاورزي و دامپروري ملارد شير,37151,487094,22890495436,44757,46994,46994,2237,5.0,45620,863,1.93,46994,46994,1399-7-2
17,وپارس,بانك‌پارسيان‌,36548,1012989579,4270457357590,4340,4350,4160,-180,-4.15,4220,-120,-2.76,4130,4450,1399-7-2
18,وتجارت,بانك تجارت,34665,697802780,2187802643320,3100,3140,3110,10,0.32,3140,40,1.29,3020,3240,1399-7-2
19,وبملت,بانك ملت,30636,592327876,3395834391790,5480,5690,5750,270,4.93,5730,250,4.56,5630,5750,1399-7-2
20,ذوب,سهامي ذوب آهن  اصفهان,24032,205336858,1214666548746,5995,6080,5761,-234,-3.9,5915,-80,-1.33,5700,6228,1399-7-2
21,بركت,گروه دارويي بركت,23959,73928716,1204152380380,16740,16740,15910,-830,-4.96,16290,-450,-2.69,15910,17350,1399-7-2
22,رافزا,رايان هم افزا,21282,127909,3955969552,29456,30928,30928,1472,5.0,29563,107,0.36,30928,30928,1399-7-2
23,ولپارس,ليزينگ پارسيان,18339,1354625,5621693750,3960,4150,4150,190,4.8,3980,20,0.51,4150,4150,1399-7-2
24,چكاپا,گروه صنايع كاغذ پارس,18171,172067981,1697784924490,10150,9950,9650,-500,-4.93,9870,-280,-2.76,9650,10380,1399-7-2
25,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,17193,87963338,1537344202070,16770,17450,17600,830,4.95,17480,710,4.23,17000,17600,1399-7-2
26,فارس,صنايع پتروشيمي خليج فارس,15133,44833525,1435819852150,30630,31400,32160,1530,5.0,32030,1400,4.57,31030,32160,1399-7-2
