,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,شپنا,پالايش نفت اصفهان,101353,435005067,8072843575620,18490,18700,18670,180,0.97,18560,70,0.38,17720,19130,1399-9-9
1,وتجارت,بانك تجارت,93881,2484682092,9466070952540,3760,3760,3930,170,4.52,3810,50,1.33,3620,3940,1399-9-9
2,خودرو,ايران‌ خودرو,80749,2363975006,9447578712900,3850,3890,4040,190,4.94,4000,150,3.9,3850,4040,1399-9-9
3,دارا يكم,صندوق واسطه گري مالي يكم-سهام,74587,39062142,7613001203370,194770,194000,196490,1720,0.88,194890,120,0.06,192000,196990,1399-9-9
4,شستا,سرمايه گذاري تامين اجتماعي,69963,302799409,8925077403670,28150,28800,29550,1400,4.97,29480,1330,4.72,28300,29550,1399-9-9
5,فولاد,فولاد مباركه اصفهان,68399,363363855,4993642408760,13650,13980,13810,160,1.17,13740,90,0.66,13250,14200,1399-9-9
6,وسپهر,سرمايه گذاري مالي سپهرصادرات,66496,193932918,2283765303082,11430,11560,12001,571,5.0,11776,346,3.03,11430,12001,1399-9-9
7,وبصادر,بانك صادرات ايران,60199,1322895738,4808375316770,3660,3580,3700,40,1.09,3630,-30,-0.82,3480,3750,1399-9-9
8,شتران,پالايش نفت تهران,48326,183220147,2773248901550,14800,15010,15250,450,3.04,15140,340,2.3,14480,15540,1399-9-9
9,خساپا,سايپا,46091,1916142106,5610625709940,2830,2840,2970,140,4.95,2930,100,3.53,2770,2970,1399-9-9
10,تليسه,دامداري تليسه نمونه,44638,346039642,3504382114301,10988,10950,9890,-1098,-9.99,10127,-861,-7.84,9890,10950,1399-9-9
11,بپيوند,برق و انرژي پيوندگستر پارس,44603,55275841,1527599861553,25475,28022,28022,2547,10.0,27636,2161,8.48,26000,28022,1399-9-9
12,زملارد,كشاورزي و دامپروري ملارد شير,44544,15702178,672325576601,44220,45000,43262,-958,-2.17,42817,-1403,-3.17,42009,45000,1399-9-9
13,ثاميد,توسعه و عمران اميد,38734,312925254,754424429740,2320,2380,2430,110,4.74,2410,90,3.88,2330,2430,1399-9-9
14,امين,تامين سرمايه امين,37491,69146731,879975006750,12250,12860,12860,610,4.98,12730,480,3.92,12350,12860,1399-9-9
15,پيزد,مجتمع صنايع لاستيك يزد,36783,4498831,396562760360,86064,85700,90367,4303,5.0,88148,2084,2.42,84001,90367,1399-9-9
16,سيتا,سرمايه گذاري سيمان تامين,34378,61717385,1114484122580,17300,17560,18160,860,4.97,18060,760,4.39,17560,18160,1399-9-9
17,وپارس,بانك‌پارسيان‌,30674,773838788,3195875548180,4160,4090,4210,50,1.2,4130,-30,-0.72,3970,4250,1399-9-9
18,شبندر,پالايش نفت بندرعباس,29332,119537261,3394824088190,27550,27700,28920,1370,4.97,28400,850,3.09,27110,28920,1399-9-9
19,وبملت,بانك ملت,28747,439097261,2462277670320,5520,5450,5720,200,3.62,5610,90,1.63,5410,5750,1399-9-9
20,كفپارس,فرآورده‌هاي‌ نسوز پارس‌,28564,258196671,2308612739940,9010,8560,9460,450,4.99,8940,-70,-0.78,8560,9460,1399-9-9
21,ثبهساز,بهساز كاشانه تهران,26714,157953948,460339053290,2860,2930,2940,80,2.8,2910,50,1.75,2840,2960,1399-9-9
22,خكمك,كمك‌فنرايندامين‌,26507,82918665,4159037450310,52360,49750,49900,-2460,-4.7,50160,-2200,-4.2,49750,52350,1399-9-9
23,وپويا,سرمايه گذاري پويا,25865,41272410,374493253086,8785,8850,9224,439,5.0,9074,289,3.29,8720,9224,1399-9-9
24,بگيلان,توسعه مسير برق گيلان,25778,12424933,334662371499,26221,26990,27220,999,3.81,26935,714,2.72,26400,27490,1399-9-9
25,شاروم,پتروشيمي اروميه,25615,7472874,146681717663,18719,19610,19654,935,4.99,19629,910,4.86,19128,19654,1399-9-9
26,فنوال,نورد آلومينيوم‌,25123,77025345,2534472594180,33660,31980,34410,750,2.23,32900,-760,-2.26,31980,34740,1399-9-9
27,غزر,صنعتي زر ماكارون,24925,4268827,233680431640,52500,53890,55120,2620,4.99,54740,2240,4.27,52750,55120,1399-9-9
28,پتاير,ايران‌ تاير,21711,12741614,2192997175740,162600,178860,174000,11400,7.01,172110,9510,5.85,157800,178860,1399-9-9
29,ذوب,سهامي ذوب آهن  اصفهان,19547,284403825,1402054693844,4761,4820,4999,238,5.0,4930,169,3.55,4761,4999,1399-9-9
30,قصفها,قنداصفهان‌,19429,7832921,1883251712820,246140,259980,232000,-14140,-5.74,240430,-5710,-2.32,221530,270000,1399-9-9
31,تپمپي,پمپ‌ سازي‌ ايران‌,18726,55359489,1911309525410,35600,33820,35270,-330,-0.93,34530,-1070,-3.01,33820,36950,1399-9-9
32,آريا,پليمر آريا ساسول,18108,5406986,972268990532,171457,178000,180029,8572,5.0,179817,8360,4.88,175000,180029,1399-9-9
33,وآيند,بانك  آينده,17530,112408349,2683750499973,24193,23710,23970,-223,-0.92,23875,-318,-1.31,23710,24590,1399-9-9
34,ولپارس,ليزينگ پارسيان,16495,2919126,17777477340,5800,6090,6090,290,5.0,5900,100,1.72,6090,6090,1399-9-9
35,رافزا,رايان هم افزا,16388,115431,4208267967,34721,36457,36457,1736,5.0,34860,139,0.4,36457,36457,1399-9-9
36,خپارس,پارس‌ خودرو,16011,151988857,1189287416230,7620,7500,8000,380,4.99,7820,200,2.62,7290,8000,1399-9-9
37,زدشت,كشت و صنعت دشت خرم دره,14842,34026714,1692087119589,53276,49000,47949,-5327,-10.0,49728,-3548,-6.66,47949,55280,1399-9-9
38,لكما,كارخانجات‌مخابراتي‌ايران‌,14666,212067800,2066961850156,10042,9741,9741,-301,-3.0,9747,-295,-2.94,9741,9880,1399-9-9
39,شبريز,پالايش نفت تبريز,14586,41877434,1226938805250,28630,28900,30060,1430,4.99,29300,670,2.34,27650,30060,1399-9-9
40,گدنا,تهيه توزيع غذاي دنا آفرين فدك,13435,1999465,48734959910,23214,24374,24374,1160,5.0,24291,1077,4.64,24374,24374,1399-9-9
41,فارس,صنايع پتروشيمي خليج فارس,13340,134388103,1765191672260,12520,13130,13140,620,4.95,13140,620,4.95,12980,13140,1399-9-9
42,پترول,گروه پتروشيمي س. ايرانيان,12897,102117384,1365488287740,12750,13380,13380,630,4.94,13370,620,4.86,13110,13380,1399-9-9
43,كرمان,س. توسعه و عمران استان كرمان,11654,19662283,1592511462584,77763,81651,81651,3888,5.0,80993,3230,4.15,78130,81651,1399-9-9
44,سيلام,سيمان‌ ايلام‌,11639,95855980,969581832050,10120,9620,10460,340,3.36,10110,-10,-0.1,9620,10560,1399-9-9
45,ثشاهد,سرمايه‌ گذاري‌ شاهد,11502,31482316,816891938850,24850,25980,26090,1240,4.99,25950,1100,4.43,24970,26090,1399-9-9
46,ونوين,بانك‌اقتصادنوين‌,10634,191467157,968294515660,4970,4890,5200,230,4.63,5060,90,1.81,4790,5210,1399-9-9
47,فخوز,فولاد  خوزستان,10525,21488435,803675911920,36680,37400,37850,1170,3.19,37400,720,1.96,35960,38100,1399-9-9
48,ومعادن,توسعه‌معادن‌وفلزات‌,10234,64884406,909471945250,13630,13950,14310,680,4.99,14020,390,2.86,13600,14310,1399-9-9
49,خصدرا,صنعتي‌ دريايي‌ ايران‌,10127,142189154,721534557171,4928,5075,5075,147,2.98,5074,146,2.96,5030,5075,1399-9-9
50,غنوش,نوش‌ مازندران‌,10067,10189214,712942224510,72170,73000,68650,-3520,-4.88,69970,-2200,-3.05,68590,73700,1399-9-9
51,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,9810,115828463,1580848550350,13000,13650,13650,650,5.0,13650,650,5.0,13330,13650,1399-9-9
52,كحافظ,كاشي‌ وسراميك‌ حافظ‌,9722,31155179,633395466670,20120,20120,20680,560,2.78,20330,210,1.04,19590,21050,1399-9-9
53,زمگسا,كشاورزي‌ ودامپروي‌ مگسال‌,9152,23091798,996847666150,42120,46330,42260,140,0.33,43170,1050,2.49,38700,46330,1399-9-9
54,وساپا,سرمايه‌گذاري‌ سايپا,9023,97087540,933004921120,9400,9390,9870,470,5.0,9610,210,2.23,9210,9870,1399-9-9
55,قنيشا,قند  نيشابور,8961,7511993,561898451890,77470,78780,73650,-3820,-4.93,74800,-2670,-3.45,73600,79000,1399-9-9
56,وسديد,گروه ‌صنعتي‌سديد,8814,56792320,1158220692154,19951,18954,20948,997,5.0,20394,443,2.22,18954,20948,1399-9-9
57,كاوه,فولاد كاوه جنوب كيش,8272,48420079,973359796980,19650,20630,20200,550,2.8,20100,450,2.29,19450,20630,1399-9-9
58,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,8212,199931426,763564255860,3660,3720,3840,180,4.92,3820,160,4.37,3710,3840,1399-9-9
59,ومعلم,بيمه معلم,8035,71823991,542070359372,7806,8195,7520,-286,-3.66,7547,-259,-3.32,7416,8195,1399-9-9
60,صباح,ح . سرمايه گذاري صبا تامين,7881,65606969,393965579504,5725,5900,6011,286,5.0,6005,280,4.89,5801,6011,1399-9-9
61,تملت,تامين سرمايه بانك ملت,7304,27277852,237840830310,8680,8990,8770,90,1.04,8720,40,0.46,8460,8990,1399-9-9
62,غگيلا,شيرپاستوريزه پگاه گيلان,7201,111841,1987079047,16921,17767,17767,846,5.0,16953,32,0.19,17767,17767,1399-9-9
63,حفاري,حفاري شمال,6875,58068376,806620991400,13300,13700,13960,660,4.96,13890,590,4.44,13360,13960,1399-9-9
64,ثباغ,شهر سازي و خانه سازي باغميشه,6774,20049656,494560028472,25323,25010,24940,-383,-1.51,24667,-656,-2.59,24057,25900,1399-9-9
65,دماوند,توليد نيروي برق دماوند,6751,6892530,524189981664,75467,75467,77010,1543,2.04,76052,585,0.78,73830,77750,1399-9-9
66,وساخت,سرمايه‌ گذاري‌ ساختمان‌ايران‌,6727,10184453,737216856040,72010,71000,71350,-660,-0.92,72390,380,0.53,70000,74520,1399-9-9
67,خچرخش,چرخشگر,6707,24683772,478818638980,19890,20860,19300,-590,-2.97,19400,-490,-2.46,18900,20860,1399-9-9
68,ثامان,سامان‌ گستراصفهان‌,6618,23269173,490486767070,21370,20310,22000,630,2.95,21080,-290,-1.36,20310,22430,1399-9-9
69,ثنور,سرمايه گذاري كوه نور,6613,58438656,408456929905,7181,6822,7230,49,0.68,6989,-192,-2.67,6822,7300,1399-9-9
70,سبزوا,سيمان لار سبزوار,6381,45840491,279516571024,6012,6312,6060,48,0.8,6098,86,1.43,5712,6312,1399-9-9
71,كچاد,معدني‌وصنعتي‌چادرملو,6377,21809334,431717571840,19760,19510,19950,190,0.96,19800,40,0.2,19000,20420,1399-9-9
72,فرابورس,فرابورس ايران,6197,12202080,660703061854,51833,52600,54424,2591,5.0,54147,2314,4.46,52100,54424,1399-9-9
73,وملل,اعتباري ملل,6157,51716041,723864856998,13747,13922,14433,686,4.99,13997,250,1.82,13630,14434,1399-9-9
74,خرينگ,رينگ‌سازي‌مشهد,5918,7774574,459796894290,56930,56930,59770,2840,4.99,59140,2210,3.88,56930,59770,1399-9-9
75,ودي,بيمه  دي,5787,23092630,577656638535,24907,24300,25348,441,1.77,25015,108,0.43,23910,25990,1399-9-9
76,فاذر,صنايع‌ آذرآب‌,5681,17047393,528798027270,30030,29850,31530,1500,5.0,31020,990,3.3,28800,31530,1399-9-9
77,چكاپا,گروه صنايع كاغذ پارس,5677,53736883,387829033630,6910,7000,7250,340,4.92,7220,310,4.49,6920,7250,1399-9-9
78,وپاسار,بانك  پاسارگاد,5446,51244445,581258220040,11280,11300,11460,180,1.6,11340,60,0.53,11000,11530,1399-9-9
79,غدام,خوراك‌  دام‌ پارس‌,5442,1787452,557210750920,316830,332670,300990,-15840,-5.0,311730,-5100,-1.61,300990,332670,1399-9-9
80,لپارس,پارس‌ الكتريك‌,5433,3331715,514020787070,147100,154450,154450,7350,5.0,154280,7180,4.88,148000,154450,1399-9-9
81,وخارزم,سرمايه گذاري خوارزمي,5363,53615442,506121011070,9030,9120,9480,450,4.98,9440,410,4.54,9060,9480,1399-9-9
82,نوين,بيمه نوين,5332,39403595,308444326365,8001,7790,7839,-162,-2.02,7828,-173,-2.16,7629,8150,1399-9-9
83,خفناور,مهندسي صنعتي روان فن آور,5291,18838731,454142073780,24612,23382,24520,-92,-0.37,24107,-505,-2.05,23382,25830,1399-9-9
84,ماديرا,صنايع ماشين هاي اداري ايران,5253,11151930,348120722403,31001,31400,31250,249,0.8,31216,215,0.69,30305,32250,1399-9-9
85,كدما,معدني‌ دماوند,5210,2439539,584222424450,228250,239660,239660,11410,5.0,239480,11230,4.92,228250,239660,1399-9-9
86,ثرود,سرمايه‌گذاري مسكن زاينده رود,5172,31666507,369066509273,11206,11300,11766,560,5.0,11655,449,4.01,11200,11766,1399-9-9
87,خبهمن,گروه‌بهمن‌,5171,64645747,1733458317100,25580,25900,26850,1270,4.96,26810,1230,4.81,25810,26850,1399-9-9
88,ورنا,سرمايه‌گذاري‌ رنا(هلدينگ‌,5166,46961030,441513206330,9140,9080,9590,450,4.92,9400,260,2.84,9000,9590,1399-9-9
89,كمند,صندوق س. با درآمد ثابت كمند,5156,241839072,2450583690516,10129,10136,10133,4,0.04,10133,4,0.04,10129,10138,1399-9-9
90,بپاس,بيمه پاسارگاد,5111,9348705,776181424909,79153,83110,83110,3957,5.0,83026,3873,4.89,81020,83110,1399-9-9
91,غپاك,لبنيات‌ پاك‌,5007,28079577,445358116530,16170,16970,15520,-650,-4.02,15860,-310,-1.92,15370,16970,1399-9-9
92,سشرق,سيمان‌ شرق‌,5005,45461613,298046560210,6590,6870,6460,-130,-1.97,6560,-30,-0.46,6330,6870,1399-9-9
93,غشهداب,كشت و صنعت شهداب ناب خراسان,4966,54840303,248445155551,4416,4410,4636,220,4.98,4530,114,2.58,4270,4636,1399-9-9
94,مدير,ص.س.مديريت ثروت ص.بازنشستگي-س,4964,29768385,311356710980,10069,10120,10660,591,5.87,10459,390,3.87,10120,10690,1399-9-9
95,آگاس,صندوق س.هستي بخش آگاه-س,4953,5745449,417465221584,70566,71300,74190,3624,5.14,72660,2094,2.97,71041,74356,1399-9-9
96,افق,فروشگاههاي زنجيره اي افق كوروش,4806,6749707,557826180620,80250,83280,84260,4010,5.0,82640,2390,2.98,80000,84260,1399-9-9
97,كگل,معدني و صنعتي گل گهر,4784,14298240,276961497950,19160,19160,19380,220,1.15,19370,210,1.1,19100,19610,1399-9-9
98,وبهمن,سرمايه‌گذاري‌بهمن‌,4717,24560901,449705783450,18190,18460,18510,320,1.76,18310,120,0.66,17290,18900,1399-9-9
99,كهمدا,شيشه‌ همدان‌,4679,21192183,266206255300,12290,12900,12350,60,0.49,12560,270,2.2,11920,12900,1399-9-9
100,بايكا,كارخانجات كابلسازي ‌ايران‌,4653,7700933,368040954454,47723,47949,49154,1431,3.0,47792,69,0.14,46292,49154,1399-9-9
101,ثپرديس,سرمايه گذاري مسكن پرديس,4631,23192972,262665747291,11072,11250,11625,553,4.99,11325,253,2.29,10935,11625,1399-9-9
102,سپح,ح . پرداخت الكترونيك سامان كيش,4556,12236324,188499019570,14640,14850,15690,1050,7.17,15400,760,5.19,14700,15980,1399-9-9
103,ثاخت,بين‌المللي‌توسعه‌ساختمان,4555,65167261,270858212270,3990,4050,4180,190,4.76,4160,170,4.26,3990,4180,1399-9-9
104,زاگرس,پتروشيمي زاگرس,4529,3495292,658597420115,180772,189000,189810,9038,5.0,188424,7652,4.23,183500,189810,1399-9-9
105,پلاسك,پلاسكوكار,4509,46881743,404572867990,8370,8370,8780,410,4.9,8630,260,3.11,8100,8780,1399-9-9
106,وپست,پست بانك ايران,4413,40011094,678608249210,16180,16870,16980,800,4.94,16960,780,4.82,16400,16980,1399-9-9
107,زفكا,كشت و دامداري فكا,4406,12603967,663851728229,53838,56529,52000,-1838,-3.41,52670,-1168,-2.17,51147,56529,1399-9-9
108,ختور,رادياتور ايران‌,4358,9443590,377044897330,38280,38800,40190,1910,4.99,39930,1650,4.31,37300,40190,1399-9-9
109,كگاز,شيشه‌ و گاز,4347,17831500,454555012980,24310,25520,25520,1210,4.98,25490,1180,4.85,24460,25520,1399-9-9
110,اعتماد,صندوق س.اعتماد آفرين پارسيان-د,4211,71581740,2402725145870,33547,33565,33566,19,0.06,33566,19,0.06,33565,33571,1399-9-9
111,سپاها,سيمان‌سپاهان‌,4205,27761763,243142516750,8910,9100,8820,-90,-1.01,8760,-150,-1.68,8470,9100,1399-9-9
112,حسير,ريل سير كوثر,4128,11273132,195608084898,17510,17880,17270,-240,-1.37,17352,-158,-0.9,16880,17880,1399-9-9
113,غپينو,پارس‌ مينو,4118,38854622,277511870020,6840,7180,7180,340,4.97,7140,300,4.39,6960,7180,1399-9-9
114,صبا,سرمايه گذاري صبا تامين,4082,19886931,173322828320,8308,8530,8723,415,5.0,8715,407,4.9,8530,8723,1399-9-9
115,بجهرم,توسعه مولد نيروگاهي جهرم,4063,61785130,252485429477,3901,4077,4096,195,5.0,4087,186,4.77,4003,4096,1399-9-9
116,لسرما,سرما آفرين‌,4042,9468852,280953100770,30500,31000,29370,-1130,-3.7,29670,-830,-2.72,28980,31800,1399-9-9
117,شيران,س. صنايع‌شيميايي‌ايران,4031,14750352,498190836790,32360,32000,33970,1610,4.98,33770,1410,4.36,32000,33970,1399-9-9
118,كسرا,سراميك‌هاي‌صنعتي‌اردكان‌,3931,10533970,282635241820,26000,27300,27300,1300,5.0,26830,830,3.19,26000,27300,1399-9-9
119,ميدكو,هلدينگ صنايع  معدني خاورميانه,3881,18705776,495678369059,26431,27090,26670,239,0.9,26499,68,0.26,26428,27090,1399-9-9
120,ثالوند,سرمايه گذاري مسكن الوند,3877,17435512,252919251537,14983,15500,14370,-613,-4.09,14506,-477,-3.18,14234,15500,1399-9-9
