,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,پالايش,صندوق پالايشي يکم-سهام,43036,65061534,5334380819280,84590,81400,81210,-3380,-4.0,81990,-2600,-3.07,81210,84450,1399-12-9
1,دارا يكم,صندوق واسطه گري مالي يكم-سهام,36415,26103221,3598255123920,141310,136300,136150,-5160,-3.65,137850,-3460,-2.45,135660,142000,1399-12-9
2,كزغال,زغال سنگ پروده طبس,35203,8029073,232432774102,29537,28947,28947,-590,-2.0,28949,-588,-1.99,28947,29145,1399-12-9
3,اپال,فرآوري معدني اپال كاني پارس,30903,10973007,144404772120,12420,13160,13160,740,5.96,13160,740,5.96,13160,13160,1399-12-9
4,وسپهر,سرمايه گذاري مالي سپهرصادرات,12774,32674356,330014259718,10102,10100,10100,-2,-0.02,10100,-2,-0.02,10100,10102,1399-12-9
5,كرمان,س. توسعه و عمران استان كرمان,11755,17600835,875795164590,49453,51200,48464,-989,-2.0,49759,306,0.62,48464,52000,1399-12-9
6,بوعلي,پتروشيمي بوعلي سينا,10881,3509838,145710343500,42090,41270,41500,-590,-1.4,41510,-580,-1.38,41270,41990,1399-12-9
7,فولاد,فولاد مباركه اصفهان,7767,73127741,848352221640,11830,11600,11600,-230,-1.94,11600,-230,-1.94,11600,11700,1399-12-9
8,سيتا,سرمايه گذاري سيمان تامين,7743,12356697,185366164270,15000,15000,15010,10,0.07,15000,0,0.0,15000,15010,1399-12-9
9,رافزا,رايان هم افزا,7722,45182,2044259590,42684,45245,45245,2561,6.0,42783,99,0.23,45245,45245,1399-12-9
10,امين,تامين سرمايه امين,7322,5272800,54841030330,10400,10400,10400,0,0.0,10400,0,0.0,10400,10410,1399-12-9
11,آريا,پليمر آريا ساسول,7216,2569389,187011988618,74094,72613,73000,-1094,-1.48,72785,-1309,-1.77,72613,73200,1399-12-9
12,ثشرق,سرمايه گذاري مسكن شمال شرق,5951,65170280,459993334400,6910,7110,6830,-80,-1.16,7060,150,2.17,6780,7320,1399-12-9
13,وبملت,بانك ملت,5538,205305397,761763593670,3780,3710,3710,-70,-1.85,3710,-70,-1.85,3710,3750,1399-12-9
14,وكبهمن,مديريت سرمايه گذاري كوثربهمن,5449,2325837,27631386754,12121,11879,11879,-242,-2.0,11985,-136,-1.12,11879,11900,1399-12-9
15,غفارس,شير پاستوريزه پگاه فارس,5421,29041459,475081333593,16092,16200,15830,-262,-1.63,16359,267,1.66,15771,17057,1399-12-9
16,ساربيل,سيمان آرتا اردبيل,5289,6915085,415402871120,57610,61060,61020,3410,5.92,60070,2460,4.27,57600,61060,1399-12-9
17,شبندر,پالايش نفت بندرعباس,4821,35610200,852084702790,24380,23900,23900,-480,-1.97,23930,-450,-1.85,23900,24620,1399-12-9
18,امين يكم,صندوق درآمد ثابت امين يكم فردا,4791,171672212,1737627473988,10108,10124,10126,18,0.18,10122,14,0.14,10119,10127,1399-12-9
19,سصوفي,سيمان‌ صوفيان‌,4662,15617439,272799502870,17180,17400,17850,670,3.9,17470,290,1.69,16840,18190,1399-12-9
20,شلعاب,لعابيران‌,4546,10000050,219867087950,21790,21800,21360,-430,-1.97,21990,200,0.92,21360,23000,1399-12-9
21,بالاس,مهندسي ساختمان تاسيسات راه آهن,4503,3439976,210825816068,61530,63221,60300,-1230,-2.0,61287,-243,-0.39,60300,64000,1399-12-9
22,هاي وب,داده گسترعصرنوين-هاي وب,4444,40932466,401002080820,9390,9210,9950,560,5.96,9800,410,4.37,9210,9950,1399-12-9
23,بگيلان,توسعه مسير برق گيلان,4433,724677,14281318047,20095,19694,19745,-350,-1.74,19982,-113,-0.56,19694,20055,1399-12-9
24,ثاميد,توسعه و عمران اميد,4314,29160433,45877534970,1600,1570,1570,-30,-1.88,1580,-20,-1.25,1570,1590,1399-12-9
25,زماهان,مجتمع توليد گوشت مرغ ماهان,4256,9375877,198292250636,21061,20750,20799,-262,-1.24,21149,88,0.42,20640,22320,1399-12-9
26,كسعدي,كاشي‌ سعدي‌,4167,24336823,547787085600,22310,23640,21870,-440,-1.97,22510,200,0.9,21870,23640,1399-12-9
27,وپاسار,بانك  پاسارگاد,4020,98513079,1179216126940,12210,11970,11970,-240,-1.97,11970,-240,-1.97,11970,12100,1399-12-9
28,كمند,صندوق س. با درآمد ثابت كمند,3977,280980019,2847213775849,10117,10133,10132,15,0.15,10133,16,0.16,10132,10136,1399-12-9
29,كرازي,كارخانجات‌توليدي‌شيشه‌رازي‌,3752,10334389,242637478760,23690,23220,23220,-470,-1.98,23480,-210,-0.89,23220,24740,1399-12-9
30,شتران,پالايش نفت تهران,3715,47122654,409970123630,8870,8700,8700,-170,-1.92,8700,-170,-1.92,8700,8720,1399-12-9
31,شگل,گلتاش‌,3502,22503902,243081408550,10530,11160,10440,-90,-0.85,10800,270,2.56,10320,11160,1399-12-9
32,پترول,گروه پتروشيمي س. ايرانيان,3388,20102063,185227927150,9390,9230,9210,-180,-1.92,9210,-180,-1.92,9210,9280,1399-12-9
33,اعتلا,شركت سرمايه گذاري اعتلاء البرز,3353,39292701,333528332370,8026,8400,8507,481,5.99,8488,462,5.76,8250,8507,1399-12-9
34,آوا,صندوق س.سهام آواي معيار-س,3345,32878855,221565160592,6964,6759,6686,-278,-3.99,6739,-225,-3.23,6686,6920,1399-12-9
35,غگيلا,شيرپاستوريزه پگاه گيلان,3261,49084,1167512024,22440,23786,23786,1346,6.0,22470,30,0.13,23786,23786,1399-12-9
36,اعتماد,صندوق س.اعتماد آفرين پارسيان-د,3253,41529140,1456819979020,35039,35078,35083,44,0.13,35079,40,0.11,35077,35084,1399-12-9
37,سشمال,سيمان‌ شمال‌,3219,12949186,167479321530,13040,12790,12780,-260,-1.99,12930,-110,-0.84,12780,13490,1399-12-9
38,ثتوسا,س.توسعه و عمران استان اردبيل,3191,4162558,199683767503,47650,49079,46697,-953,-2.0,47971,321,0.67,46697,49079,1399-12-9
39,شپنا,پالايش نفت اصفهان,3180,68343987,814660325040,12160,11920,11920,-240,-1.97,11920,-240,-1.97,11920,11920,1399-12-9
