,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,ثاميد,توسعه و عمران اميد,5180466,4238037410,7416565467500,1000,1750,1750,750,75.0,1750,750,75.0,1750,1750,1399-6-19
1,امين,تامين سرمايه امين,336598,230371004,3515658333170,15440,14670,16000,560,3.63,15260,-180,-1.17,14670,16200,1399-6-19
2,ثبهساز,بهساز كاشانه تهران,220633,605763904,2298814260380,3800,3610,3990,190,5.0,3790,-10,-0.26,3610,3990,1399-6-19
3,بگيلان,توسعه مسير برق گيلان,199564,37846615,1393568684738,36925,35079,38771,1846,5.0,36821,-104,-0.28,35079,38771,1399-6-19
4,سيتا,سرمايه گذاري سيمان تامين,141985,128345617,2853469488170,23130,21980,22450,-680,-2.94,22230,-900,-3.89,21980,23040,1399-6-19
5,غزر,صنعتي زر ماكارون,121287,20592304,1430692777990,68200,64790,71610,3410,5.0,69480,1280,1.88,64790,71610,1399-6-19
6,فملي,ملي‌ صنايع‌ مس‌ ايران‌,103499,360085244,11285341631750,31700,30120,32780,1080,3.41,31340,-360,-1.14,30120,33260,1399-6-19
7,آبادا,توليد نيروي برق آبادان,97440,28385080,813385479200,29910,28420,28450,-1460,-4.88,28660,-1250,-4.18,28420,29690,1399-6-19
8,دارا يكم,صندوق واسطه گري مالي يكم-سهام,96029,29822229,5812561642450,184990,180000,203480,18490,10.0,194910,9920,5.36,166500,203480,1399-6-19
9,وتجارت,بانك تجارت,68823,1920962207,5763463849420,3050,2900,3140,90,2.95,3000,-50,-1.64,2900,3170,1399-6-19
10,فولاد,فولاد مباركه اصفهان,62947,375517715,6286764740350,17130,16280,17370,240,1.4,16740,-390,-2.28,16280,17580,1399-6-19
11,آريا,پليمر آريا ساسول,58376,5554080,761503941510,131063,133300,137616,6553,5.0,137107,6044,4.61,133300,137616,1399-6-19
12,زملارد,كشاورزي و دامپروري ملارد شير,50019,9916863,331048085808,31937,33533,33533,1596,5.0,33382,1445,4.52,30550,33533,1399-6-19
13,شاروم,پتروشيمي اروميه,47277,848975,11838107400,13280,13944,13944,664,5.0,13421,141,1.06,13944,13944,1399-6-19
14,وبصادر,بانك صادرات ايران,45070,1049118210,3488151869270,3340,3180,3500,160,4.79,3320,-20,-0.6,3180,3500,1399-6-19
15,شگويا,پتروشيمي تندگويان,37632,165245826,2474163588353,15623,14842,15190,-433,-2.77,14973,-650,-4.16,14842,15500,1399-6-19
16,ذوب,سهامي ذوب آهن  اصفهان,36657,381070017,2369639424025,6469,6146,6352,-117,-1.81,6218,-251,-3.88,6146,6459,1399-6-19
17,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,34424,200349589,3070838742800,15800,15010,15900,100,0.63,15330,-470,-2.97,15010,16270,1399-6-19
18,گدنا,تهيه توزيع غذاي دنا آفرين فدك,34242,326596,2111116544,6157,6464,6464,307,4.99,6169,12,0.19,6464,6464,1399-6-19
19,رافزا,رايان هم افزا,28360,167942,4906929356,27827,29218,29218,1391,5.0,27954,127,0.46,29218,29218,1399-6-19
20,ولپارس,ليزينگ پارسيان,22571,1659172,6503954240,3740,3920,3920,180,4.81,3760,20,0.53,3920,3920,1399-6-19
21,شصدفح,ح . صنعتي دوده فام,21940,4947910,100323514637,19460,19300,20433,973,5.0,20276,816,4.19,19001,20433,1399-6-19
22,بپيوند,برق و انرژي پيوندگستر پارس,21154,2700442,61364844008,21642,22724,22724,1082,5.0,22723,1081,4.99,22724,22724,1399-6-19
23,فخوز,فولاد  خوزستان,17296,58984588,2682026297580,46020,43720,47700,1680,3.65,45470,-550,-1.2,43720,48110,1399-6-19
24,بجهرم,توسعه مولد نيروگاهي جهرم,17012,127910120,567666943054,4583,4354,4580,-3,-0.07,4438,-145,-3.16,4354,4583,1399-6-19
25,فارس,صنايع پتروشيمي خليج فارس,14979,40533248,1041612003830,25840,24550,26890,1050,4.06,25700,-140,-0.54,24550,26920,1399-6-19
26,چكاپا,گروه صنايع كاغذ پارس,13825,141971639,1305351729640,8860,8650,9300,440,4.97,9190,330,3.72,8650,9300,1399-6-19
27,اخابر,مخابرات ايران,11261,79271446,1490488399050,19590,18620,19030,-560,-2.86,18800,-790,-4.03,18620,19600,1399-6-19
28,وبانك,سرمايه گذاري گروه توسعه ملي,11040,70996877,1247173600540,18250,17340,18300,50,0.27,17570,-680,-3.73,17340,18530,1399-6-19
29,وخارزم,سرمايه گذاري خوارزمي,10375,128349577,1498224239160,12270,11660,11660,-610,-4.97,11670,-600,-4.89,11660,11870,1399-6-19
30,ونوين,بانك‌اقتصادنوين‌,9102,209568028,899309170820,4500,4280,4300,-200,-4.44,4290,-210,-4.67,4280,4400,1399-6-19
31,ومعادن,توسعه‌معادن‌وفلزات‌,8198,90789343,1373746328470,14970,14230,15710,740,4.94,15130,160,1.07,14230,15710,1399-6-19
32,ثاخت,بين‌المللي‌توسعه‌ساختمان,8129,59410317,309749839920,5590,5210,5310,-280,-5.01,5210,-380,-6.8,4950,5470,1399-6-19
33,غگيلا,شيرپاستوريزه پگاه گيلان,8073,128087,2034661995,15129,15885,15885,756,5.0,15158,29,0.19,15885,15885,1399-6-19
34,بترانس,ايران‌ ترانسفو,7504,14116700,618329009920,45830,43540,43990,-1840,-4.01,43800,-2030,-4.43,43540,45600,1399-6-19
35,فروي,ذوب روي اصفهان,7462,9978215,611991720292,64199,60990,61900,-2299,-3.58,61333,-2866,-4.46,60990,63900,1399-6-19
36,وصنعت,سرمايه گذاري توسعه صنعت وتجارت,6993,42277807,400371518330,9900,9410,9740,-160,-1.62,9470,-430,-4.34,9410,9800,1399-6-19
37,شيران,س. صنايع‌شيميايي‌ايران,6832,25387724,885375091900,36360,34550,35300,-1060,-2.92,34870,-1490,-4.1,34550,36200,1399-6-19
38,وپاسار,بانك  پاسارگاد,6735,79604973,776288503750,10010,9510,10150,140,1.4,9750,-260,-2.6,9510,10200,1399-6-19
39,پارسان,گسترش نفت و گاز پارسيان,6640,41913796,1039774878530,24930,23690,26170,1240,4.97,24810,-120,-0.48,23690,26170,1399-6-19
40,وسينا,بانك سينا,6389,90572760,1133717561240,13160,12510,12510,-650,-4.94,12520,-640,-4.86,12510,12720,1399-6-19
41,كاما,باما,6355,5836299,1090782563800,195900,186110,186400,-9500,-4.85,186900,-9000,-4.59,186110,195000,1399-6-19
42,ومهان,گروه توسعه مالي مهر آيندگان,6261,22443162,365180230186,16706,15871,16800,94,0.56,16271,-435,-2.6,15871,17250,1399-6-19
43,تماوند,تامين سرمايه دماوند,6215,117393214,1623635924305,14506,13781,13800,-706,-4.87,13831,-675,-4.65,13781,14500,1399-6-19
44,دي,بانك دي,5739,17122485,734486116560,45153,42896,42896,-2257,-5.0,42896,-2257,-5.0,42896,42896,1399-6-19
45,غسالم,سالمين‌,5728,27820105,160970468700,6070,5770,5770,-300,-4.94,5790,-280,-4.61,5770,5950,1399-6-19
46,كگل,معدني و صنعتي گل گهر,5435,29783325,592056825370,19080,18710,20030,950,4.98,19880,800,4.19,18710,20030,1399-6-19
47,دماوند,توليد نيروي برق دماوند,5349,7252703,406463856713,53900,53000,56595,2695,5.0,56043,2143,3.98,52997,56595,1399-6-19
48,ارزش,صندوق س ارزش آفرين بيدار-سهام,5279,35272408,377847013360,10080,9970,11080,1000,9.92,10710,630,6.25,9910,11080,1399-6-19
49,ماديرا,صنايع ماشين هاي اداري ايران,5158,15198061,660334741333,45610,43330,43330,-2280,-5.0,43449,-2161,-4.74,43330,44470,1399-6-19
50,ثاختح,ح . بين‌المللي‌توسعه‌ساختمان,5081,88959933,318137773330,3480,3770,3610,130,3.74,3580,100,2.87,3420,3850,1399-6-19
51,كويرح,ح. توليدي فولاد سپيد فراب كوير,5051,26028062,273942156250,10290,9550,11090,800,7.77,10520,230,2.24,9350,11250,1399-6-19
52,وملل,اعتباري ملل,4985,68941330,1026864329759,15461,14688,15200,-261,-1.69,14895,-566,-3.66,14688,15425,1399-6-19
