,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,اپال,فرآوري معدني اپال كاني پارس,150663,111283822,1780754890610,15600,15800,16160,560,3.59,16000,400,2.56,15760,16490,1399-12-18
1,كزغال,زغال سنگ پروده طبس,130614,19792826,627250232442,31924,31810,31570,-354,-1.11,31691,-233,-0.73,31296,32497,1399-12-18
2,پالايش,صندوق پالايشي يکم-سهام,87853,109087669,9612771606070,83910,86500,89490,5580,6.65,88120,4210,5.02,85300,89900,1399-12-18
3,دارا يكم,صندوق واسطه گري مالي يكم-سهام,48895,38977280,5722266102330,140820,144800,148410,7590,5.39,146810,5990,4.25,143050,149790,1399-12-18
4,خساپا,سايپا,39312,1390259523,3062133186520,2210,2200,2240,30,1.36,2200,-10,-0.45,2170,2280,1399-12-18
5,خودرو,ايران‌ خودرو,38618,972728461,2332337527670,2400,2380,2460,60,2.5,2400,0,0.0,2360,2480,1399-12-18
6,شاروم,پتروشيمي اروميه,34067,12578939,243724967845,19307,18921,19366,59,0.31,19376,69,0.36,18921,20000,1399-12-18
7,شستا,سرمايه گذاري تامين اجتماعي,31223,104224537,2000105085910,18360,18660,19450,1090,5.94,19190,830,4.52,18450,19460,1399-12-18
8,وكبهمن,مديريت سرمايه گذاري كوثربهمن,30214,6420959,77797271938,12077,12110,12200,123,1.02,12116,39,0.32,11960,12450,1399-12-18
9,بوعلي,پتروشيمي بوعلي سينا,26149,5209348,220992773470,42000,41730,42420,420,1.0,42420,420,1.0,41730,43030,1399-12-18
10,شپنا,پالايش نفت اصفهان,24241,239682227,2915841920670,11530,11830,12220,690,5.98,12170,640,5.55,11680,12220,1399-12-18
11,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,21440,573075877,1642279028690,2910,2860,2890,-20,-0.69,2870,-40,-1.37,2860,2900,1399-12-18
12,فملي,ملي‌ صنايع‌ مس‌ ايران‌,20214,114282744,1411554652810,11970,12010,12500,530,4.43,12350,380,3.17,11900,12670,1399-12-18
13,وسپهر,سرمايه گذاري مالي سپهرصادرات,19544,32434337,327591102977,10100,10100,10100,0,0.0,10100,0,0.0,10100,10102,1399-12-18
14,فولاد,فولاد مباركه اصفهان,19517,174284774,2162898569810,11780,12140,12480,700,5.94,12410,630,5.35,11970,12480,1399-12-18
15,شتران,پالايش نفت تهران,18249,145199885,1240645087080,8140,8320,8620,480,5.9,8540,400,4.91,8200,8620,1399-12-18
16,وتجارت,بانك تجارت,14178,318237480,800191301000,2450,2470,2530,80,3.27,2510,60,2.45,2460,2580,1399-12-18
17,امين,تامين سرمايه امين,13677,6148827,63960636950,10400,10400,10400,0,0.0,10400,0,0.0,10400,10420,1399-12-18
18,شبندر,پالايش نفت بندرعباس,13523,80755785,2161245733940,25350,26200,26870,1520,6.0,26760,1410,5.56,25850,26870,1399-12-18
19,آريا,پليمر آريا ساسول,12522,4498536,361187595253,76570,77000,81164,4594,6.0,80290,3720,4.86,77000,81164,1399-12-18
20,ذوب,سهامي ذوب آهن  اصفهان,11531,123166312,469602235500,3735,3750,3845,110,2.95,3813,78,2.09,3735,3915,1399-12-18
21,سيتا,سرمايه گذاري سيمان تامين,11168,13996572,209975183280,15000,15000,15010,10,0.07,15000,0,0.0,15000,15030,1399-12-18
22,وپارس,بانك‌پارسيان‌,10345,405474897,1231586040430,3090,3030,3030,-60,-1.94,3040,-50,-1.62,3030,3130,1399-12-18
23,گشان,توسعه بين المللي پديده شانديز,10098,16735768,564827986723,34891,33740,33496,-1395,-4.0,33750,-1141,-3.27,33496,35000,1399-12-18
24,وبملت,بانك ملت,9837,261601114,966453357260,3520,3580,3730,210,5.97,3690,170,4.83,3560,3730,1399-12-18
25,پيزد,مجتمع صنايع لاستيك يزد,9099,717452,48092231017,67827,66471,66471,-1356,-2.0,67049,-778,-1.15,66471,68950,1399-12-18
26,ثاميد,توسعه و عمران اميد,8514,64888099,103455402100,1620,1610,1590,-30,-1.85,1590,-30,-1.85,1590,1620,1399-12-18
27,وبصادر,بانك صادرات ايران,8363,196863660,451347123370,2240,2260,2310,70,3.13,2290,50,2.23,2230,2340,1399-12-18
28,پترول,گروه پتروشيمي س. ايرانيان,6899,34308935,324086243900,9210,9250,9570,360,3.91,9450,240,2.61,9200,9660,1399-12-18
29,وخارزم,سرمايه گذاري خوارزمي,6712,43680955,368762635620,8370,8270,8470,100,1.19,8440,70,0.84,8220,8700,1399-12-18
30,هاي وب,داده گسترعصرنوين-هاي وب,6605,38451412,377809963270,9600,9410,9700,100,1.04,9830,230,2.4,9410,10170,1399-12-18
31,شبريز,پالايش نفت تبريز,6424,31773242,985447579650,29440,30000,31200,1760,5.98,31020,1580,5.37,29950,31200,1399-12-18
32,شگويا,پتروشيمي تندگويان,6381,26136379,217501081399,8011,8120,8413,402,5.02,8322,311,3.88,8120,8449,1399-12-18
33,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,6294,58715064,683787336480,11080,11400,11740,660,5.96,11650,570,5.14,11270,11740,1399-12-18
34,رافزا,رايان هم افزا,5871,38307,3226330461,79456,84223,84223,4767,6.0,79614,158,0.2,84223,84223,1399-12-18
35,فخوز,فولاد  خوزستان,5516,43400938,601074451420,13210,13450,13990,780,5.9,13850,640,4.84,13320,14000,1399-12-18
36,آوا,صندوق س.سهام آواي معيار-س,5420,58410750,396417275552,6602,6730,6839,237,3.59,6787,185,2.8,6612,6898,1399-12-18
37,ونوين,بانك‌اقتصادنوين‌,5053,118614427,489926703700,3960,4070,4150,190,4.8,4130,170,4.29,4040,4190,1399-12-18
38,غنوش,نوش‌ مازندران‌,4952,14056588,824077537080,59680,58490,59300,-380,-0.64,58630,-1050,-1.76,58490,60000,1399-12-18
39,سمگا,گروه سرمايه گذاري ميراث فرهنگي,4876,13420287,356196050814,25899,26900,26300,401,1.55,26542,643,2.48,25900,27300,1399-12-18
40,ثاخت,بين‌المللي‌توسعه‌ساختمان,4833,76223453,198313238160,2640,2590,2620,-20,-0.76,2600,-40,-1.52,2590,2680,1399-12-18
