,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,وسپهر,سرمايه گذاري مالي سپهرصادرات,589959,941093641,14466927867026,16118,15400,15695,-423,-2.62,15372,-746,-4.63,15313,16118,1399-7-21
1,خودرو,ايران‌ خودرو,127895,3315229973,12380778347070,3580,3720,3750,170,4.75,3730,150,4.19,3580,3750,1399-7-21
2,ثاميد,توسعه و عمران اميد,104749,432135834,1345126324670,2990,2970,3130,140,4.68,3110,120,4.01,2950,3130,1399-7-21
3,خساپا,سايپا,103187,2558626933,7782715396490,2950,2950,3090,140,4.75,3040,90,3.05,2820,3090,1399-7-21
4,دارا يكم,صندوق واسطه گري مالي يكم-سهام,87266,44965228,10197278111820,236130,229000,225480,-10650,-4.51,226780,-9350,-3.96,215210,238900,1399-7-21
5,زملارد,كشاورزي و دامپروري ملارد شير,85736,11115760,547121424615,47347,47340,49714,2367,5.0,49220,1873,3.96,45000,49714,1399-7-21
6,وپويا,سرمايه گذاري پويا,82086,54946264,658889917035,11483,11410,12057,574,5.0,11992,509,4.43,11410,12057,1399-7-21
7,فولاد,فولاد مباركه اصفهان,64970,322364710,5672976346350,18230,18000,18050,-180,-0.99,17600,-630,-3.46,17320,18260,1399-7-21
8,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,62630,751117459,4085595275340,5380,5410,5550,170,3.16,5440,60,1.12,5120,5640,1399-7-21
9,وتجارت,بانك تجارت,60529,1690941703,5896467469340,3570,3500,3540,-30,-0.84,3490,-80,-2.24,3400,3670,1399-7-21
10,بگيلان,توسعه مسير برق گيلان,55495,8989197,270962351669,31508,30000,29933,-1575,-5.0,30143,-1365,-4.33,29933,31200,1399-7-21
11,گدنا,تهيه توزيع غذاي دنا آفرين فدك,55274,647052,9102727536,13399,14068,14068,669,4.99,13513,114,0.85,14068,14068,1399-7-21
12,بپيوند,برق و انرژي پيوندگستر پارس,52962,12510705,297247853134,24930,23720,23684,-1246,-5.0,23759,-1171,-4.7,23684,24800,1399-7-21
13,وبصادر,بانك صادرات ايران,48814,934474538,4302708103000,4680,4600,4620,-60,-1.28,4600,-80,-1.71,4450,4850,1399-7-21
14,وبملت,بانك ملت,47633,795235740,5018949791120,6480,6330,6310,-170,-2.62,6310,-170,-2.62,6160,6600,1399-7-21
15,شتران,پالايش نفت تهران,47340,180015482,2901681889040,16620,16100,16000,-620,-3.73,16120,-500,-3.01,15790,17090,1399-7-21
16,شپنا,پالايش نفت اصفهان,45976,272547310,5072380411520,16830,18060,18960,2130,12.66,18610,1780,10.58,18060,18960,1399-7-21
17,شاروم,پتروشيمي اروميه,45347,809505,13461258645,15838,16629,16629,791,4.99,16036,198,1.25,16629,16629,1399-7-21
18,فملي,ملي‌ صنايع‌ مس‌ ايران‌,45192,102716489,2907613735430,29200,28500,28400,-800,-2.74,28310,-890,-3.05,27740,29470,1399-7-21
19,ثبهساز,بهساز كاشانه تهران,39110,140610635,517852607390,3860,3670,3690,-170,-4.4,3680,-180,-4.66,3670,3760,1399-7-21
20,شبندر,پالايش نفت بندرعباس,32001,68593586,2749351875240,40400,39600,40000,-400,-0.99,40080,-320,-0.79,38480,41900,1399-7-21
21,غزر,صنعتي زر ماكارون,31804,3223002,184726822230,60150,57300,57160,-2990,-4.97,57320,-2830,-4.7,57150,58880,1399-7-21
22,آريا,پليمر آريا ساسول,31567,5911008,1073910602209,181358,177000,180100,-1258,-0.69,181680,322,0.18,176900,186900,1399-7-21
23,رافزا,رايان هم افزا,30815,180867,5949258231,31327,32893,32893,1566,5.0,31502,175,0.56,32893,32893,1399-7-21
24,پترول,گروه پتروشيمي س. ايرانيان,28430,130271265,2154535352760,17250,16900,16500,-750,-4.35,16540,-710,-4.12,16390,17400,1399-7-21
25,ولپارس,ليزينگ پارسيان,28303,2107930,9422447100,4260,4470,4470,210,4.93,4290,30,0.7,4470,4470,1399-7-21
26,سيتا,سرمايه گذاري سيمان تامين,25843,27159747,592126745420,22830,21690,21690,-1140,-4.99,21800,-1030,-4.51,21690,22490,1399-7-21
27,بركت,گروه دارويي بركت,24785,94530480,1771052785970,18170,18180,19070,900,4.95,18740,570,3.14,17500,19070,1399-7-21
28,شگويا,پتروشيمي تندگويان,24216,81457101,1313921073372,16651,16500,16000,-651,-3.91,16130,-521,-3.13,15819,16990,1399-7-21
