,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,گدنا,تهيه توزيع غذاي دنا آفرين فدك,93540,914690,12090372420,12589,13218,13218,629,5.0,12660,71,0.56,12386,13218,1399-7-9
1,شپنا,پالايش نفت اصفهان,70232,366513070,8544882288590,24210,23000,24330,120,0.5,23310,-900,-3.72,23000,24340,1399-7-9
2,خساپا,سايپا,60455,1635083011,3525850952870,2190,2100,2230,40,1.83,2160,-30,-1.37,2090,2270,1399-7-9
3,امين,تامين سرمايه امين,57912,26990342,341225020890,12840,12750,12880,40,0.31,12640,-200,-1.56,12200,13800,1399-7-9
4,دارا يكم,صندوق واسطه گري مالي يكم-سهام,52266,18109545,3640365280310,189240,197000,206790,17550,9.27,201020,11780,6.22,170100,207340,1399-7-9
5,سيتا,سرمايه گذاري سيمان تامين,51079,39193570,750062645500,19170,19190,19540,370,1.93,19140,-30,-0.16,18300,20510,1399-7-9
6,خودرو,ايران‌ خودرو,46823,1168247911,3047253923480,2520,2590,2640,120,4.76,2610,90,3.57,2480,2640,1399-7-9
7,وبصادر,بانك صادرات ايران,46686,1168660096,4709453341020,4120,4120,4120,0,0.0,4030,-90,-2.18,3920,4220,1399-7-9
8,فولاد,فولاد مباركه اصفهان,42033,172105119,3083679969340,17500,18170,18290,790,4.51,17920,420,2.4,17040,18700,1399-7-9
9,فملي,ملي‌ صنايع‌ مس‌ ايران‌,37619,108934857,3129160522980,28190,29200,29350,1160,4.11,28730,540,1.92,27000,29990,1399-7-9
10,شبندر,پالايش نفت بندرعباس,36414,125117792,4580197313620,37620,37300,38330,710,1.89,36610,-1010,-2.68,35740,38650,1399-7-9
11,صباح,ح . سرمايه گذاري صبا تامين,35982,117469518,1043195182439,1000,9250,8789,7789,778.9,8881,7881,788.1,8788,9290,1399-7-9
12,شاروم,پتروشيمي اروميه,33832,574350,8834651700,14650,15382,15382,732,5.0,14768,118,0.81,15241,15382,1399-7-9
13,وسپهر,سرمايه گذاري مالي سپهرصادرات,33061,56651749,718230608193,12075,12678,12678,603,4.99,12678,603,4.99,11064,12678,1399-7-9
14,آريا,پليمر آريا ساسول,30755,5328491,989041174501,178214,186888,187124,8910,5.0,185614,7400,4.15,169601,187124,1399-7-9
15,وتجارت,بانك تجارت,27951,777892334,2116469368720,2690,2700,2790,100,3.72,2720,30,1.12,2580,2800,1399-7-9
16,تاپيكو,س. نفت و گاز و پتروشيمي تأمين,27622,154849838,3439100143520,21480,21860,22550,1070,4.98,22210,730,3.4,20360,22550,1399-7-9
17,دي,بانك دي,24523,76296534,3584069167706,48620,47000,46189,-2431,-5.0,46976,-1644,-3.38,46189,49950,1399-7-9
18,پترول,گروه پتروشيمي س. ايرانيان,21947,142136957,2513671827650,16930,17560,17770,840,4.96,17680,750,4.43,15910,17770,1399-7-9
19,شگويا,پتروشيمي تندگويان,21885,76127153,1300600924738,16764,17140,17459,695,4.15,17085,321,1.91,16270,17900,1399-7-9
20,رافزا,رايان هم افزا,21437,125550,3978553950,30180,31689,31689,1509,5.0,30292,112,0.37,31543,31689,1399-7-9
