,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,وسپهر,سرمايه گذاري مالي سپهرصادرات,218753,381691441,5586925586963,13971,14650,14669,698,5.0,14637,666,4.77,13273,14669,1399-7-14
1,ثاميد,توسعه و عمران اميد,134778,423012590,1071422734260,2470,2440,2590,120,4.86,2530,60,2.43,2360,2590,1399-7-14
2,دارا يكم,صندوق واسطه گري مالي يكم-سهام,71352,39107044,8036290099750,206850,197500,211130,4280,2.07,205490,-1360,-0.66,191100,213000,1399-7-14
3,ثبهساز,بهساز كاشانه تهران,69392,306047276,1091379343930,3570,3400,3740,170,4.76,3570,0,0.0,3400,3740,1399-7-14
4,امين,تامين سرمايه امين,65003,34188329,443708556920,12730,12290,13360,630,4.95,12980,250,1.96,12200,13360,1399-7-14
5,سيتا,سرمايه گذاري سيمان تامين,53830,66452667,1290885896870,19270,18420,20230,960,4.98,19430,160,0.83,18310,20230,1399-7-14
6,گدنا,تهيه توزيع غذاي دنا آفرين فدك,52453,500164,6801230072,12951,13598,13598,647,5.0,13033,82,0.63,13598,13598,1399-7-14
7,فولاد,فولاد مباركه اصفهان,44472,213147215,3807782375150,18210,17610,17700,-510,-2.8,17860,-350,-1.92,17330,18410,1399-7-14
8,فملي,ملي‌ صنايع‌ مس‌ ايران‌,40192,100435022,2833295852040,29320,27900,27990,-1330,-4.54,28210,-1110,-3.79,27860,29500,1399-7-14
9,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,37898,500267764,2267997238870,4640,4410,4530,-110,-2.37,4530,-110,-2.37,4410,4790,1399-7-14
10,وبصادر,بانك صادرات ايران,37407,941257994,3816791448290,4230,4060,4100,-130,-3.07,4050,-180,-4.26,4020,4210,1399-7-14
11,شاروم,پتروشيمي اروميه,36036,684566,10822303894,15057,15809,15809,752,4.99,15209,152,1.01,15809,15809,1399-7-14
