,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,دارا يكم,صندوق واسطه گري مالي يكم-سهام,171507,54031352,13245698240570,241180,255200,232200,-8980,-3.72,245150,3970,1.65,230000,262000,1399-6-26
1,امين,تامين سرمايه امين,120094,67767859,1061286118430,15860,16550,15130,-730,-4.6,15660,-200,-1.26,15070,16600,1399-6-26
2,خودرو,ايران‌ خودرو,120082,2593261543,9097595435570,3410,3580,3350,-60,-1.76,3510,100,2.93,3260,3580,1399-6-26
3,فملي,ملي‌ صنايع‌ مس‌ ايران‌,118845,297700691,11010515305520,35390,37150,37130,1740,4.92,36990,1600,4.52,35690,37150,1399-6-26
4,زملارد,كشاورزي و دامپروري ملارد شير,103740,25850921,1023149536208,38907,40852,40852,1945,5.0,39579,672,1.73,36962,40852,1399-6-26
5,سيتا,سرمايه گذاري سيمان تامين,102438,79109077,1745149775170,21830,22920,21260,-570,-2.61,22060,230,1.05,21010,22920,1399-6-26
6,خساپا,سايپا,91015,1826371792,5559674829270,3000,3150,2910,-90,-3.0,3040,40,1.33,2860,3150,1399-6-26
7,وبملت,بانك ملت,89855,1109323077,7046021550470,6280,6540,6270,-10,-0.16,6350,70,1.11,6030,6590,1399-6-26
8,فولاد,فولاد مباركه اصفهان,77447,500745007,10291432370110,19600,20580,20580,980,5.0,20550,950,4.85,20100,20580,1399-6-26
9,غزر,صنعتي زر ماكارون,71339,7718469,563870386550,74450,76800,72200,-2250,-3.02,73050,-1400,-1.88,70730,78170,1399-6-26
10,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,69922,685823966,4089340506760,6020,6250,5720,-300,-4.98,5960,-60,-1.0,5720,6310,1399-6-26
11,بگيلان,توسعه مسير برق گيلان,65774,13130137,479351345205,37277,38000,35414,-1863,-5.0,36508,-769,-2.06,35414,39140,1399-6-26
12,وپارس,بانك‌پارسيان‌,63416,1422016445,7519265005740,5490,5550,5220,-270,-4.92,5290,-200,-3.64,5220,5630,1399-6-26
13,وتجارت,بانك تجارت,59486,1151018899,4127653205690,3460,3630,3560,100,2.89,3590,130,3.76,3400,3630,1399-6-26
14,ثبهساز,بهساز كاشانه تهران,58766,80108612,374107218040,4450,4670,4670,220,4.94,4670,220,4.94,4670,4670,1399-6-26
15,آبادا,توليد نيروي برق آبادان,48290,12415486,334314398740,27390,28000,26030,-1360,-4.97,26930,-460,-1.68,26030,28490,1399-6-26
16,آريا,پليمر آريا ساسول,46025,6419595,1123332831075,166653,174985,174985,8332,5.0,174985,8332,5.0,174985,174985,1399-6-26
17,بپيوند,برق و انرژي پيوندگستر پارس,45173,3394799,96833246676,27166,28524,28524,1358,5.0,28524,1358,5.0,28524,28524,1399-6-26
18,رافزا,رايان هم افزا,35149,263329,7833247763,28331,29747,29747,1416,5.0,28539,208,0.73,29747,29747,1399-6-26
19,ذوب,سهامي ذوب آهن  اصفهان,33170,367045103,2577021283426,6744,7081,6930,186,2.76,7021,277,4.11,6792,7081,1399-6-26
20,وبصادر,بانك صادرات ايران,31995,957403658,3981542578740,3970,4160,4160,190,4.79,4160,190,4.79,4040,4160,1399-6-26
21,دي,بانك دي,31567,73540117,3299600840690,43363,45500,44170,807,1.86,44868,1505,3.47,43000,45531,1399-6-26
22,ولپارس,ليزينگ پارسيان,29968,2288511,9176929110,3820,4010,4010,190,4.97,3850,30,0.79,4010,4010,1399-6-26
23,فخوز,فولاد  خوزستان,25856,61075575,3239552953550,51310,53870,51820,510,0.99,53040,1730,3.37,50720,53870,1399-6-26
24,شگويا,پتروشيمي تندگويان,23739,140526255,2378857374877,16134,16940,16940,806,5.0,16928,794,4.92,16501,16940,1399-6-26
25,ثاميد,توسعه و عمران اميد,22605,28895608,63859293680,2110,2210,2210,100,4.74,2210,100,4.74,2210,2210,1399-6-26
26,بركت,گروه دارويي بركت,21873,59535332,1173628473120,20160,20980,19160,-1000,-4.96,19710,-450,-2.23,19160,20990,1399-6-26
