,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,بوعلي,پتروشيمي بوعلي سينا,375224,46113231,3118787665800,67470,67940,67640,170,0.25,67630,160,0.24,65800,70000,1399-10-7
1,شستا,سرمايه گذاري تامين اجتماعي,95213,255347189,6008136768860,22750,22000,23880,1130,4.97,23530,780,3.43,21950,23880,1399-10-7
2,بركت,گروه دارويي بركت,69248,215254282,5996183054700,27020,28370,26600,-420,-1.55,27860,840,3.11,26160,28370,1399-10-7
3,وكبهمن,مديريت سرمايه گذاري كوثربهمن,65344,3536483,74892100491,20169,21177,21177,1008,5.0,21177,1008,5.0,21177,21177,1399-10-7
4,شپنا,پالايش نفت اصفهان,63980,315119174,4155853228050,13220,12960,13500,280,2.12,13190,-30,-0.23,12600,13880,1399-10-7
5,پالايش,صندوق پالايشي يکم-سهام,50816,29299805,2408122247340,83280,81100,82190,-1090,-1.31,82190,-1090,-1.31,79010,85490,1399-10-7
6,خودرو,ايران‌ خودرو,50802,1021949191,3296272117640,3310,3200,3240,-70,-2.11,3230,-80,-2.42,3150,3400,1399-10-7
7,وسپهر,سرمايه گذاري مالي سپهرصادرات,48150,85466732,909002583520,10685,10770,10610,-75,-0.7,10636,-49,-0.46,10549,10996,1399-10-7
8,ولپارس,ليزينگ پارسيان,42673,105382040,975639594720,8840,9280,9280,440,4.98,9260,420,4.75,8400,9280,1399-10-7
9,بپيوند,برق و انرژي پيوندگستر پارس,42620,38920980,1114906137379,30105,29000,28400,-1705,-5.66,28645,-1460,-4.85,27980,30100,1399-10-7
10,خساپا,سايپا,41768,999747600,2321518097640,2400,2330,2310,-90,-3.75,2320,-80,-3.33,2280,2450,1399-10-7
11,چخزر,صنايع چوب خزر كاسپين,39694,268775,7770822800,27536,28912,28912,1376,5.0,27738,202,0.73,28912,28912,1399-10-7
12,سيتا,سرمايه گذاري سيمان تامين,36234,70927569,1212658345280,17540,17850,16780,-760,-4.33,17100,-440,-2.51,16720,17850,1399-10-7
13,فوكا,فولاد كاويان,33471,312690769,4699241905671,15379,14611,15200,-179,-1.16,15028,-351,-2.28,14611,15960,1399-10-7
14,دارا يكم,صندوق واسطه گري مالي يكم-سهام,33063,11154725,1886339230800,170200,168220,168260,-1940,-1.14,169110,-1090,-0.64,165200,172800,1399-10-7
15,وتجارت,بانك تجارت,32816,631184667,2012155994410,3240,3190,3160,-80,-2.47,3190,-50,-1.54,3090,3350,1399-10-7
16,ثبهساز,بهساز كاشانه تهران,31117,205853216,581386564030,2700,2710,2830,130,4.81,2820,120,4.44,2710,2830,1399-10-7
17,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,30691,502545532,2066931857310,4260,4070,4120,-140,-3.29,4110,-150,-3.52,4050,4380,1399-10-7
18,دي,بانك دي,28797,75434330,2971057196697,41273,39210,39210,-2063,-5.0,39386,-1887,-4.57,39210,40670,1399-10-7
19,زملارد,كشاورزي و دامپروري ملارد شير,28028,6013265,266758141491,45286,46800,43331,-1955,-4.32,44362,-924,-2.04,43022,46800,1399-10-7
20,ثاميد,توسعه و عمران اميد,26950,162886851,366750791930,2190,2250,2230,40,1.83,2250,60,2.74,2200,2290,1399-10-7
21,بگيلان,توسعه مسير برق گيلان,26320,7427667,189769730271,25632,25750,25637,5,0.02,25549,-83,-0.32,25198,26049,1399-10-7
22,فملي,ملي‌ صنايع‌ مس‌ ايران‌,26032,86151520,1287266067720,14950,14500,14910,-40,-0.27,14940,-10,-0.07,14290,15450,1399-10-7
23,فولاد,فولاد مباركه اصفهان,25460,129166986,1744139993550,13560,13330,13620,60,0.44,13500,-60,-0.44,13170,13940,1399-10-7
24,آبادا,توليد نيروي برق آبادان,24430,9187412,166963136550,18130,18100,18100,-30,-0.17,18170,40,0.22,17730,18600,1399-10-7
25,شبندر,پالايش نفت بندرعباس,24251,78446064,2135253751970,27890,26800,27900,10,0.04,27220,-670,-2.4,26500,28590,1399-10-7
26,امين,تامين سرمايه امين,24204,20779368,227125531440,11210,11100,10930,-280,-2.5,10930,-280,-2.5,10750,11190,1399-10-7
27,شتران,پالايش نفت تهران,23128,100597596,1112723232120,11170,10920,11230,60,0.54,11060,-110,-0.98,10620,11700,1399-10-7
28,وبصادر,بانك صادرات ايران,18445,335804070,1018703886460,3020,3010,3040,20,0.66,3030,10,0.33,2910,3150,1399-10-7
29,وپارس,بانك‌پارسيان‌,17317,426059027,1688340981390,4120,4050,3930,-190,-4.61,3960,-160,-3.88,3920,4150,1399-10-7
30,پترول,گروه پتروشيمي س. ايرانيان,16999,77338854,938318685690,12450,12180,12170,-280,-2.25,12130,-320,-2.57,11880,12690,1399-10-7
31,آريا,پليمر آريا ساسول,16773,2396047,449192567184,187330,183100,186550,-780,-0.42,187472,142,0.08,183100,191000,1399-10-7
32,حكشتي,كشتيراني جمهوري اسلامي ايران,16387,33097527,803646912760,24890,24160,24150,-740,-2.97,24280,-610,-2.45,23650,25800,1399-10-7
33,پيزد,مجتمع صنايع لاستيك يزد,16067,2385431,201894070883,88428,85500,84007,-4421,-5.0,84636,-3792,-4.29,84007,88400,1399-10-7
34,زدشت,كشت و صنعت دشت خرم دره,15587,19138466,1072558612765,60130,57900,55200,-4930,-8.2,56042,-4088,-6.8,54117,59400,1399-10-7
35,شگويا,پتروشيمي تندگويان,15446,100236072,1144613054361,10954,11200,11501,547,4.99,11419,465,4.25,10800,11501,1399-10-7
36,غزر,صنعتي زر ماكارون,15243,3117166,170174239910,57260,55050,54400,-2860,-4.99,54590,-2670,-4.66,54400,56900,1399-10-7
37,وپويا,سرمايه گذاري پويا,15185,21618968,167915328653,7970,7700,7702,-268,-3.36,7767,-203,-2.55,7601,8100,1399-10-7
38,ملت,بيمه ملت,15162,72244588,1713633490270,22610,23740,23740,1130,5.0,23720,1110,4.91,23250,23740,1399-10-7
39,ذوب,سهامي ذوب آهن  اصفهان,14544,155293321,796289193848,5250,5041,5097,-153,-2.91,5128,-122,-2.32,5015,5380,1399-10-7
40,غگل,گلوكوزان‌,13952,154795464,857966363420,5780,5810,5500,-280,-4.84,5540,-240,-4.15,5500,5810,1399-10-7
41,خپارس,پارس‌ خودرو,13850,155195046,1366636951430,8400,8820,8820,420,5.0,8810,410,4.88,8600,8820,1399-10-7
42,وبملت,بانك ملت,13324,185632043,898680306150,4850,4750,4820,-30,-0.62,4840,-10,-0.21,4720,4990,1399-10-7
43,رافزا,رايان هم افزا,13254,89883,3578871411,37921,39817,39817,1896,5.0,38048,127,0.33,39817,39817,1399-10-7
44,لپارس,پارس‌ الكتريك‌,12584,4709312,745752099430,158140,161000,150850,-7290,-4.61,158360,220,0.14,150240,166040,1399-10-7
45,ثشاهد,سرمايه‌ گذاري‌ شاهد,12545,38383733,942086871310,25680,25110,24400,-1280,-4.98,24540,-1140,-4.44,24400,25670,1399-10-7
46,شبريز,پالايش نفت تبريز,12453,46513029,1540272217860,31800,31200,33390,1590,5.0,33110,1310,4.12,30800,33390,1399-10-7
47,قرن,پديده شيمي قرن,12035,22639576,1530282175230,66950,64340,69970,3020,4.51,67590,640,0.96,63630,69980,1399-10-7
48,آريان,سرمايه گذاري پارس آريان,11990,251023241,4631572930501,17580,18459,18459,879,5.0,18451,871,4.95,18002,18459,1399-10-7
49,فروي,ذوب روي اصفهان,11804,11924198,900090101569,79083,79700,75129,-3954,-5.0,75484,-3599,-4.55,75129,79700,1399-10-7
50,سبزوا,سيمان لار سبزوار,11636,92592403,547580171034,5796,6085,5700,-96,-1.66,5914,118,2.04,5600,6085,1399-10-7
51,خبهمن,گروه‌بهمن‌,11277,33984369,1076298020240,31480,31480,32000,520,1.65,31670,190,0.6,30570,32900,1399-10-7
52,وخارزم,سرمايه گذاري خوارزمي,10859,57192769,589779878320,10710,10420,10220,-490,-4.58,10310,-400,-3.73,10180,10690,1399-10-7
53,زكوثر,سرمايه گذاري كشاورزي كوثر,10525,28393686,825025856460,27830,29220,29060,1230,4.42,29060,1230,4.42,28300,29220,1399-10-7
54,وتوصا,گروه س توسعه صنعتي ايران,10478,69093201,1476712620590,22350,21240,21240,-1110,-4.97,21370,-980,-4.38,21240,22350,1399-10-7
55,بجهرم,توسعه مولد نيروگاهي جهرم,10381,104497781,454008390380,4268,4400,4260,-8,-0.19,4345,77,1.8,4200,4460,1399-10-7
56,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,9612,40946491,498451170390,12120,11870,12180,60,0.5,12170,50,0.41,11750,12670,1399-10-7
57,تاپيكو,س. نفت و گاز و پتروشيمي تأمين,9595,43703014,614227348210,13670,13500,14350,680,4.97,14050,380,2.78,13410,14350,1399-10-7
58,ساوه,سيمان ساوه,9413,6134731,385280083544,62191,65300,60299,-1892,-3.04,62803,612,0.98,59082,65300,1399-10-7
59,تكمبا,كمباين‌ سازي‌ ايران‌,9313,73448542,1031105346150,13590,14260,13590,0,0.0,14040,450,3.31,12920,14260,1399-10-7
60,سمگا,گروه سرمايه گذاري ميراث فرهنگي,9236,40816817,1467482222024,36618,36010,35510,-1108,-3.03,35953,-665,-1.82,34800,37448,1399-10-7
61,تپمپي,پمپ‌ سازي‌ ايران‌,9200,30110935,1129818681920,35970,37760,36300,330,0.92,37520,1550,4.31,36300,37760,1399-10-7
62,كيميا,معدني كيمياي زنجان گستران,9007,16037161,658913635673,41805,39715,39960,-1845,-4.41,41087,-718,-1.72,39715,42987,1399-10-7
63,وملل,اعتباري ملل,8956,161384880,2869562468076,17842,17790,17437,-405,-2.27,17781,-61,-0.34,16970,17999,1399-10-7
64,فاراك,ماشين‌ سازي‌ اراك‌,8787,79104335,677552435830,8240,8350,8650,410,4.98,8570,330,4.0,8250,8650,1399-10-7
