,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,وكبهمن,مديريت سرمايه گذاري كوثربهمن,82282,39402132,687949546758,17518,17500,17090,-428,-2.44,17460,-58,-0.33,16810,18150,1399-11-4
1,بوعلي,پتروشيمي بوعلي سينا,32625,31528545,1533033715220,46370,48670,48680,2310,4.98,48620,2250,4.85,47100,48680,1399-11-4
2,چخزر,صنايع چوب خزر كاسپين,31504,919223,48392494835,50139,52645,52645,2506,5.0,52449,2310,4.61,52645,52645,1399-11-4
3,سپيدار,سپيدار سيستم آسيا,30491,1294706,61877883858,45518,47793,47793,2275,5.0,47793,2275,5.0,47793,47793,1399-11-4
4,كاما,باما,29485,96066382,1871313461810,19710,19000,19230,-480,-2.44,19480,-230,-1.17,18800,20320,1399-11-4
5,وسپهر,سرمايه گذاري مالي سپهرصادرات,29087,72305522,777898020396,10657,10730,10735,78,0.73,10758,101,0.95,10659,10900,1399-11-4
6,ثبهساز,بهساز كاشانه تهران,28590,432843542,1421869456380,2980,3200,3360,380,12.75,3280,300,10.07,3110,3360,1399-11-4
7,ولپارس,ليزينگ پارسيان,25867,68855701,556627257360,7930,8300,8100,170,2.14,8080,150,1.89,7600,8320,1399-11-4
8,شاروم,پتروشيمي اروميه,24497,22430876,525906940683,23504,24200,23100,-404,-1.72,23446,-58,-0.25,22560,24300,1399-11-4
9,ذوب,سهامي ذوب آهن  اصفهان,22717,357317347,1885008773543,4529,5355,5329,800,17.66,5275,746,16.47,5140,5622,1399-11-4
10,ثاميد,توسعه و عمران اميد,19881,233172009,486423129400,1930,2090,2120,190,9.84,2090,160,8.29,2010,2150,1399-11-4
11,امين,تامين سرمايه امين,16501,18630771,203021316620,9830,10750,11000,1170,11.9,10900,1070,10.89,10740,11120,1399-11-4
12,سيتا,سرمايه گذاري سيمان تامين,14982,33265590,535317492290,15400,15900,16170,770,5.0,16090,690,4.48,15500,16170,1399-11-4
13,آسيا,بيمه آسيا,14606,329841419,1056151616540,3510,3150,3150,-360,-10.26,3200,-310,-8.83,3000,3300,1399-11-4
14,آوا,صندوق س.سهام آواي معيار-س,14034,152594761,1292641410661,7491,8200,8830,1339,17.87,8471,980,13.08,7900,8830,1399-11-4
15,زملارد,كشاورزي و دامپروري ملارد شير,13850,3919841,153014913276,37178,39036,39036,1858,5.0,39036,1858,5.0,39036,39036,1399-11-4
16,وپست,پست بانك ايران,13802,82396663,1784638658610,21890,20800,22340,450,2.06,21660,-230,-1.05,20800,22970,1399-11-4
17,غنوش,نوش‌ مازندران‌,11976,18615288,1183975449540,65340,62080,63900,-1440,-2.2,63600,-1740,-2.66,62080,66410,1399-11-4
18,غزر,صنعتي زر ماكارون,11797,4889470,126695486240,24750,25400,25980,1230,4.97,25910,1160,4.69,24610,25980,1399-11-4
19,كرمان,س. توسعه و عمران استان كرمان,11530,12650288,932220991926,76406,75000,72586,-3820,-5.0,73692,-2714,-3.55,72586,77488,1399-11-4
20,خبهمن,گروه‌بهمن‌,11500,42569254,1045504180630,24530,24400,24600,70,0.29,24560,30,0.12,23810,25490,1399-11-4
21,شتوكا,توكا رنگ فولاد سپاهان,11161,13726714,905549104189,66050,65600,62748,-3302,-5.0,65970,-80,-0.12,62748,68900,1399-11-4
22,گشان,توسعه بين المللي پديده شانديز,10837,23117023,1148608204112,50649,49637,49637,-1012,-2.0,49687,-962,-1.9,49637,50625,1399-11-4
23,بترانس,ايران‌ ترانسفو,10407,239522051,849448666860,3420,3440,3590,170,4.97,3550,130,3.8,3350,3590,1399-11-4
