,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,كزغال,زغال سنگ پروده طبس,3726219,199999449,4095411385105,1000,19500,20500,19500,1950.0,20477,19477,1947.7,19500,20500,1399-11-15
1,پالايش,صندوق پالايشي يکم-سهام,67385,76949176,6128713986700,82860,82720,77010,-5850,-7.06,79650,-3210,-3.87,75620,86990,1399-11-15
2,سپيدار,سپيدار سيستم آسيا,61973,503605,28651095660,54183,56892,56892,2709,5.0,55588,1405,2.59,56892,56892,1399-11-15
3,دارا يكم,صندوق واسطه گري مالي يكم-سهام,48122,38836480,5403020114460,145190,145200,134310,-10880,-7.49,139120,-6070,-4.18,131900,151500,1399-11-15
4,وكبهمن,مديريت سرمايه گذاري كوثربهمن,38842,14073241,198661462219,14654,14760,13922,-732,-5.0,14116,-538,-3.67,13922,15000,1399-11-15
5,بركت,گروه دارويي بركت,37756,153814430,3368892543720,21490,22560,22060,570,2.65,21900,410,1.91,20600,22560,1399-11-15
6,خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,33082,1105692360,3384451063450,2970,3110,3010,40,1.35,3060,90,3.03,2950,3110,1399-11-15
7,خساپا,سايپا,28883,1189266332,2580164838830,2230,2300,2130,-100,-4.48,2170,-60,-2.69,2120,2330,1399-11-15
8,چخزر,صنايع چوب خزر كاسپين,28613,3702069,248444257259,64267,67480,67480,3213,5.0,67110,2843,4.42,63250,67480,1399-11-15
9,وسپهر,سرمايه گذاري مالي سپهرصادرات,24252,76445509,777582155693,10292,9965,9963,-329,-3.2,10172,-120,-1.17,9900,10501,1399-11-15
10,غزر,صنعتي زر ماكارون,23163,10385163,313744633130,29820,30000,30100,280,0.94,30210,390,1.31,28400,31000,1399-11-15
11,شاروم,پتروشيمي اروميه,22781,11834213,225751144241,19434,19000,18550,-884,-4.55,19076,-358,-1.84,18463,20300,1399-11-15
12,كلوند,كاشي‌ الوند,22397,52343061,2422442696520,45760,48040,47600,1840,4.02,46280,520,1.14,43480,48040,1399-11-15
13,بوعلي,پتروشيمي بوعلي سينا,21434,6003775,256897286720,43880,43450,43040,-840,-1.91,42790,-1090,-2.48,42000,45700,1399-11-15
14,خودرو,ايران‌ خودرو,20524,626893156,1613835598070,2650,2700,2520,-130,-4.91,2570,-80,-3.02,2520,2730,1399-11-15
15,ولپارس,ليزينگ پارسيان,19090,25180568,146623714740,6070,5980,5770,-300,-4.94,5820,-250,-4.12,5770,6160,1399-11-15
16,شستا,سرمايه گذاري تامين اجتماعي,18945,83781296,1828789518890,22740,22400,21610,-1130,-4.97,21830,-910,-4.0,21610,23250,1399-11-15
17,ثبهساز,بهساز كاشانه تهران,18133,157837393,393985651680,2570,2550,2480,-90,-3.5,2500,-70,-2.72,2450,2670,1399-11-15
18,كرمان,س. توسعه و عمران استان كرمان,17688,35935215,2068944813082,56409,53589,59229,2820,5.0,57574,1165,2.07,53589,59229,1399-11-15
19,سنير,سيمان‌ سفيد ني‌ريز,16475,6354917,1697389491480,267000,280350,253650,-13350,-5.0,267100,100,0.04,253650,280350,1399-11-15
