,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,شستا,سرمايه گذاري تامين اجتماعي,108144,262984313,6475094493920,25800,24510,24590,-1210,-4.69,24620,-1180,-4.57,24510,25450,1399-9-26
1,ولپارس,ليزينگ پارسيان,96243,338304096,2711562498840,8090,7690,8460,370,4.57,8020,-70,-0.87,7690,8490,1399-9-26
2,خودرو,ايران‌ خودرو,65093,1279409249,4661091553600,3620,3620,3680,60,1.66,3640,20,0.55,3500,3750,1399-9-26
3,پالايش,صندوق پالايشي يکم-سهام,59901,27493062,2605019969040,96980,94300,94440,-2540,-2.62,94750,-2230,-2.3,92500,97580,1399-9-26
4,وسپهر,سرمايه گذاري مالي سپهرصادرات,57510,232523359,2628697217708,11062,10631,11341,279,2.52,11305,243,2.2,10600,11615,1399-9-26
5,خساپا,سايپا,51288,1657976283,4405912757690,2760,2640,2660,-100,-3.62,2660,-100,-3.62,2630,2750,1399-9-26
6,شپنا,پالايش نفت اصفهان,50771,337017238,5304085555280,16550,15730,15730,-820,-4.95,15740,-810,-4.89,15730,15940,1399-9-26
7,دارا يكم,صندوق واسطه گري مالي يكم-سهام,49010,17486724,3110474808990,174940,176150,179820,4880,2.79,177880,2940,1.68,173340,180860,1399-9-26
8,وتجارت,بانك تجارت,48362,1258820763,4377057073330,3580,3410,3510,-70,-1.96,3480,-100,-2.79,3410,3630,1399-9-26
9,فملي,ملي‌ صنايع‌ مس‌ ايران‌,45879,157136363,2352917232200,14600,14060,15330,730,5.0,14970,370,2.53,14060,15330,1399-9-26
10,بپيوند,برق و انرژي پيوندگستر پارس,44793,57672768,1743914263053,30139,30000,31070,931,3.09,30238,99,0.33,27800,31600,1399-9-26
