,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
0,سيتا,سرمايه گذاري سيمان تامين,92798,81164939,1546451492750,19000,18800,19880,880,4.63,19050,50,0.26,18060,19950,1399-7-1
1,دارا يكم,صندوق واسطه گري مالي يكم-سهام,85554,43362682,8866069324530,197160,209900,213300,16140,8.19,204460,7300,3.7,188000,214000,1399-7-1
2,خودرو,ايران‌ خودرو,82567,2216695297,6453833003700,3040,3010,2930,-110,-3.62,2910,-130,-4.28,2890,3120,1399-7-1
3,فولاد,فولاد مباركه اصفهان,81239,446998696,8550772732210,19530,19500,19900,370,1.89,19130,-400,-2.05,18560,20270,1399-7-1
4,ثبهساز,بهساز كاشانه تهران,79885,348762092,1439839358130,4310,4100,4100,-210,-4.87,4130,-180,-4.18,4100,4310,1399-7-1
5,فملي,ملي‌ صنايع‌ مس‌ ايران‌,77136,251548476,8239905612850,33790,33690,33440,-350,-1.04,32760,-1030,-3.05,32110,35120,1399-7-1
6,وبملت,بانك ملت,59306,1323474055,7253047988890,5490,5370,5760,270,4.92,5480,-10,-0.18,5220,5760,1399-7-1
7,شپنا,پالايش نفت اصفهان,48926,269332878,7821539020930,30470,29050,28950,-1520,-4.99,29040,-1430,-4.69,28950,30430,1399-7-1
8,وتجارت,بانك تجارت,43455,1159635144,3597318330520,3230,3100,3160,-70,-2.17,3100,-130,-4.02,3070,3220,1399-7-1
9,شبندر,پالايش نفت بندرعباس,41199,102296156,4195659822120,41480,42500,41950,470,1.13,41010,-470,-1.13,39420,42990,1399-7-1
10,شاروم,پتروشيمي اروميه,40210,673929,9755796204,13787,14476,14476,689,5.0,13912,125,0.91,14476,14476,1399-7-1
11,آريا,پليمر آريا ساسول,38855,18021125,3328771777395,176147,184954,184954,8807,5.0,184715,8568,4.86,176147,184954,1399-7-1
12,زملارد,كشاورزي و دامپروري ملارد شير,32096,418084,19328023320,44029,46230,46230,2201,5.0,44757,728,1.65,46230,46230,1399-7-1
13,خساپا,سايپا,31503,957145899,2404625658240,2630,2520,2500,-130,-4.94,2510,-120,-4.56,2500,2650,1399-7-1
14,شگويا,پتروشيمي تندگويان,30140,147372142,2404195989184,16012,16500,16812,800,5.0,16314,302,1.89,15220,16812,1399-7-1
15,دي,بانك دي,22839,66125789,3363008465609,48586,49800,51015,2429,5.0,50858,2272,4.68,49000,51015,1399-7-1
16,ذوب,سهامي ذوب آهن  اصفهان,19738,229419387,1375358205052,6255,6050,6020,-235,-3.76,5995,-260,-4.16,5943,6240,1399-7-1
17,پترول,گروه پتروشيمي س. ايرانيان,19315,180951658,2840893776600,14970,15710,15710,740,4.94,15700,730,4.88,15080,15710,1399-7-1
18,صبا,سرمايه گذاري صبا تامين,17901,78850263,927355294694,11239,11735,11800,561,4.99,11761,522,4.64,11275,11800,1399-7-1
19,فارس,صنايع پتروشيمي خليج فارس,17409,50483130,1546517065510,29960,31350,31450,1490,4.97,30630,670,2.24,28760,31450,1399-7-1
20,شتران,پالايش نفت تهران,17379,98502821,2605158556880,27820,26430,26430,-1390,-5.0,26450,-1370,-4.92,26430,27000,1399-7-1
21,وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,17264,76140839,1276655959500,16710,16900,17230,520,3.11,16770,60,0.36,15970,17500,1399-7-1
22,رافزا,رايان هم افزا,17076,158889,4892033421,29323,30789,30789,1466,5.0,29456,133,0.45,30789,30789,1399-7-1
